,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,elec_sites,MAA Value [kJ/mol],Type,reactant_error,product_error
189,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,13,290.57843703823164,Double bond,None,None
190,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,9,282.1160926129669,Double bond,None,None
191,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,11,240.98751978948712,Double bond,None,None
192,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,6,225.75120529625565,Double bond,None,None
193,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,25,208.907381482888,Double bond,None,Connectivity
194,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,10,205.38613685546443,Double bond,None,None
195,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,16,197.8270187987946,Double bond,None,None
196,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,21,185.55721281748265,Double bond,None,None
197,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,14,176.26484995894134,Double bond,None,None
198,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,23,160.7112516774796,Double bond,None,None
199,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,12,95.30249079037458,Double bond,None,None
200,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,4,83.24565015849657,Double bond,None,None
201,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,2,59.45850921433885,Double bond,None,None
202,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,6,59.45850921433885,Double bond,None,None
203,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,3,43.120018369867466,Double bond,None,None
204,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,5,43.120018369867466,Double bond,None,None
205,CC1=CC=C(C=C1)[OH:10],16,{10: 7},16reac0,1,19.041196800069883,Double bond,None,None
206,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,6,425.965820267098,Carbocation,None,None
207,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,0,346.9328660105821,Double bond,None,None
208,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,10,346.9328660105821,Double bond,None,None
209,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,16,346.9328660105821,Double bond,None,None
210,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,2,327.17557915486395,Double bond,None,None
211,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,8,327.17557915486395,Double bond,None,None
212,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,18,327.17557915486395,Double bond,None,None
213,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,14,327.17557915486395,Double bond,None,None
214,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,12,327.17557915486395,Double bond,None,None
215,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,4,327.17557915486395,Double bond,None,None
216,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,3,302.8686170806177,Double bond,None,Connectivity
217,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,7,302.8686170806177,Double bond,None,Connectivity
218,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,13,302.8686170806177,Double bond,None,Connectivity
219,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,17,161.73452127631754,Double bond,None,None
220,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,15,161.73452127631754,Double bond,None,None
221,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,1,161.73452127631754,Double bond,None,None
222,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,5,161.73452127631754,Double bond,None,None
223,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,11,161.73452127631754,Double bond,None,None
224,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,16,{20: 6},16reac1,9,161.73452127631754,Double bond,None,None
225,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,1,460.4268784932792,Carbocation,Connectivity,None
226,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,11,418.4448061231524,Double bond,Connectivity,Connectivity
227,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,10,324.36982930265367,Double bond,Connectivity,Connectivity
228,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,12,311.5945783779025,Double bond,Connectivity,Connectivity
229,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,9,305.94697370007634,Double bond,Connectivity,Connectivity
230,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,8,283.3709298931062,Double bond,Connectivity,Connectivity
231,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],17,"{20: 1, 10: 14}",17reac0,7,143.90149107575417,Double bond,Connectivity,None
232,N#N,18,{},18reac0,0,-79.18654327030526,Triple bond,None,None
233,N#N,18,{},18reac0,1,-79.18654327030526,Triple bond,None,None
234,CC(C)=[O:10],18,{10: 3},18reac1,1,137.3800449213013,Ketone,None,None
235,CC(C)=[O:10],18,{10: 3},18reac1,3,-69.95245241874363,Double bond,None,None
236,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,0,551.4737943068612,Carbocation,None,None
237,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,4,426.0703687343048,Double bond,None,None
238,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,2,410.5219616270624,Double bond,None,None
239,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,6,410.5219616270624,Double bond,None,None
240,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,1,399.42749087826815,Double bond,None,Connectivity
241,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,3,124.17328957805876,Double bond,None,None
242,[CH2+:20]C1=CC=CC=C1,18,{20: 0},18reac2,5,124.17328957805876,Double bond,None,None
243,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,6,481.92995037930086,Carbocation,None,None
244,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,0,377.7654907205142,Double bond,None,None
245,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,10,377.7654907205142,Double bond,None,None
246,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,2,361.82052459870465,Double bond,None,None
247,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,4,361.82052459870465,Double bond,None,None
248,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,12,361.82052459870465,Double bond,None,None
249,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,8,361.82052459870465,Double bond,None,None
250,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,3,338.4549266612157,Double bond,None,Connectivity
251,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,7,338.4549266612157,Double bond,None,Connectivity
252,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,5,177.5666753607802,Double bond,None,None
253,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,1,177.5666753607802,Double bond,None,None
254,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,9,177.5666753607802,Double bond,None,None
255,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,19,{20: 6},19reac1,11,177.5666753607802,Double bond,None,None
256,CC1=CCC(CC1)[C+:20](C)C,20,{20: 7},20reac0,7,486.12322594900616,Carbocation,None,None
257,CC1=CCC(CC1)[C+:20](C)C,20,{20: 7},20reac0,1,386.4412517747842,Double bond,None,Connectivity
258,CC1=CCC(CC1)[C+:20](C)C,20,{20: 7},20reac0,2,131.22293089306913,Double bond,None,None
259,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,1,388.2803445854224,Carbocation,Connectivity,None
260,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,9,369.66002520220354,Double bond,Connectivity,Connectivity
261,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,8,351.45956043037586,Double bond,Connectivity,Connectivity
262,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,13,273.2334236674942,Double bond,Connectivity,Connectivity
263,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,10,257.67407847964205,Double bond,Connectivity,Connectivity
264,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,11,255.81358670210466,Double bond,Connectivity,Connectivity
265,C[C+:20]1CCCCCC1C2=C(C=CC(=C2)OC)[NH:10]C,21,"{20: 1, 10: 16}",21reac0,12,213.31615212420002,Double bond,Connectivity,Connectivity
266,C[C+:20](C)C,22,{20: 1},22reac0,1,498.7691061699297,Carbocation,None,None
267,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,2,389.07797902077436,Double bond,None,Connectivity
268,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,1,78.53906185203232,Double bond,None,None
269,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,3,78.53906185203232,Double bond,None,None
270,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,5,69.2990460197907,Double bond,None,None
271,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,4,65.0110701720696,Double bond,None,None
272,C1=CC(=CC=C1[NH2:10])Cl,22,{10: 6},22reac1,0,65.0110701720696,Double bond,None,None
273,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,8,319.3308000396937,Iminium,None,None
274,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,2,236.3310713141691,Double bond,None,None
275,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,4,229.33458054275252,Double bond,None,None
276,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,6,229.33458054275252,Double bond,None,None
277,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,3,162.76166014256887,Double bond,None,Connectivity
278,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,7,162.76166014256887,Double bond,None,Connectivity
279,COC1=CC=C(C=C1)/[CH:20]=[NH+:21]/C2CCCCC2,23,"{20: 8, 21: 9}",23reac0,5,161.76926777441986,Double bond,None,Connectivity
280,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,1,54.55890357890166,Double bond,None,None
281,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,5,54.55890357890166,Double bond,None,None
282,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,3,50.22852467815392,Double bond,None,None
283,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,2,35.16944087075535,Double bond,None,None
284,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,4,35.16944087075535,Double bond,None,None
285,C1=CC=C(C=C1)[NH2:10],23,{10: 6},23reac1,0,13.170231490163133,Double bond,None,None
286,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,8,134.07869649585336,Double bond,None,None
287,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,6,132.46916427486576,Double bond,None,None
288,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,10,132.46916427486576,Double bond,None,None
289,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,4,112.69382363813929,Imine,None,None
290,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,3,102.5934044891037,Double bond,None,None
291,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,7,77.78546065022238,Double bond,None,None
292,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,9,77.78546065022238,Double bond,None,None
293,CCC/[N:10]=C/C1=CC=CC=C1,24,{10: 3},24reac0,5,60.12040771287866,Double bond,None,None
294,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,10,254.85798909631558,Anhydride,None,None
295,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,7,249.2734320908785,Anhydride,None,Connectivity
296,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,5,188.91025523794815,Double bond,None,None
297,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,3,183.408442258602,Double bond,None,None
298,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,1,180.23210999416187,Double bond,None,None
299,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,6,105.07452549552545,Double bond,None,None
300,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,4,89.10793492104858,Double bond,None,None
301,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,2,71.67567627271637,Double bond,None,None
302,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,8,22.300951232900843,Double bond,None,None
303,C1C2=C(C=CC=C2)[C:20](=[O:21])OC1=O,24,"{20: 7, 21: 8}",24reac1,11,-17.826877542305738,Double bond,None,None
304,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,25,"{20: 8, 21: 9}",25reac0,8,487.78102495358326,Oxonium,None,None
305,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,25,"{20: 8, 21: 9}",25reac0,1,419.3366385316476,Ester,None,Connectivity
306,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,25,"{20: 8, 21: 9}",25reac0,11,380.02960521238856,Ester,None,Connectivity
307,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,25,"{20: 8, 21: 9}",25reac0,12,309.58124236785807,Double bond,None,Connectivity
308,CC(=O)OCC1C(C[CH:20]=[O+:21]1)OC(=O)C,25,"{20: 8, 21: 9}",25reac0,2,287.43108182330616,Double bond,None,Connectivity
309,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,0,128.03265569999348,Double bond,None,None
310,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,4,123.94184326252434,Double bond,None,None
311,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,2,118.65084831533022,Double bond,None,None
312,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,1,76.62059764307924,Double bond,None,None
313,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,5,39.10222803463694,Double bond,None,None
314,C1=CC(=[N:10]C=C1)O,25,{10: 3},25reac1,3,-31.422857292112894,Double bond,None,None
315,CCC(C(C)[C:20](=[O:21])Cl)O[Si](C)(C)C(C)(C)C,26,"{20: 5, 21: 6}",26reac1,5,362.666264470201,Acyl halide,None,Connectivity
316,CCC(C(C)[C:20](=[O:21])Cl)O[Si](C)(C)C(C)(C)C,26,"{20: 5, 21: 6}",26reac1,6,53.23281962424517,Double bond,None,Connectivity
317,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,3,106.6536784330383,Double bond,None,None
318,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,5,91.53745077038184,Imine,None,None
319,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,7,91.53745077038184,Imine,None,None
320,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,4,41.01856376696378,Double bond,None,None
321,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,8,41.01856376696378,Double bond,None,None
322,CN(C)C1=CC=[N:10]C=C1,26,{10: 6},26reac2,6,-47.03012830298394,Double bond,None,None
323,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,8,298.54155278997496,Double bond,None,Connectivity
324,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,2,284.9703679147642,Ester,None,Connectivity
325,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,5,241.43048311630264,Double bond,None,None
326,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,7,209.34833104955032,Double bond,None,None
327,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,9,209.34833104955032,Double bond,None,None
328,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,12,129.13981779967435,Double bond neighbouratom with charge plus1,None,None
329,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,11,116.84944285359234,Cation with charge plus1,None,None
330,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,6,113.1188906119205,Double bond,None,None
331,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,10,113.1188906119205,Double bond,None,None
332,CC[C:20](=[O:21])OC1=CC=C(C=C1)[N+](=O)[O-],27,"{20: 2, 21: 3}",27reac0,3,-25.778788813157007,Double bond,None,None
333,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,3,106.6536784330383,Double bond,None,None
334,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,5,91.53745077038184,Imine,None,None
335,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,7,91.53745077038184,Imine,None,None
336,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,4,41.01856376696378,Double bond,None,None
337,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,8,41.01856376696378,Double bond,None,None
338,CN(C)C1=CC=[N:10]C=C1,27,{10: 6},27reac1,6,-47.03012830298394,Double bond,None,None
339,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,1,471.2329835020937,Carbocation,None,None
340,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,6,352.7089093216928,Double bond,None,None
341,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,4,344.4239234016277,Double bond,None,None
342,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,8,344.4239234016277,Double bond,None,None
343,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,3,324.73199750855565,Double bond,None,Connectivity
344,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,5,122.7076033516787,Double bond,None,None
345,C[C+:20](C)C1=CC=CC=C1,28,{20: 1},28reac0,7,122.7076033516787,Double bond,None,None
346,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,0,131.73737319023348,Double bond,None,None
347,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,2,117.58175542741083,Imine,None,None
348,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,4,117.58175542741083,Imine,None,None
349,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,1,87.7026427553501,Double bond,None,None
350,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,5,87.7026427553501,Double bond,None,None
351,C1=CC=[N:10]C=C1,28,{10: 3},28reac1,3,6.778681565658189,Double bond,None,None
352,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,3,106.6536784330383,Double bond,None,None
353,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,5,91.53745077038184,Imine,None,None
354,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,7,91.53745077038184,Imine,None,None
355,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,4,41.01856376696378,Double bond,None,None
356,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,8,41.01856376696378,Double bond,None,None
357,CN(C)C1=CC=[N:10]C=C1,29,{10: 6},29reac0,6,-47.03012830298394,Double bond,None,None
358,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,1,364.90077327750623,Carbocation,None,None
359,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,16,237.28925992548466,Double bond,None,None
360,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,5,237.28925992548466,Double bond,None,None
361,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,13,236.3825539587997,Double bond,None,None
362,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,3,236.3825539587997,Double bond,None,None
363,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,14,236.3825539587997,Double bond,None,None
364,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,24,236.3825539587997,Double bond,None,None
365,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,0,197.87381782289594,Double bond,None,Connectivity
366,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,2,197.87381782289594,Double bond,None,Connectivity
367,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,12,123.07356465468183,Double bond,None,None
368,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,4,123.07356465468183,Double bond,None,None
369,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,23,123.07356465468183,Double bond,None,None
370,C2([CH+:20]C3=CC=C(N4CCOCC4)C=C3)=CC=C(N5CCOCC5)C=C2,29,{20: 1},29reac1,15,123.07356465468183,Double bond,None,None
371,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,8,399.9930685404688,Carbocation,None,None
372,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,12,322.58208427904174,Double bond,None,None
373,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,18,322.58208427904174,Double bond,None,None
374,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,2,311.4080361719243,Double bond,None,None
375,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,4,305.4487730911933,Double bond,None,None
376,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,6,305.4487730911933,Double bond,None,None
377,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,20,302.47865052707493,Double bond,None,None
378,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,10,302.47865052707493,Double bond,None,None
379,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,16,302.47865052707493,Double bond,None,None
380,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,14,302.47865052707493,Double bond,None,None
381,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,5,280.3569048619829,Double bond,None,Connectivity
382,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,9,276.30536890914664,Double bond,None,Connectivity
383,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,15,276.30536890914664,Double bond,None,Connectivity
384,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,3,169.54753248672932,Double bond,None,None
385,COC1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,30,{20: 8},30reac0,7,169.54753248672932,Double bond,None,None
