,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,nuc_sites,MCA Value [kJ/mol],Est. Error [kJ/mol],Type
125,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,7,309.2424634533928,28.15375352787959,Double bond
126,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,11,309.1281586039893,22.80629203846078,Double bond
127,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,9,302.56127847257693,18.398463096623644,Double bond
128,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,12,287.5242912142837,23.465158876435854,Double bond
129,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,10,253.43626488065792,23.466771260850148,Double bond
130,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,14,249.18873132571056,14.998213748328947,Phenol
131,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,8,241.09781496515805,22.999079562738466,Double bond
132,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,13,216.29303521861766,21.768020040388826,Atom with lone pair
133,N#N,10,{},10reac0,0,207.34065315195738,32.67882983965347,Atom with lone pair
134,N#N,10,{},10reac0,1,207.34065315195738,32.67882983965347,Atom with lone pair
135,CC(C)=[O:10],10,{10: 3},10reac1,3,319.7389933144801,15.958606346794204,Ketone
136,CC(C)=[O:10],10,{10: 3},10reac1,1,198.85989737829144,50.59039638202236,Double bond
137,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,2,254.81156761550827,36.46915695020325,Double bond
138,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,6,254.81156761550827,36.46915695020325,Double bond
139,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,4,239.199689758706,24.93498171277744,Double bond
140,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,3,237.0700067772092,25.115203991931974,Double bond
141,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,5,237.0700067772092,25.115203991931974,Double bond
142,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,1,229.5953143172861,32.7839458075284,Double bond
143,C1C[O:10]C1,11,{10: 2},11reac0,2,370.40547085215616,23.22608286921081,Ether
144,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,8,254.809337445541,20.97569042931286,Double bond
145,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,12,254.809337445541,20.97569042931286,Double bond
146,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,2,254.809337445541,20.97569042931286,Double bond
147,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,4,254.809337445541,20.97569042931286,Double bond
148,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,10,246.41944639811518,22.339363915182762,Double bond
149,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,0,246.41944639811518,22.339363915182762,Double bond
150,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,5,235.90632204502916,18.228339705694726,Double bond
151,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,1,235.90632204502916,18.228339705694726,Double bond
152,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,9,235.90632204502916,18.228339705694726,Double bond
153,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,11,235.90632204502916,18.228339705694726,Double bond
154,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,3,193.98928028688397,20.958315760449004,Double bond
155,C1=CC=C(C=C1)[CH+:20]C2=CC=CC=C2,11,{20: 6},11reac1,7,193.98928028688397,20.958315760449004,Double bond
156,CC1=CCC(CC1)[C+:20](C)C,12,{20: 7},12reac0,2,336.9252928120677,29.855788777390995,Double bond
157,CC1=CCC(CC1)[C+:20](C)C,12,{20: 7},12reac0,1,300.26855669396895,32.566430450675696,Double bond
158,CC1(C2CC1C3(C(C2)[O:10]3)C)C,12,{10: 8},12reac1,8,397.5383234699905,42.73460090183668,Ether
159,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,9,324.1401071578923,18.68651198917507,Ether
160,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,11,266.29059938948444,21.236681949483764,Double bond
161,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,15,266.29059938948444,21.236681949483764,Double bond
162,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,13,257.52346312409526,23.15940209209914,Double bond
