,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,elec_sites,MAA Value [kJ/mol],Est. Error [kJ/mol],Type
93,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,21,173.1181008514833,33.06926970015506,Double bond
94,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,11,164.23471289127946,37.89878580061489,Double bond
95,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,25,155.72912703371026,36.45832131786017,Double bond
96,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,8,149.71706170041082,31.3689014047693,Double bond
97,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,9,142.3069311429115,26.45866626358886,Double bond
98,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,5,101.3804023178696,17.677972138171487,Amide
99,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,7,"{10: 6, 20: 17}",7reac0,6,15.936055866538618,29.218604875546305,Double bond
100,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,4,86.01043046912898,10.96985741260685,Double bond
101,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,2,71.33609608926216,18.59753345637519,Double bond
102,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,6,71.33609608926216,18.59753345637519,Double bond
103,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,3,48.08632114941269,10.654745893433706,Double bond
104,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,5,48.08632114941269,10.654745893433706,Double bond
105,CC1=CC=C(C=C1)[OH:10],8,{10: 7},8reac0,1,35.13639502523402,17.008656724744228,Double bond
106,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,8,268.7290775196058,27.72709265023937,Double bond
107,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,12,268.7290775196058,27.72709265023937,Double bond
108,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,2,268.7290775196058,27.72709265023937,Double bond
109,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,14,268.7290775196058,27.72709265023937,Double bond
110,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,4,268.7290775196058,27.72709265023937,Double bond
111,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,18,268.7290775196058,27.72709265023937,Double bond
112,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,0,209.8894341308798,32.50061095371357,Double bond
