name,smiles,smiles_from_dataframe,total_charge,match_with_confs_optimized_by_orca,sanity
f4b58b044985f263b747c430938ca8f6,C[C@H]1CCCCN1c1ccc(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)nn1,[H]c1c(N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])nnc(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])c1[H],0,True,True
fdfb2227c4591fea7726e3cd6f7438fe,O=C(Nc1cc(Cl)ccc1O)c1noc2c1CCC2,[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])C(=O)c1noc2c1C([H])([H])C([H])([H])C2([H])[H],0,True,True
8915797f4c1f71dfcbfc4937d1541daa,CO[C@@H]1C2C[C@@H](O)CCC2[C@H](C(=O)OCCl)C[C@H]1O,[H]O[C@@]1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])C([H])([H])[C@@]2([H])C(=O)OC([H])([H])Cl,0,True,True
ecbe282784e2b57486e2dee10a7c576d,CSc1c(CC(N)=O)c2cc(OCCCC(=O)O)ccc2n1Cc1ccccc1,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])c(C([H])([H])C(=O)N([H])[H])c(SC([H])([H])[H])n2C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],0,True,True
acf9670b20356f7c7a6f228d4ff2d336,Fc1ccc(N2CCN(Cc3coc(-c4ccc(Cl)cc4Cl)n3)CC2)cc1,[H]c1oc(-c2c([H])c([H])c(Cl)c([H])c2Cl)nc1C([H])([H])N1C([H])([H])C([H])([H])N(c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])C1([H])[H],0,True,True
f0fe11d563bb5e9e09ac29b1d495fe98,COc1cccc(-c2csc(NC(=O)Nc3ccccc3)n2)c1,[H]c1sc(N([H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])nc1-c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],0,True,True
bb185498e228cece5e811167995daaf9,Cc1cc2c(s1)CN[C@H]1CCc3cc(O)c(O)cc3[C@H]21,[H]Oc1c([H])c2c(c([H])c1O[H])[C@]1([H])c3c(sc(C([H])([H])[H])c3[H])C([H])([H])N([H])[C@@]1([H])C([H])([H])C2([H])[H],0,True,True
7436d03c67474ba06d9bcd4390d7df26,C=C[C@H]1C[C@H]2C=CCCOP(=O)(O2)O1,[H]C([H])=C([H])[C@]1([H])OP2(=O)OC([H])([H])C([H])([H])C([H])=C([H])[C@@]([H])(O2)C1([H])[H],0,True,True
7c5e822d2d3e234bfeb2780288052310,O=C(Nc1ccc2c(c1)CN(C(=O)c1cccc(Cl)c1)C(=O)C2)c1ccccc1,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C(=O)c2c([H])c([H])c([H])c(Cl)c2[H])C(=O)C3([H])[H])c([H])c1[H],0,True,True
04dabfe3263920946f1f56ea61611cee,C=Cc1cn(-c2ccc(Cl)c(Cl)c2)nn1,[H]C([H])=C([H])c1nnn(-c2c([H])c([H])c(Cl)c(Cl)c2[H])c1[H],0,True,True
0219c20cf9e5b8e15ebe2928004170e5,C[C@]1(N)CCCN(c2cccc(-c3n[nH]c4cnc(-c5cccnc5)cc34)n2)C1,[H]c1nc([H])c(-c2nc([H])c3c(c(-c4nc(N5C([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])[H])C5([H])[H])c([H])c([H])c4[H])nn3[H])c2[H])c([H])c1[H],0,True,True
9892c891d0eb7adb765391f2372132d7,Cc1ccsc1C(=O)Nc1ccsc1C(C)CC(C)C,[H]c1sc(C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(N([H])C(=O)c2sc([H])c([H])c2C([H])([H])[H])c1[H],0,True,True
63ee07a577e665b1bbc8d91fa82be2bd,O=C(O)c1ccccc1C(=O)c1ccc(-c2ccccc2)cc1,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1C(=O)c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],0,True,True
015deaf5d8c2bf665f3f78caa0f5facf,CC(C)c1ccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,[H]c1c([H])c(C(=O)N([H])[H])c2c(c1[H])C([H])([H])N(C1([H])C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])C([H])([H])C1([H])[H])C2=O,0,True,True
e1b9c11db3e7472322fe95e7de39e877,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2CF)n1)c1cn(-c2ccc(Cl)cc2)cn1,[H]c1nc(N([H])[C@]([H])(c2nc([H])n(-c3c([H])c([H])c(Cl)c([H])c3[H])c2[H])C([H])([H])[H])nc(N2C(=O)OC([H])([H])[C@]2([H])C([H])([H])F)c1[H],0,True,True
1a806a9791748212f811d5ac5981a0cf,COc1ccccc1NC(C#N)c1ccc(Br)cc1,[H]c1c([H])c([H])c(N([H])C([H])(C#N)c2c([H])c([H])c(Br)c([H])c2[H])c(OC([H])([H])[H])c1[H],0,True,True
367b561a82fe234abd85fe17a4854bb0,O=c1[nH]c(C2CCCC(N3CC=C(c4ccccc4)CC3)C2)nc2ccccc12,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(c3nc4c([H])c([H])c([H])c([H])c4c(=O)n3[H])C2([H])[H])C1([H])[H],0,True,True
df0d87abf39de5f631d0c095c997b46f,CN(CCc1ccccn1)Cc1coc(-c2ccc(Br)cc2)n1,[H]c1nc(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(-c3c([H])c([H])c(Br)c([H])c3[H])oc2[H])c([H])c([H])c1[H],0,True,True
d25f38b768b4bda718d1b843f16746bc,Cc1cccc(C#Cc2cncc(-c3ccccc3)c2)n1,[H]c1nc([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1C#Cc1nc(C([H])([H])[H])c([H])c([H])c1[H],0,True,True
fb9d97cc299bdb95057fac15fc3c489a,CCCCCS(=O)(=O)NC(=O)c1ccc2nc(C)n(Cc3ccc(Cl)cc3Cl)c2c1,[H]c1c([H])c(C([H])([H])n2c(C([H])([H])[H])nc3c([H])c([H])c(C(=O)N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c32)c(Cl)c([H])c1Cl,0,True,True
ee407f1d69ef249a17ae068753491f73,O=[N+]([O-])c1ccccc1C1NC(=S)N2CCCCN12,[H]c1c([H])c([H])c(C2([H])N([H])C(=S)N3N2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([N+](=O)[O-])c1[H],0,True,True
e96e76c201e93dac026a39b0f1795844,CC(C)NS(=O)(=O)c1ccc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)cc1,[H]c1c([H])c(S(=O)(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])c1nn([H])c(=O)c2c([H])c([H])c([H])c([H])c12,0,True,True
04195b114e3215eb829b37a98b4f1842,Cc1nnc2ccc(-c3cccc(N)c3)nn12,[H]c1c([H])c(-c2nn3c(C([H])([H])[H])nnc3c([H])c2[H])c([H])c(N([H])[H])c1[H],0,True,True
cb74112adf44c90fe61963332fe7fbb8,CN1Cc2sc(N)c(C#N)c2CC1(C)C,[H]N([H])c1sc2c(c1C#N)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])[H])C2([H])[H],0,True,True
f3f0c55b07eebeb69e08725d070e5152,CN1c2ccc(C(C)(C)C)cc2N=C(c2ccc(C(=O)O)cc2)c2ccccc21,[H]OC(=O)c1c([H])c([H])c(C2=Nc3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3N(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],0,True,True
c7543dcc860983307182e9157ef1035b,N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,[H]c1nc2c(F)c([H])c(N([H])C([H])([H])c3nc([H])n([H])c3[H])c([H])c2c(N([H])c2c([H])c([H])c(F)c(Cl)c2[H])c1C#N,0,True,True
00a1b42d33edb4a0e21d60c71caeef7d,O=C(O)c1c(O)c(C2(c3cccc(Cl)c3)CC2)nc2c(C(F)(F)F)cccc12,[H]OC(=O)c1c(O[H])c(C2(c3c([H])c([H])c([H])c(Cl)c3[H])C([H])([H])C2([H])[H])nc2c(C(F)(F)F)c([H])c([H])c([H])c12,0,True,True
7b771190144333d07263cba3b8f66bfd,COCc1ccc(COC)cc1,[H]c1c([H])c(C([H])([H])OC([H])([H])[H])c([H])c([H])c1C([H])([H])OC([H])([H])[H],0,True,True
f06c34c5449bdc44fa3fc6177198c85b,NC1CCCC(C(=O)Nc2ccc3[nH]ncc3c2)C1,[H]c1c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C2([H])[H])c([H])c2c([H])nn([H])c2c1[H],0,True,True
c886be5e3d3c338d32b0612cbf1243e2,O=C(Nc1ccc(Cl)cc1)N1CCOCC1,[H]c1c([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1Cl,0,True,True
a8a21dc314a5d13d86d56b933b92c928,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC(C2C3CC4CC(C3)CC2C4)CN1,[H]N1C([H])([H])C([H])(C2([H])C3([H])C([H])([H])C4([H])C([H])([H])C([H])(C3([H])[H])C([H])([H])C2([H])C4([H])[H])C([H])([H])[C@@]1([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C#N,0,True,True
1e4ce47a7169d16a5a9e346622fe836b,CCN1C[C@@H]2[C@@H]3C(=O)N(C)C(=O)[C@@H]3[C@](C)(C1=O)N2C(=O)c1ccc(Cl)c(Cl)c1,[H]c1c([H])c(C(=O)N2[C@]3([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)[C@@]2(C([H])([H])[H])[C@@]2([H])C(=O)N(C([H])([H])[H])C(=O)[C@]23[H])c([H])c(Cl)c1Cl,0,True,True
de2f2035196e9ce25bb2120e2f2ffb73,CC(=O)NCCc1cccc2ccc(OC3CCCCC3)cc12,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c2c([H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c2c1[H],0,True,True
c291a2b8d046fdde15d5feb391944348,CC(C)(O)/C=C/c1cccc2nc3cccc(C#N)c3nc12,[H]OC(/C([H])=C(\[H])c1c([H])c([H])c([H])c2nc3c([H])c([H])c([H])c(C#N)c3nc12)(C([H])([H])[H])C([H])([H])[H],0,True,True
7d93fb047ddfa25b3574444dd77234d0,COc1ccc(Cn2nnc3c(C(N)=O)ncn3c2=O)c(OC)c1,[H]c1c([H])c(C([H])([H])n2nnc3c(C(=O)N([H])[H])nc([H])n3c2=O)c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],0,True,True
0ffd80932db3e593067b8e16448fe733,CC(C)=CCc1c(O)cc(C)oc1=O,[H]Oc1c([H])c(C([H])([H])[H])oc(=O)c1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],0,True,True
7483380af8ee797d7b1301f9d01c0b6f,COc1ccc(OCCc2sc(C3(O)CCCNCC3)nc2C)cc1,[H]OC1(c2nc(C([H])([H])[H])c(C([H])([H])C([H])([H])Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])s2)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C1([H])[H],0,True,True
ddf2f262339d4cc82366fa6f9a127d7a,CN(C)CCO[C@H]1CN(Cc2ccco2)[C@@H]2COC[C@H]12,[H]c1oc(C([H])([H])N2C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C([H])([H])OC([H])([H])[C@@]23[H])c([H])c1[H],0,True,True
d00a59497ff24d334472e94341c9a459,CC(C)(C)c1cc(-n2cc(C(=O)NCCNC(=N)N)nn2)cc(C(C)(C)C)c1,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])N([H])C(=O)c1nnn(-c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c1[H],0,True,True
938b803447ef92fca1d1245a702c5023,O=P(O)(O)Oc1cccc(-c2ccccc2)c1,[H]OP(=O)(O[H])Oc1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1[H],0,True,True
f6473ff0fa57e08ea64bd341e5d47a91,CCOC(=O)CCCn1nnc(C(=O)OCC)c1C(=O)OCC,[H]C([H])([H])C([H])([H])OC(=O)c1nnn(C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],0,True,True
39197ce5a502eccf3d0f7129397c2ca7,O=C(O)c1ccc2c3c(cccc13)C(=O)N(OS(=O)(=O)c1ccccc1)C2=O,[H]OC(=O)c1c([H])c([H])c2c3c(c([H])c([H])c([H])c13)C(=O)N(OS(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H])C2=O,0,True,True
e1f2768eba0526331e334043b6666af9,O=C1Nc2cccc(F)c2C1Cc1cccc(CC2C(=O)Nc3cccc(F)c32)n1,[H]c1c(C([H])([H])C2([H])C(=O)N([H])c3c([H])c([H])c([H])c(F)c32)nc(C([H])([H])C2([H])C(=O)N([H])c3c([H])c([H])c([H])c(F)c32)c([H])c1[H],0,True,True
b7df1c9d874318ba5d90f8f1abd821aa,O=C(Nc1ccc(C(F)(F)F)cc1)C1CCN(c2cnccn2)CC1,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])nc1[H],0,True,True
1ce44000ac5c2a21a5f41cc9c50fefcf,Cc1nn(-c2ccccc2)c(C)c1-c1ccnc(N2CCCNCC2)n1,[H]c1nc(N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])nc(-c2c(C([H])([H])[H])nn(-c3c([H])c([H])c([H])c([H])c3[H])c2C([H])([H])[H])c1[H],0,True,True
896038ee15cd4179b378b067bf3c455e,COc1ccc(N2CCN(C(=O)C(C)(C)Oc3ccc(Cl)cc3)CC2)cc1,[H]c1c([H])c(OC(C(=O)N2C([H])([H])C([H])([H])N(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl,0,True,True
53f3b4140d5f61f88e5d18f9b1bcfffa,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)N1CCOCC1,[H]OC(=O)c1c([H])c(Cl)c(Cl)c([H])c1C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],0,True,True
5e25715f6ecd806a715bc41b805b4b78,O=C1c2cccc3cccc(c23)C1(Cc1ccncc1)Cc1ccncc1,[H]c1nc([H])c([H])c(C([H])([H])C2(C([H])([H])c3c([H])c([H])nc([H])c3[H])C(=O)c3c([H])c([H])c([H])c4c([H])c([H])c([H])c2c34)c1[H],0,True,True
4d86deaeec9939d460e52d7ff1276262,CSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1-c1ccccc1,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2/N=C2\SC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N2C(=S)SC([H])([H])[H])c([H])c1[H],0,True,True
a49ea2637d968906ae6924cf6a19f3b1,COc1cccc(C2SCC(=O)N2/N=C2\C(=O)Nc3ccc(Cl)cc32)c1,[H]c1c([H])c(OC([H])([H])[H])c([H])c(C2([H])SC([H])([H])C(=O)N2/N=C2\C(=O)N([H])c3c([H])c([H])c(Cl)c([H])c32)c1[H],0,True,True
8efda57a22dffc56f05860ff0916fe34,Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccccc3)nc12,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])N([H])c2nc(N([H])[H])c3nc(-c4c([H])c([H])c([H])c([H])c4[H])sc3n2)c([H])c1[H],0,True,True
b2053a3a310340999fdffaacf6237bec,CCCN1CCCC(COc2nc3ccsc3n3cccc23)C1,[H]c1sc2c(nc(OC([H])([H])C3([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c([H])c([H])n32)c1[H],0,True,True
d34becd3d50bb5c0543af1b5cb626ee4,NC1=N[C@@]2(c3cc(CNCC(F)(F)F)c(F)cc3F)CO[C@@H](CF)C[C@H]2CS1,[H]c1c(F)c(C([H])([H])N([H])C([H])([H])C(F)(F)F)c([H])c([C@@]23N=C(N([H])[H])SC([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])F)OC3([H])[H])c1F,0,True,True
79a1d41416adb9ee245adea917287af6,Cc1c(C)c(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,[H]Oc1c([H])c([H])c(-c2c(O[H])c(O[H])c(-c3c([H])c([H])c(O[H])c([H])c3[H])c(C([H])([H])[H])c2C([H])([H])[H])c([H])c1[H],0,True,True
18dfb010b24c9ceee43ee9e22aa41e52,Cc1ccccc1N/C(=N/S(=O)(=O)c1ccccc1)c1ccc(F)cc1,[H]c1c([H])c([H])c(S(=O)(=O)/N=C(\c2c([H])c([H])c(F)c([H])c2[H])N([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])[H])c([H])c1[H],0,True,True
0c891c1a623e6008ee3831e96bf6d758,CN(C)CCCNc1ccc(Cl)c2c1C(=O)c1c(O)ccc(O)c1C2=O,[H]Oc1c([H])c([H])c(O[H])c2c1C(=O)c1c(Cl)c([H])c([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1C2=O,0,True,True
74cb90f91da25a6081816908cda14505,COc1cccc2c1[C@@]1(O)C2CCC[C@H]1O,[H]O[C@]12c3c(OC([H])([H])[H])c([H])c([H])c([H])c3C1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])O[H],0,True,True
51affa23f4944969a33766cd7775b34e,Cc1cc(-c2cccc(C(F)(F)F)c2)c(Oc2ccccc2Br)nn1,[H]c1c([H])c([H])c(Oc2nnc(C([H])([H])[H])c([H])c2-c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])c(Br)c1[H],0,True,True
0b0edd8874bdbc9f718f9d20e09d0c6a,COc1c(C(=O)c2ccc([N+](=O)[O-])cc2)cc(C(C)(C)C)cc1C(C)(C)C,[H]c1c([H])c([N+](=O)[O-])c([H])c([H])c1C(=O)c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1OC([H])([H])[H],0,True,True
a20e539d8572815499cbef93b61bdeac,O=c1c2cc(O)c(O)c(O)c2nc(-c2ccccc2)n1Cc1ccccc1,[H]Oc1c(O[H])c([H])c2c(=O)n(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc2c1O[H],0,True,True
809ba3c82a20d80c8b095fb169f7b68f,Cc1cccc(C)c1C(O)c1nc(-c2ccccc2C(F)(F)F)c[nH]1,[H]OC([H])(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])c1nc(-c2c([H])c([H])c([H])c([H])c2C(F)(F)F)c([H])n1[H],0,True,True
ae9243476e4d1a5e2d6b0d5be0044d88,CCc1c(C)c(C#N)c2nc3ccccc3n2c1NCCCN(C)C,[H]c1c([H])c([H])c2c(nc3c(C#N)c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])c(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])n32)c1[H],0,True,True
31c435fe28a1e6c6986ef4bd12f714f7,CC(Cc1ccccc1)NC(C)c1ccccc1,[H]c1c([H])c([H])c(C([H])([H])C([H])(N([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],0,True,True
3fb0ae657ab8fdcdb79dffe5975ebbca,Cc1ccc(C)c(C(O)c2nc(-c3ccccc3Cl)c[nH]2)c1,[H]OC([H])(c1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])c1nc(-c2c([H])c([H])c([H])c([H])c2Cl)c([H])n1[H],0,True,True
5908831df84b13ef45cf052cb1948664,CC(OC(=O)c1cccc(O)c1)C(=O)N(C)Cc1ccccc1,[H]Oc1c([H])c([H])c([H])c(C(=O)OC([H])(C(=O)N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c1[H],0,True,True
8fd220f602e2f4f9915d74566b1537bf,COc1ccc2cc(-c3cc(O)cc(O)c3)oc2c1C/C=C(\C)CCC=C(C)C,[H]Oc1c([H])c(O[H])c([H])c(-c2oc3c(C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c3c2[H])c1[H],0,True,True
856671696ecbaf63ee5d3782795e4797,CCCNC(=O)CNc1ccc(C(=O)N2CCCCC2C)cc1C,[H]c1c([H])c(N([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])c([H])c1C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0,True,True
70b0bd94d74cd5501186dd3e5fc78fc1,CC(=O)c1cc(OCc2cccc(C(F)(F)F)c2)ccc1OCCCC#N,[H]c1c([H])c(C(F)(F)F)c([H])c(C([H])([H])Oc2c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C#N)c(C(=O)C([H])([H])[H])c2[H])c1[H],0,True,True
83ece6bb300a3ff81305106cd0988af3,O=C(NCc1ccc(F)cc1)c1ccc(CSCc2cccc(Cl)c2)o1,[H]c1c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(F)c([H])c2[H])oc(C([H])([H])SC([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])c1[H],0,True,True
4ec90d7d7091aa10da2495534d82f881,COCCOc1ccc(CNC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)cc1,[H]c1c([H])c(C([H])([H])N([H])C(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)c([H])c([H])c1OC([H])([H])C([H])([H])OC([H])([H])[H],0,True,True
90c7c526587ee4f45c6832b9b1467272,O=C(c1occc1-c1ccccc1)N1C2CCC1C(COc1ccc(F)cn1)C2,[H]c1nc(OC([H])([H])C2([H])C([H])([H])C3([H])N(C(=O)c4oc([H])c([H])c4-c4c([H])c([H])c([H])c([H])c4[H])C2([H])C([H])([H])C3([H])[H])c([H])c([H])c1F,0,True,True
7d4aa1cbbec9036f9ff1f434b9c0ea4c,Cc1cc2ccccn2c1C(C[N+](=O)[O-])c1ccc(N(C)C)cc1,[H]c1c([H])c(C([H])(c2c(C([H])([H])[H])c([H])c3c([H])c([H])c([H])c([H])n23)C([H])([H])[N+](=O)[O-])c([H])c([H])c1N(C([H])([H])[H])C([H])([H])[H],0,True,True
01b4a0c59430c3454ae5656041340b1b,CN(CCO)c1nc(NCCO)c2cnn(C)c2n1,[H]OC([H])([H])C([H])([H])N([H])c1nc(N(C([H])([H])[H])C([H])([H])C([H])([H])O[H])nc2c1c([H])nn2C([H])([H])[H],0,True,True
c25dc418c5fa811d56d09ae6e2ff7eae,Cc1cc(-c2cc(F)c(O)c(F)c2)c(OCCO)c(-c2cc(F)c(O)c(F)c2)c1,[H]Oc1c(F)c([H])c(-c2c([H])c(C([H])([H])[H])c([H])c(-c3c([H])c(F)c(O[H])c(F)c3[H])c2OC([H])([H])C([H])([H])O[H])c([H])c1F,0,True,True
50feb3c8f74d94f2f33dc5254cd58bfa,CCOc1ncnc2ncnn12,[H]c1nc(OC([H])([H])C([H])([H])[H])n2nc([H])nc2n1,0,True,True
60cd4a51acea016f2c277f11c807813a,CCN(CCN(C)C)C(=O)CNCc1cc(C(=O)O)ccn1,[H]OC(=O)c1c([H])c([H])nc(C([H])([H])N([H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c1[H],0,True,True
4103064a673a840e44dbabfe718d4937,O=C(Nc1cc(Br)cc2c(=O)cc(C(=O)O)oc12)c1ccc(Cl)cc1,[H]OC(=O)c1oc2c(N([H])C(=O)c3c([H])c([H])c(Cl)c([H])c3[H])c([H])c(Br)c([H])c2c(=O)c1[H],0,True,True
9936cd4ba985edf2532bd9279942d1b3,CCN(CC)c1nc(N(CC)CC)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,[H]c1c([H])c(C([H])([H])N([H])c2c([H])c([H])c3nc(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])nc(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c3c2[H])c([H])c(Cl)c1Cl,0,True,True
694b925148dc4b1f78687d800e81a392,O=C(Nc1ccc(F)cc1)Nc1ccc(Oc2ncnc3[nH]ncc23)cc1,[H]c1nc(Oc2c([H])c([H])c(N([H])C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c2[H])c2c([H])nn([H])c2n1,0,True,True
c8190542c02a2da4a3f2b9a00e402cd6,CC(C)(C)c1cc(=O)n(-c2ccccc2)[nH]1,[H]c1c([H])c([H])c(-n2c(=O)c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n2[H])c([H])c1[H],0,True,True
ca30ac64d49bf7e7d39b88c0407e5db9,CCC(C)[C@H](NC(=O)/C=C/c1cc(OC)cc(OC)c1)C(=O)N[C@H](C=O)CC(C)C,[H]C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)/C([H])=C(\[H])c1c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c1[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0,True,True
bddb66ceeaf96680d114005a00699282,CC(C)c1ccc(/N=N/C=C2/Nc3ccccc3C2=O)cc1,[H]C(/N=N/c1c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])=C1/C(=O)c2c([H])c([H])c([H])c([H])c2N1[H],0,True,True
dd05729c731b36fe769b6c57af9fba49,CCCCCCSc1nccnc1OC1CN2CCC1C2,[H]c1nc(OC2([H])C([H])([H])N3C([H])([H])C([H])([H])C2([H])C3([H])[H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc1[H],0,True,True
