name,success,total_energy_kjmol,basis_set,functional,solvent_model,solvent_name,multiplicity,charge,nuc_sites,MCA_values,cm5,split
34a319eea45ed237530f666bfc2e3081,True,-17099960.64661941,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,251.2959045954049,"[ 0.01852 -0.05038  0.25429 -0.10837  0.       0.       0.       0.
 -0.71696 -0.05214  0.      -0.02119  0.10132  0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.49257  0.       0.       0.04479 -0.10448  0.
  0.       0.       0.       0.00824  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
34fde625ad7b68df7d0ac0e4a756f34f,True,-1857384.4490503003,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,240.09935949440117,"[ 0.00479 -0.12973 -0.13048 -0.24054  0.       0.18567  0.09997  0.
  0.006    0.08898  0.       0.09534  0.09273  0.09091  0.       0.
  0.      -0.37944 -0.13971  0.       0.       0.       0.       0.
  0.       0.      -0.24186  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
34fe04c3898673ba33651dd0f352ac9f,True,-4073940.478546417,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,19,97.24590169033036,"[-0.29679  0.23025  0.       0.       0.       0.18006 -0.11473  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.67926 -0.10351  0.      -0.0937   0.11938  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35034cbedb731aca7ad4a4bedd9ea546,True,-2700337.892811152,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,300.57018739171326,"[-0.08343 -0.00822 -0.12481  0.10362  0.      -0.07067 -0.0072   0.
  0.25058  0.11191  0.       0.       0.       0.       0.       0.
  0.       0.26219 -0.00527  0.      -0.14801 -0.12814  0.       0.
  0.       0.      -0.30371  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
350418bb6033c96b631e2f0d90ccca95,True,-3855893.805863267,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,238.3763465527445,"[-0.08478 -0.02349 -0.08134  0.10337  0.      -0.0402  -0.02246  0.
 -0.08042  0.10239  0.       0.       0.       0.       0.       0.
  0.      -0.16209  0.11162  0.10941  0.0349  -0.08703  0.       0.
  0.       0.       0.10111  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
350826152766b28a0c8f05c6ca624f41,True,-3548878.8901529554,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,371.7232355368324,"[-0.35901  0.47097  0.       0.       0.      -0.55278 -0.71694  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.03435  0.0331   0.       0.04482  0.44371  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35083df209b07409781d95e24027bc4e,True,-9643379.958557744,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,272.9725799933076,"[-0.8022   0.24707  0.53512  0.       0.      -0.03188 -0.16519 -0.18729
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.08612 -0.09859  0.       0.03947  0.09702  0.08527  0.0392
  0.09475  0.09273  0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35135321f681d088220001eb642dc3d9,True,-2509590.1519488404,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,357.00363764865324,"[-0.64524  0.39334  0.       0.       0.      -0.18205 -0.0015   0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.43835  0.45127  0.      -0.52554  0.13362  0.13236  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3537a6f288dd5e2098d369494290c554,True,-3631092.601904266,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,230.16693465178832,"[ 0.15785 -0.54773 -0.01758  0.09338  0.       0.15662  0.       0.
 -0.01089 -0.06312  0.       0.       0.       0.       0.       0.
  0.      -0.10071  0.09586  0.       0.       0.       0.       0.
  0.       0.      -0.08832 -0.09138  0.       0.09905  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
35512b83a43ba8fc04248069bb79e1b1,True,-2201800.748271331,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,255.84802454384044,"[-0.06179  0.07062  0.05715  0.       0.      -0.01743 -0.09687  0.
  0.33614 -0.09497  0.       0.       0.       0.       0.       0.
  0.      -0.08317  0.       0.      -0.08201  0.10466  0.       0.
  0.       0.      -0.46433  0.       0.       0.12046  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
355458bd13e553e5a34151898ead59ce,True,-3424326.8760710554,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,24,300.0568917337805,"[-0.00924 -0.12188 -0.1038  -0.24059  0.       0.14252  0.10858  0.
 -0.11679  0.09975  0.       0.10064  0.09611  0.09606  0.       0.
  0.      -0.48805  0.24592  0.       0.       0.       0.       0.
  0.       0.       0.11415  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3563993910a502a129934a1ae7dcf764,True,-4515044.474619874,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,199.71841284632683,"[-0.05036  0.40106  0.19966 -0.03715  0.      -0.6371  -0.12561  0.
 -0.43373 -0.09955  0.       0.05501  0.1448   0.       0.       0.
  0.       0.       0.       0.       0.57292  0.16947  0.       0.
  0.       0.      -0.05626  0.       0.      -0.05784  0.12803  0.
  0.       0.       0.       0.629    0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35725bbe49608482aa184b4feaf635b7,True,-4761503.991758365,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,286.9418915081769,"[-0.09149  0.2118  -0.07224  0.13934  0.      -0.66602 -0.10128  0.
 -0.08577  0.11291  0.       0.       0.       0.       0.       0.
  0.       0.57692  0.46006  0.       0.0778   0.13666  0.       0.
  0.       0.       0.12217  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35744e23107b59dce04ce24a1ca4b7d3,True,-4618329.309077089,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,334.99976987577975,"[-0.66131  0.55451  0.       0.       0.      -0.52636 -0.11147  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.02856  0.01514  0.      -0.15375  0.11454  0.11242  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
35761b4099b3bf3a3235e4fb21bfb3c3,True,-3835629.800357388,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,415.9215508424677,"[ 0.02136  0.63075 -0.01142 -0.07953  0.      -0.51873 -0.52196 -0.67923
 -0.00785  0.03776  0.      -0.04274  0.11526  0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.10811
  0.45059  0.      -0.05462  0.       0.      -0.09518 -0.24463  0.
  0.       0.       0.      -0.23487  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35a84217f0bcc8b8aae15dad7530c11c,True,-3871972.7457044073,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,19,165.43516520224512,"[-0.10292  0.11494  0.       0.       0.      -0.09889 -0.10011  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.      -0.06589  0.11531  0.      -0.05219  0.11441  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
35af62254975d8e39a1d3f7c70d48b69,True,-4245589.323279162,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,320.39088667649776,"[-0.64861  0.55961  0.       0.       0.      -0.71604 -0.03576  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.04553  0.44105  0.       0.05334 -0.15881 -0.2344   0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
35c54ca6d92eac4d30de04a9afd5a8f1,True,-3021426.324327078,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,327.37106595700607,"[-0.89442  0.48127  0.44261  0.43986  0.      -0.38236 -0.49289  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.      -0.3987   0.43745  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
35d445c29583ffa956df6c97aaaf37d0,True,-2610637.7874237546,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,270.7991206012666,"[-0.05568  0.57046 -0.0574  -0.07433  0.      -0.65056 -0.9063   0.
 -0.10287  0.11152  0.      -0.11302  0.10571  0.       0.       0.
  0.       0.       0.       0.       0.47128  0.45332  0.       0.
  0.       0.       0.20723  0.12793  0.       0.       0.       0.
  0.       0.       0.       0.11135  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
35d97114ddb1279bae209fee67123162,True,-2967973.3658058303,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,204.5059324554168,"[ 0.21156 -0.45258 -0.08054 -0.07388  0.      -0.22533  0.       0.
  0.43095 -0.07505  0.      -0.04808  0.11212  0.       0.       0.
  0.       0.036    0.       0.       0.       0.       0.       0.
  0.       0.      -0.51574  0.       0.      -0.10742  0.0953   0.
  0.       0.       0.       0.56236  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
360f36860ef95cb7fffbe54ec7011d90,True,-3662937.002299791,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,365.0204665348865,"[-0.48109  0.74593  0.03818 -0.03696  0.      -0.49502 -0.49678 -0.48768
 -0.03083  0.12882  0.11492  0.11396  0.11389  0.10948  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.10921
 -0.0404   0.      -0.13169 -0.09519  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36176209c079754d94163f7922118cbc,True,-2863419.656730822,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,298.67220328655094,"[-0.51642  0.57423  0.02391  0.01918  0.      -0.64241 -0.08528  0.
  0.1098   0.13616  0.11632  0.11255  0.12075  0.11727  0.       0.
  0.       0.       0.       0.       0.6257  -0.02008  0.       0.
  0.       0.      -0.57447  0.10967  0.0961   0.       0.       0.
  0.       0.       0.       0.10829  0.1069   0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3619548f440a6dae2f47f7604760ca3f,True,-4034928.1568820328,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,24,210.3716134452261,"[-0.02041  0.22243 -0.05175 -0.0722   0.      -0.6355  -0.12051  0.
  0.42122 -0.05096  0.      -0.07049  0.11173  0.       0.       0.
  0.       0.42115  0.4852   0.      -0.01853  0.       0.       0.
  0.       0.      -0.57422  0.       0.      -0.07832  0.11419  0.
  0.       0.       0.       0.11042  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
361c0d391635c5c3aeb47647de0d62ad,True,-3465640.178872892,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,14,325.2181826052256,"[-0.11497  0.00411 -0.14749  0.09282  0.      -0.08562 -0.15616  0.
  0.23511  0.10268  0.       0.       0.       0.       0.       0.
  0.       0.387    0.22014  0.       0.24125  0.10992  0.       0.
  0.       0.      -0.51933  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3624cc6dc4361865d27012a0812dcbe8,True,-2865842.8323441786,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,229.46508611924943,"[-0.52575  0.181    0.34448  0.       0.       0.23158  0.24229  0.
 -0.50245  0.12093  0.1194   0.       0.       0.       0.       0.
  0.      -0.52155 -0.05306  0.      -0.04848  0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
363a2299faff91eb7c1c34e91e7bafae,True,-1799725.2058476135,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,170.66962884855457,"[-0.05488  0.14117 -0.1297   0.12208  0.      -0.05294  0.00143  0.
  0.30865  0.12921  0.       0.       0.       0.       0.       0.
  0.      -0.41883  0.       0.      -0.03789  0.18131  0.       0.
  0.       0.      -0.69309  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
365bc7a51540c5a81f3aea4d8e4b9483,True,-2166996.929956254,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,407.3694666209631,"[-0.61575  0.00716  0.03643  0.03436  0.       0.57321  0.12703  0.11964
 -0.0887   0.10495  0.09228 -0.08704  0.10003  0.09446  0.       0.
  0.      -0.62893 -0.50912  0.       0.       0.       0.       0.
  0.       0.      -0.18933  0.09047  0.       0.       0.       0.
  0.       0.       0.      -0.18852  0.09114  0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
365da0a4910bc44afb7ebb75504fbd0f,True,-2922875.590411304,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,283.77590665593743,"[-0.1009  -0.00851 -0.10632  0.0935   0.      -0.10702 -0.24089  0.
  0.17377  0.0995   0.       0.       0.       0.       0.       0.
  0.      -0.02324  0.09409  0.       0.0969   0.09629  0.09174  0.
  0.       0.      -0.67247  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
36796721a7354d2741315cbbd13024e0,True,-2154955.746347892,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,230.87017732393,"[-0.11041  0.01771  0.16621  0.11274  0.      -0.03813 -0.10867  0.
 -0.5453   0.1005   0.       0.       0.       0.       0.       0.
  0.       0.56602 -0.16334 -0.14091  0.16647  0.10903  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3683c6b6424d1fb1d56fd5c0180159fd,True,-4166957.781217165,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,269.9423072100617,"[-0.50893  0.62436  0.       0.       0.      -0.50994 -0.50096 -0.0605
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.04455  0.03989  0.      -0.23459
  0.12925  0.12784  0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3684190f27adaa15b45a04ff6627c561,True,-2917143.5854174006,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,315.98243668628857,"[-0.6959   0.56872  0.08816  0.46619  0.      -0.63441  0.06758  0.
  0.56966 -0.14852  0.12895  0.       0.       0.       0.       0.
  0.       0.       0.       0.      -0.69538  0.1236   0.13497  0.
  0.       0.      -0.63229  0.       0.      -0.01423  0.12049  0.1078
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
3687abe4d8d6dc605bd82dac6f9f2702,True,-3129302.1690505,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,248.9782448927872,"[-8.9260e-02  3.4000e-04 -6.8670e-02  9.6410e-02  0.0000e+00 -6.4400e-03
 -8.8690e-02  0.0000e+00 -3.6730e-02  1.0290e-01  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00 -9.1390e-02
 -9.1690e-02  0.0000e+00 -7.9180e-02  9.6680e-02  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  5.5786e-01  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00
  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00  0.0000e+00]",train
368e2780be50eaa17505da48c3068547,True,-3753935.723821776,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,277.47696573566645,"[-0.1148   0.29005 -0.06758  0.12644  0.      -0.50919 -0.13516  0.
  0.04678  0.12781  0.       0.       0.       0.       0.       0.
  0.       0.03475  0.       0.      -0.05653  0.12171  0.       0.
  0.       0.       0.62916  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36913c7335a151296c621a8dcb48ffb9,True,-4843061.521419923,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,14,252.79661386460063,"[-0.09063 -0.00107 -0.08134  0.1017   0.      -0.08006 -0.085    0.
 -0.08033  0.10099  0.       0.       0.       0.       0.       0.
  0.       0.15302  0.1266   0.      -0.08241  0.10057  0.       0.
  0.       0.       0.09984  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
36951600472f359d3ce24f219d656f84,True,-3299007.1490735863,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,248.26250746753067,"[ 0.16955 -0.6636   0.15003 -0.07898  0.       0.57214  0.4714   0.
 -0.58818  0.12611  0.      -0.12352  0.11948  0.       0.       0.
  0.      -0.61795  0.02479  0.       0.       0.       0.       0.
  0.       0.       0.4836   0.       0.       0.       0.       0.
  0.       0.       0.       0.1217   0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
3697b86ea3ca852f2f40ce8254d2fa96,True,-4806550.594486914,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,25,197.5705704521388,"[-0.16948 -0.0403   0.       0.       0.      -0.16542  0.11146  0.10826
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.03309  0.12457  0.10414  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36a4d9f6069d49b0ed88f7bf787510a2,True,-3754491.453564725,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,312.51890397351235,"[-0.61396  0.57447  0.       0.       0.      -0.66609  0.01232  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.17331  0.48159  0.      -0.48683  0.15613  0.14322  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36abdea0654ed0c6aecddf75dfacd79a,True,-2774969.545006977,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,257.9031841782853,"[-0.07987 -0.05275 -0.08746  0.09493  0.       0.56836  0.01002  0.
 -0.07824  0.09833  0.       0.       0.       0.       0.       0.
  0.      -0.64257 -0.70235  0.      -0.06783 -0.09468  0.       0.
  0.       0.       0.09687  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36af7126275cb43c5638d4cbe380d8c1,True,-10384619.972671531,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,206.99212297052145,"[-0.00517  0.0625  -0.08077 -0.09137  0.      -0.17866 -0.17878  0.09155
 -0.10006  0.09304  0.      -0.09918  0.09709  0.       0.       0.
  0.      -0.08473  0.       0.      -0.08483  0.       0.       0.
  0.       0.       0.04665  0.09677  0.       0.       0.       0.
  0.       0.       0.       0.09815  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36c69bc1e4fc73f388e911ac7e56801e,True,-5326714.370182735,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,209.14106807485223,"[-0.00736  0.08525 -0.08663 -0.0886   0.      -0.49768  0.5855   0.1569
 -0.07815  0.10415  0.      -0.07933  0.09937  0.       0.       0.
  0.       0.73061  0.20608  0.      -0.57941 -0.48265  0.       0.
  0.       0.      -0.08381  0.10191  0.       0.       0.       0.
  0.       0.       0.       0.09971  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
36c69edda80a9ef386bf669309a9d6f8,True,-3257515.576639632,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,13,295.9318906720728,"[-0.62832  0.73638  0.       0.       0.      -0.49072 -0.68197  0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.56514  0.18501  0.       0.56795  0.49759  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
36da0eb60d598b8225cd540d3564baa3,True,-3150426.187984052,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,205.4983450192958,"[ 0.16534 -0.54993 -0.1042   0.10078  0.       0.23734  0.       0.
 -0.05207  0.10691  0.       0.       0.       0.       0.       0.
  0.      -0.10819 -0.1117   0.       0.       0.       0.       0.
  0.       0.       0.10515  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36dfc66ae44b377ee7820251d4bb6134,True,-2814010.601109551,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,328.70355947408825,"[-0.67448  0.57027  0.19133  0.45132  0.      -0.62649 -0.19537  0.
 -0.10203 -0.11725  0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.06272  0.12922  0.12452  0.
  0.       0.      -0.09317  0.12153  0.      -0.09099  0.1043   0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36edd4974f49cbaeb36b95cdf40fae65,True,-2702465.3221028307,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,254.59554049978036,"[ 0.16691 -0.54504  0.36236  0.11345  0.       0.21058  0.       0.
 -0.36011 -0.59201  0.       0.       0.       0.       0.       0.
  0.      -0.06363  0.07411  0.       0.       0.       0.       0.
  0.       0.       0.12457  0.       0.       0.13048  0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
36f3b2e8566a13df300e2fe8d8887955,True,-5640941.886284939,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,430.8418445382267,"[-0.5767   0.22822  0.18007  0.       0.      -0.0408  -0.1193   0.
 -0.15288  0.09587  0.       0.       0.       0.       0.       0.
  0.       0.22139 -0.07586  0.       0.10861  0.11021  0.       0.
  0.       0.       0.10763  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",test
3702503772f8a476d425d7532825a88f,True,-5049566.288852616,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,246.37012617941943,"[-0.07794 -0.00979 -0.08573  0.09716  0.       0.23387 -0.09275  0.
 -0.08643  0.0947   0.       0.       0.       0.       0.       0.
  0.      -0.55273 -0.06294  0.      -0.08377  0.09396  0.       0.
  0.       0.       0.09534  0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",val
370a3559d18f3167f83bf942b97a5c0f,True,-2990867.82501876,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,299.7132401014678,"[-0.13283  0.3148   0.4125  -0.08022  0.      -0.7247  -0.19319  0.
 -0.63025 -0.27765  0.      -0.0599   0.10401  0.       0.       0.
  0.       0.59032  0.       0.       0.29174  0.1228   0.       0.
  0.       0.       0.       0.       0.       0.11949  0.11693  0.11598
  0.       0.       0.       0.02018  0.       0.       0.       0.
  0.       0.       0.       0.       0.       0.       0.       0.
  0.       0.       0.       0.       0.     ]",train
