nuc_prod_name,nuc_prod_smis,smiles_from_dataframe,total_charge,match_with_confs_optimized_by_orca,sanity
f4b58b044985f263b747c430938ca8f6_nuc_6,C[C@H]1CCCC[N+]1(C)c1ccc(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)nn1,[H]c1c(N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])nnc([N+]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])c1[H],1,True,True
fdfb2227c4591fea7726e3cd6f7438fe_nuc_7,CC1C=C(O)C(NC(=O)c2noc3c2CCC3)=C[C+]1Cl,[H]OC1=C([H])C([H])(C([H])([H])[H])[C+](Cl)C([H])=C1N([H])C(=O)c1noc2c1C([H])([H])C([H])([H])C2([H])[H],1,True,True
8915797f4c1f71dfcbfc4937d1541daa_nuc_12,CO[C+](OCCl)[C@@H]1C[C@@H](O)[C@H](OC)C2C[C@@H](O)CCC21,[H]O[C@@]1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])C([H])([H])[C@@]2([H])[C+](OC([H])([H])[H])OC([H])([H])Cl,1,True,True
ecbe282784e2b57486e2dee10a7c576d_nuc_20,CSC1=C(CC(N)=O)C2=CC(OCCCC(=O)O)=C[CH+]C2(C)N1Cc1ccccc1,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])OC1=C([H])[C+]([H])C2(C([H])([H])[H])C(=C1[H])C(C([H])([H])C(=O)N([H])[H])=C(SC([H])([H])[H])N2C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],1,True,True
acf9670b20356f7c7a6f228d4ff2d336_nuc_8,C[N+]1(Cc2coc(-c3ccc(Cl)cc3Cl)n2)CCN(c2ccc(F)cc2)CC1,[H]c1oc(-c2c([H])c([H])c(Cl)c([H])c2Cl)nc1C([H])([H])[N+]1(C([H])([H])[H])C([H])([H])C([H])([H])N(c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])C1([H])[H],1,True,True
f0fe11d563bb5e9e09ac29b1d495fe98_nuc_18,COc1cccc(-c2csc(NC(=O)NC3=C[CH+]C(C)C=C3)n2)c1,[H]C1=C([H])C([H])(C([H])([H])[H])[C+]([H])C([H])=C1N([H])C(=O)N([H])c1nc(-c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[H])c([H])s1,1,True,True
bb185498e228cece5e811167995daaf9_nuc_7,Cc1cc2c(s1)C[NH+](C)[C@H]1CCc3cc(O)c(O)cc3[C@H]21,[H]Oc1c([H])c2c(c([H])c1O[H])[C@]1([H])c3c(sc(C([H])([H])[H])c3[H])C([H])([H])[N+]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C2([H])[H],1,True,True
7436d03c67474ba06d9bcd4390d7df26_nuc_9,C=C[C@H]1C[C@H]2C=CCC[O+](C)P(=O)(O2)O1,[H]C([H])=C([H])[C@]1([H])OP2(=O)O[C@]([H])(C([H])=C([H])C([H])([H])C([H])([H])[O+]2C([H])([H])[H])C1([H])[H],1,True,True
7c5e822d2d3e234bfeb2780288052310_nuc_18,C[Cl+]c1cccc(C(=O)N2Cc3cc(NC(=O)c4ccccc4)ccc3CC2=O)c1,[H]c1c([H])c([H])c(C(=O)N([H])c2c([H])c([H])c3c(c2[H])C([H])([H])N(C(=O)c2c([H])c([H])c([H])c([Cl+]C([H])([H])[H])c2[H])C(=O)C3([H])[H])c([H])c1[H],1,True,True
04dabfe3263920946f1f56ea61611cee_nuc_12,C=Cc1cn(C2=CC=C(Cl)[C+](Cl)C2C)nn1,[H]C([H])=C([H])c1nnn(C2=C([H])C([H])=C(Cl)[C+](Cl)C2([H])C([H])([H])[H])c1[H],1,True,True
0219c20cf9e5b8e15ebe2928004170e5_nuc_24,CC1[N+]C=CC=C1c1cc2c(-c3cccc(N4CCC[C@](C)(N)C4)n3)n[nH]c2cn1,[H]C1=C([H])C([H])=C(c2nc([H])c3c(c(-c4nc(N5C([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])[H])C5([H])[H])c([H])c([H])c4[H])nn3[H])c2[H])C([H])(C([H])([H])[H])[N+]1,1,True,True
9892c891d0eb7adb765391f2372132d7_nuc_3,CC1=C(C(=O)Nc2ccsc2C(C)CC(C)C)SC(C)[CH+]1,[H]c1sc(C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c(N([H])C(=O)C2=C(C([H])([H])[H])[C+]([H])C([H])(C([H])([H])[H])S2)c1[H],1,True,True
63ee07a577e665b1bbc8d91fa82be2bd_nuc_15,CC1(c2ccc(C(=O)c3ccccc3C(=O)O)cc2)C=CC=C[CH+]1,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1C(=O)c1c([H])c([H])c(C2(C([H])([H])[H])C([H])=C([H])C([H])=C([H])[C+]2[H])c([H])c1[H],1,True,True
015deaf5d8c2bf665f3f78caa0f5facf_nuc_12,CC(C)c1ccc(CN2CCC([N+]3(C)Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,[H]c1c([H])c(C(=O)N([H])[H])c2c(c1[H])C([H])([H])[N+](C([H])([H])[H])(C1([H])C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])C([H])([H])C1([H])[H])C2=O,1,True,True
e1b9c11db3e7472322fe95e7de39e877_nuc_2,C[C@@H](c1cn(-c2ccc(Cl)cc2)cn1)[NH+](C)c1nccc(N2C(=O)OC[C@@H]2CF)n1,[H]c1nc([N+]([H])(C([H])([H])[H])[C@]([H])(c2nc([H])n(-c3c([H])c([H])c(Cl)c([H])c3[H])c2[H])C([H])([H])[H])nc(N2C(=O)OC([H])([H])[C@]2([H])C([H])([H])F)c1[H],1,True,True
1a806a9791748212f811d5ac5981a0cf_nuc_14,COc1ccccc1NC(C#N)C1=CC(C)[C+](Br)C=C1,[H]C1=C([H])[C+](Br)C([H])(C([H])([H])[H])C([H])=C1C([H])(C#N)N([H])c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H],1,True,True
367b561a82fe234abd85fe17a4854bb0_nuc_25,CC1C=c2nc(C3CCCC(N4CC=C(c5ccccc5)CC4)C3)[nH]c(=O)c2=C[CH+]1,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(c3nc4c(c(=O)n3[H])=C([H])[C+]([H])C([H])(C([H])([H])[H])C=4[H])C2([H])[H])C1([H])[H],1,True,True
df0d87abf39de5f631d0c095c997b46f_nuc_1,C[N+](C)(CCc1ccccn1)Cc1coc(-c2ccc(Br)cc2)n1,[H]c1nc(C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])c2nc(-c3c([H])c([H])c(Br)c([H])c3[H])oc2[H])c([H])c([H])c1[H],1,True,True
d25f38b768b4bda718d1b843f16746bc_nuc_19,Cc1cccc(C#CC2=CN=C[C+](c3ccccc3)C2C)n1,[H]C1=NC([H])=C(C#Cc2nc(C([H])([H])[H])c([H])c([H])c2[H])C([H])(C([H])([H])[H])[C+]1c1c([H])c([H])c([H])c([H])c1[H],1,True,True
fb9d97cc299bdb95057fac15fc3c489a_nuc_11,CCCCCS(=O)(=O)NC(=O)C1(C)C=c2c(nc(C)n2Cc2ccc(Cl)cc2Cl)=C[CH+]1,[H]C1=c2nc(C([H])([H])[H])n(C([H])([H])c3c([H])c([H])c(Cl)c([H])c3Cl)c2=C([H])C(C(=O)N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])[C+]1[H],1,True,True
ee407f1d69ef249a17ae068753491f73_nuc_6,CC1C=C(C2NC(=S)N3CCCCN23)C([N+](=O)[O-])=C[CH+]1,[H]C1=C([N+](=O)[O-])C(C2([H])N([H])C(=S)N3N2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=C([H])C([H])(C([H])([H])[H])[C+]1[H],1,True,True
e96e76c201e93dac026a39b0f1795844_nuc_24,CC(C)NS(=O)(=O)c1ccc(NC(=O)CC2=NNC(=O)C3=CC=CC(C)[C+]32)cc1,[H]C1=C2C(=O)N([H])N=C(C([H])([H])C(=O)N([H])c3c([H])c([H])c(S(=O)(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3[H])[C+]2C([H])(C([H])([H])[H])C([H])=C1[H],1,True,True
04195b114e3215eb829b37a98b4f1842_nuc_9,Cc1nnc2ccc([C+]3C=C(N)C=CC3C)nn12,[H]C1=C([H])C([H])(C([H])([H])[H])[C+](c2nn3c(C([H])([H])[H])nnc3c([H])c2[H])C([H])=C1N([H])[H],1,True,True
cb74112adf44c90fe61963332fe7fbb8_nuc_3,CN1CC2(C)SC(N)=C(C#N)[C+]2CC1(C)C,[H]N([H])C1=C(C#N)[C+]2C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])S1,1,True,True
f3f0c55b07eebeb69e08725d070e5152_nuc_18,CN1c2ccc(C(C)(C)C)cc2N=C(c2ccc(C(C)([O+])O)cc2)c2ccccc21,[H]OC([O+])(c1c([H])c([H])c(C2=Nc3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3N(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H])C([H])([H])[H],1,True,True
c7543dcc860983307182e9157ef1035b_nuc_15,CC1[N+]C(CNc2cc(F)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)=CN1,[H]C1=C(C([H])([H])N([H])c2c([H])c(F)c3nc([H])c(C#N)c(N([H])c4c([H])c([H])c(F)c(Cl)c4[H])c3c2[H])[N+]C([H])(C([H])([H])[H])N1[H],1,True,True
00a1b42d33edb4a0e21d60c71caeef7d_nuc_19,CC1(C(F)(F)F)C=CC=C2C(C(=O)O)=C(O)C(C3(c4cccc(Cl)c4)CC3)=N[C+]21,[H]OC(=O)C1=C(O[H])C(C2(c3c([H])c([H])c([H])c(Cl)c3[H])C([H])([H])C2([H])[H])=N[C+]2C1=C([H])C([H])=C([H])C2(C([H])([H])[H])C(F)(F)F,1,True,True
7b771190144333d07263cba3b8f66bfd_nuc_4,COCC1=CC(C)[C+](COC)C=C1,[H]C1=C([H])[C+](C([H])([H])OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])=C1C([H])([H])OC([H])([H])[H],1,True,True
f06c34c5449bdc44fa3fc6177198c85b_nuc_0,C[NH2+]C1CCCC(C(=O)Nc2ccc3[nH]ncc3c2)C1,[H]c1c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([N+]([H])([H])C([H])([H])[H])C2([H])[H])c([H])c2c([H])nn([H])c2c1[H],1,True,True
c886be5e3d3c338d32b0612cbf1243e2_nuc_3,CC1(NC(=O)N2CCOCC2)C=CC(Cl)=C[CH+]1,[H]C1=C([H])C(N([H])C(=O)N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])(C([H])([H])[H])[C+]([H])C([H])=C1Cl,1,True,True
a8a21dc314a5d13d86d56b933b92c928_nuc_23,C[NH+]1CC(C2C3CC4CC(C3)CC2C4)C[C@H]1C(=O)N1CCC[C@H]1C#N,[H]C1([H])N(C(=O)[C@]2([H])C([H])([H])C([H])(C3([H])C4([H])C([H])([H])C5([H])C([H])([H])C([H])(C4([H])[H])C([H])([H])C3([H])C5([H])[H])C([H])([H])[N+]2([H])C([H])([H])[H])[C@]([H])(C#N)C([H])([H])C1([H])[H],1,True,True
1e4ce47a7169d16a5a9e346622fe836b_nuc_24,CCN1C[C@@H]2[C@@H]3C(=O)N(C)C(=O)[C@@H]3[C@](C)(C1=O)N2C(=O)c1ccc([Cl+]C)c(Cl)c1,[H]c1c([H])c(C(=O)N2[C@]3([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)[C@@]2(C([H])([H])[H])[C@@]2([H])C(=O)N(C([H])([H])[H])C(=O)[C@]23[H])c([H])c(Cl)c1[Cl+]C([H])([H])[H],1,True,True
de2f2035196e9ce25bb2120e2f2ffb73_nuc_10,CC(=O)NCCC1=CC=CC2(C)[CH+]C=C(OC3CCCCC3)C=C12,[H]C1=C(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])C2=C([H])C(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])=C([H])[C+]([H])C2(C([H])([H])[H])C([H])=C1[H],1,True,True
c291a2b8d046fdde15d5feb391944348_nuc_12,CC(C)(O)/C=C/c1cccc2c1=NC1=C(C#N)C=C[CH+]C1(C)N=2,[H]OC(/C([H])=C(\[H])c1c([H])c([H])c([H])c2c1=NC1=C(C#N)C([H])=C([H])[C+]([H])C1(C([H])([H])[H])N=2)(C([H])([H])[H])C([H])([H])[H],1,True,True
7d93fb047ddfa25b3574444dd77234d0_nuc_5,COC1=C[CH+]C(C)(Cn2nnc3c(C(N)=O)ncn3c2=O)C(OC)=C1,[H]C1=C(OC([H])([H])[H])C(C([H])([H])[H])(C([H])([H])n2nnc3c(C(=O)N([H])[H])nc([H])n3c2=O)[C+]([H])C([H])=C1OC([H])([H])[H],1,True,True
0ffd80932db3e593067b8e16448fe733_nuc_5,CC(C)=CCC1(C)C(=O)OC(C)=C[C+]1O,[H]O[C+]1C([H])=C(C([H])([H])[H])OC(=O)C1(C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],1,True,True
7483380af8ee797d7b1301f9d01c0b6f_nuc_20,COc1ccc(OCCc2sc(C3(O)CCCNCC3)[n+](C)c2C)cc1,[H]OC1(c2sc(C([H])([H])C([H])([H])Oc3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])c(C([H])([H])[H])[n+]2C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C1([H])[H],1,True,True
ddf2f262339d4cc82366fa6f9a127d7a_nuc_14,CN(C)CCO[C@H]1CN(Cc2ccc[o+]2C)[C@@H]2COC[C@H]12,[H]c1c([H])c(C([H])([H])N2C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C([H])([H])OC([H])([H])[C@@]23[H])[o+](C([H])([H])[H])c1[H],1,True,True
d00a59497ff24d334472e94341c9a459_nuc_9,CC1(C(=O)NCCNC(=N)N)[CH+]N(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)N=N1,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])N([H])C(=O)C1(C([H])([H])[H])N=NN(c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])[C+]1[H],1,True,True
938b803447ef92fca1d1245a702c5023_nuc_0,C[O+]=P(O)(O)Oc1cccc(-c2ccccc2)c1,[H]OP(O[H])(Oc1c([H])c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1[H])=[O+]C([H])([H])[H],1,True,True
f6473ff0fa57e08ea64bd341e5d47a91_nuc_19,CCOC(=O)CCCn1nnc(C(=O)OCC)c1[C+](OC)OCC,[H]C([H])([H])O[C+](OC([H])([H])C([H])([H])[H])c1c(C(=O)OC([H])([H])C([H])([H])[H])nnn1C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H],1,True,True
39197ce5a502eccf3d0f7129397c2ca7_nuc_23,CC1C=CC(S(=O)(=O)ON2C(=O)c3cccc4c(C(=O)O)ccc(c34)C2=O)=C[CH+]1,[H]OC(=O)c1c([H])c([H])c2c3c(c([H])c([H])c([H])c13)C(=O)N(OS(=O)(=O)C1=C([H])[C+]([H])C([H])(C([H])([H])[H])C([H])=C1[H])C2=O,1,True,True
e1f2768eba0526331e334043b6666af9_nuc_8,C[F+]c1cccc2c1C(Cc1cccc(CC3C(=O)Nc4cccc(F)c43)n1)C(=O)N2,[H]c1c(C([H])([H])C2([H])C(=O)N([H])c3c([H])c([H])c([H])c(F)c32)nc(C([H])([H])C2([H])C(=O)N([H])c3c([H])c([H])c([H])c([F+]C([H])([H])[H])c32)c([H])c1[H],1,True,True
b7df1c9d874318ba5d90f8f1abd821aa_nuc_21,CC1C=NC=C(N2CCC(C(=O)Nc3ccc(C(F)(F)F)cc3)CC2)[N+]1,[H]C1=NC([H])=C(N2C([H])([H])C([H])([H])C([H])(C(=O)N([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])[N+]C1([H])C([H])([H])[H],1,True,True
1ce44000ac5c2a21a5f41cc9c50fefcf_nuc_14,Cc1nn(-c2ccccc2)c(C)c1[C+]1N=C(N2CCCNCC2)N=CC1C,[H]C1=NC(N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])=N[C+](c2c(C([H])([H])[H])nn(-c3c([H])c([H])c([H])c([H])c3[H])c2C([H])([H])[H])C1([H])C([H])([H])[H],1,True,True
896038ee15cd4179b378b067bf3c455e_nuc_2,COC1(C)C=CC(N2CCN(C(=O)C(C)(C)Oc3ccc(Cl)cc3)CC2)=C[CH+]1,[H]C1=C([H])C(OC([H])([H])[H])(C([H])([H])[H])[C+]([H])C([H])=C1N1C([H])([H])C([H])([H])N(C(=O)C(Oc2c([H])c([H])c(Cl)c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],1,True,True
53f3b4140d5f61f88e5d18f9b1bcfffa_nuc_9,CC1C(Cl)=C(Cl)C=C(C(=O)O)[C+]1C(=O)N1CCOCC1,[H]OC(=O)C1=C([H])C(Cl)=C(Cl)C([H])(C([H])([H])[H])[C+]1C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],1,True,True
5e25715f6ecd806a715bc41b805b4b78_nuc_4,CC1C=C2C(=O)C(Cc3ccncc3)(Cc3ccncc3)c3cccc(c32)[CH+]1,[H]C1=C2C(=O)C(C([H])([H])c3c([H])c([H])nc([H])c3[H])(C([H])([H])c3c([H])c([H])nc([H])c3[H])c3c([H])c([H])c([H])c(c32)[C+]([H])C1([H])C([H])([H])[H],1,True,True
4d86deaeec9939d460e52d7ff1276262_nuc_15,CSC(=S)N1CC(C)(C)CS/C1=N\C1=CC(C)[CH+]C=C1c1ccccc1,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C(/N=C2\SC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N2C(=S)SC([H])([H])[H])=C([H])C([H])(C([H])([H])[H])[C+]1[H],1,True,True
a49ea2637d968906ae6924cf6a19f3b1_nuc_23,COc1cccc(C2SCC(=O)N2/N=C2\C(=O)NC3=CC=C(Cl)C(C)[C+]32)c1,[H]C1=C2[C+](/C(=N/N3C(=O)C([H])([H])SC3([H])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])C(=O)N2[H])C([H])(C([H])([H])[H])C(Cl)=C1[H],1,True,True
8efda57a22dffc56f05860ff0916fe34_nuc_16,C[s+]1c(-c2ccccc2)nc2c(N)nc(NCCc3ccc(O)cc3)nc21,[H]Oc1c([H])c([H])c(C([H])([H])C([H])([H])N([H])c2nc(N([H])[H])c3nc(-c4c([H])c([H])c([H])c([H])c4[H])[s+](C([H])([H])[H])c3n2)c([H])c1[H],1,True,True
b2053a3a310340999fdffaacf6237bec_nuc_19,CCCN1CCCC(COC2=Nc3ccsc3N3[CH+]C(C)C=C23)C1,[H]C1=C2C(OC([H])([H])C3([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])=Nc3c(sc([H])c3[H])N2[C+]([H])C1([H])C([H])([H])[H],1,True,True
d34becd3d50bb5c0543af1b5cb626ee4_nuc_8,C[NH+](Cc1cc([C@]23CO[C@@H](CF)C[C@H]2CSC(N)=N3)c(F)cc1F)CC(F)(F)F,[H]c1c(F)c(C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)c([H])c([C@@]23N=C(N([H])[H])SC([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])F)OC3([H])[H])c1F,1,True,True
79a1d41416adb9ee245adea917287af6_nuc_1,C[C+]1C(c2ccc(O)cc2)=C(O)C(O)=C(c2ccc(O)cc2)C1(C)C,[H]OC1=C(c2c([H])c([H])c(O[H])c([H])c2[H])[C+](C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(c2c([H])c([H])c(O[H])c([H])c2[H])=C1O[H],1,True,True
18dfb010b24c9ceee43ee9e22aa41e52_nuc_22,Cc1ccccc1N/C(=N/S(=O)(=O)c1ccccc1)C1=C[CH+]C(C)(F)C=C1,[H]C1=C([H])C(F)(C([H])([H])[H])[C+]([H])C([H])=C1/C(=N\S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c([H])c([H])c1C([H])([H])[H],1,True,True
0c891c1a623e6008ee3831e96bf6d758_nuc_12,CN(C)CCCNC1=CC=C(Cl)C2(C)C(=O)c3c(O)ccc(O)c3C(=O)[C+]12,[H]Oc1c([H])c([H])c(O[H])c2c1C(=O)[C+]1C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C([H])C([H])=C(Cl)C1(C([H])([H])[H])C2=O,1,True,True
74cb90f91da25a6081816908cda14505_nuc_7,COC1=CC=C[C+]2C3CCC[C@@H](O)[C@@]3(O)C12C,[H]O[C@@]12C([H])([C+]3C([H])=C([H])C([H])=C(OC([H])([H])[H])C31C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])O[H],1,True,True
51affa23f4944969a33766cd7775b34e_nuc_14,CC1=C[C+](c2cccc(C(F)(F)F)c2)C(C)(Oc2ccccc2Br)N=N1,[H]C1=C(C([H])([H])[H])N=NC(Oc2c([H])c([H])c([H])c([H])c2Br)(C([H])([H])[H])[C+]1c1c([H])c([H])c([H])c(C(F)(F)F)c1[H],1,True,True
0b0edd8874bdbc9f718f9d20e09d0c6a_nuc_12,COc1c(C(=O)c2ccc([N+](=O)OC)cc2)cc(C(C)(C)C)cc1C(C)(C)C,[H]c1c([H])c([N+](=O)OC([H])([H])[H])c([H])c([H])c1C(=O)c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1OC([H])([H])[H],1,True,True
a20e539d8572815499cbef93b61bdeac_nuc_22,CC1C=CC=C[C+]1Cn1c(-c2ccccc2)nc2c(O)c(O)c(O)cc2c1=O,[H]Oc1c(O[H])c([H])c2c(=O)n(C([H])([H])[C+]3C([H])=C([H])C([H])=C([H])C3([H])C([H])([H])[H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc2c1O[H],1,True,True
809ba3c82a20d80c8b095fb169f7b68f_nuc_18,Cc1cccc(C)c1C(O)c1nc(C2=CC=C[CH+]C2(C)C(F)(F)F)c[nH]1,[H]OC([H])(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])c1nc(C2=C([H])C([H])=C([H])[C+]([H])C2(C([H])([H])[H])C(F)(F)F)c([H])n1[H],1,True,True
ae9243476e4d1a5e2d6b0d5be0044d88_nuc_17,CC[C+]1C(C)=C(C#N)c2nc3ccccc3n2C1(C)NCCCN(C)C,[H]c1c([H])c([H])c2c(nc3n2C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])[C+](C([H])([H])C([H])([H])[H])C(C([H])([H])[H])=C3C#N)c1[H],1,True,True
31c435fe28a1e6c6986ef4bd12f714f7_nuc_6,CC1C=CC(CC(C)NC(C)c2ccccc2)=C[CH+]1,[H]C1=C([H])C([H])(C([H])([H])[H])[C+]([H])C([H])=C1C([H])([H])C([H])(N([H])C([H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H],1,True,True
3fb0ae657ab8fdcdb79dffe5975ebbca_nuc_1,CC1=C[CH+]C(C)(C)C=C1C(O)c1nc(-c2ccccc2Cl)c[nH]1,[H]OC([H])(C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])[C+]([H])C([H])=C1C([H])([H])[H])c1nc(-c2c([H])c([H])c([H])c([H])c2Cl)c([H])n1[H],1,True,True
5908831df84b13ef45cf052cb1948664_nuc_2,CC(C(=O)N(C)Cc1ccccc1)[O+](C)C(=O)c1cccc(O)c1,[H]Oc1c([H])c([H])c([H])c(C(=O)[O+](C([H])([H])[H])C([H])(C(=O)N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c1[H],1,True,True
8fd220f602e2f4f9915d74566b1537bf_nuc_9,COc1ccc2cc([C+]3C=C(O)C=C(O)C3C)oc2c1C/C=C(\C)CCC=C(C)C,[H]OC1=C([H])[C+](c2oc3c(C([H])([H])/C([H])=C(\C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c3c2[H])C([H])(C([H])([H])[H])C(O[H])=C1[H],1,True,True
856671696ecbaf63ee5d3782795e4797_nuc_22,CCCNC(=O)CNC1=CC=C(C(=O)N2CCCCC2C)[CH+]C1(C)C,[H]C1=C(C(=O)N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])[H])[C+]([H])C(C([H])([H])[H])(C([H])([H])[H])C(N([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])=C1[H],1,True,True
70b0bd94d74cd5501186dd3e5fc78fc1_nuc_19,CC(=O)C1=CC(OCc2cccc(C(F)(F)F)c2)=CC(C)[C+]1OCCCC#N,[H]C1=C(C(=O)C([H])([H])[H])[C+](OC([H])([H])C([H])([H])C([H])([H])C#N)C([H])(C([H])([H])[H])C([H])=C1OC([H])([H])c1c([H])c([H])c([H])c(C(F)(F)F)c1[H],1,True,True
83ece6bb300a3ff81305106cd0988af3_nuc_12,CC1C=C(CSCc2cccc(Cl)c2)O[C+]1C(=O)NCc1ccc(F)cc1,[H]C1=C(C([H])([H])SC([H])([H])c2c([H])c([H])c([H])c(Cl)c2[H])O[C+](C(=O)N([H])C([H])([H])c2c([H])c([H])c(F)c([H])c2[H])C1([H])C([H])([H])[H],1,True,True
4ec90d7d7091aa10da2495534d82f881_nuc_1,C[O+](C)CCOc1ccc(CNC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)cc1,[H]c1c([H])c(C([H])([H])N([H])C(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)c([H])c([H])c1OC([H])([H])C([H])([H])[O+](C([H])([H])[H])C([H])([H])[H],1,True,True
90c7c526587ee4f45c6832b9b1467272_nuc_4,CC1[CH+]C(c2ccccc2)=C(C(=O)N2C3CCC2C(COc2ccc(F)cn2)C3)O1,[H]c1nc(OC([H])([H])C2([H])C([H])([H])C3([H])N(C(=O)C4=C(c5c([H])c([H])c([H])c([H])c5[H])[C+]([H])C([H])(C([H])([H])[H])O4)C2([H])C([H])([H])C3([H])[H])c([H])c([H])c1F,1,True,True
