nuc_prod_name,nuc_prod_smis,smiles_from_dataframe,total_charge,match_with_confs_optimized_by_orca,sanity
74c60d8b7e301c6e7c50789b8c9ff08b_nuc_16,C[n+]1c2c(cnc3ccccc32)cn1-c1ccccc1,[H]c1c([H])c([H])c(-n2c([H])c3c([H])nc4c([H])c([H])c([H])c([H])c4c3[n+]2C([H])([H])[H])c([H])c1[H],1,True,True
afe6370a5a301b0a9984d44f4fb54e59_nuc_1,CC1([O+])NN=C2C=C(CNCCO)c3ccc(-c4ccc[nH]4)cc3N21,[H]OC([H])([H])C([H])([H])N([H])C([H])([H])C1=C([H])C2=NN([H])C([O+])(C([H])([H])[H])N2c2c([H])c(-c3c([H])c([H])c([H])n3[H])c([H])c([H])c21,1,False,False
ab09d4b9d4e876c7e87d7eef863273b4_nuc_20,COC(C)=[NH+]CCc1c(CN2CCCC2)[nH]c2ccc(OC)cc12,[H]c1c(OC([H])([H])[H])c([H])c2c(C([H])([H])C([H])([H])[N+]([H])=C(OC([H])([H])[H])C([H])([H])[H])c(C([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])n([H])c2c1[H],1,True,True
108e162bbfaadf5d3831999acdced61d_nuc_5,COC1=C[CH+]C(C)(Cc2ccc(OC)c(NS(C)(=O)=O)c2)C=C1NS(C)(=O)=O,[H]C1=C(OC([H])([H])[H])C(N([H])S(=O)(=O)C([H])([H])[H])=C([H])C(C([H])([H])[H])(C([H])([H])c2c([H])c([H])c(OC([H])([H])[H])c(N([H])S(=O)(=O)C([H])([H])[H])c2[H])[C+]1[H],1,True,True
7f58036c0be5b4cd5692447225f32a88_nuc_2,COC(C)=[N+](c1ncnc2c1ncn2C1CC1)C1CC1,[H]c1nc([N+](=C(OC([H])([H])[H])C([H])([H])[H])C2([H])C([H])([H])C2([H])[H])c2nc([H])n(C3([H])C([H])([H])C3([H])[H])c2n1,1,True,True
defc674ffac19676c7fea7ae95be74bf_nuc_7,COCCC[NH+]=C(CN1CCOC(c2ccccc2)C1)OC,[H]c1c([H])c([H])c(C2([H])OC([H])([H])C([H])([H])N(C([H])([H])C(OC([H])([H])[H])=[N+]([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])C2([H])[H])c([H])c1[H],1,True,True
f7d7a9a4aa04246def13e526320a295e_nuc_12,CC1C=C(c2oc(=O)n(C)c2-c2ccccc2)C=C[C+]1S(C)(=O)=O,[H]C1=C([H])[C+](S(=O)(=O)C([H])([H])[H])C([H])(C([H])([H])[H])C([H])=C1c1oc(=O)n(C([H])([H])[H])c1-c1c([H])c([H])c([H])c([H])c1[H],1,True,True
2b4eb41fd71175f401574fb9ebd08d71_nuc_7,CO[N+](=O)c1ccc(C)c(S(=O)(=O)Nc2ccccn2)c1,[H]c1nc(N([H])S(=O)(=O)c2c([H])c([N+](=O)OC([H])([H])[H])c([H])c([H])c2C([H])([H])[H])c([H])c([H])c1[H],1,True,True
855e75bbf39948473a5a9f5ac5493be2_nuc_2,COc1ccc(N2CC(=O)N(C3=C[CH+]C(C)(OC)C=C3)CC2=O)cc1,[H]C1=C([H])C(OC([H])([H])[H])(C([H])([H])[H])[C+]([H])C([H])=C1N1C(=O)C([H])([H])N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C(=O)C1([H])[H],1,True,True
4b9b0e87342246f04ddb7ccef1d535f8_nuc_18,C/C(=N\NC(=N)N)c1ccc(NC(=O)C2=C[C+](F)C(C)(F)C(F)=C2)cc1,[H]N=C(N([H])[H])N([H])/N=C(/c1c([H])c([H])c(N([H])C(=O)C2=C([H])[C+](F)C(F)(C([H])([H])[H])C(F)=C2[H])c([H])c1[H])C([H])([H])[H],1,True,True
4b4968c85a596ef5d7a1e723b3e1115e_nuc_14,CCOCC(O)CNC1=CN=C[C+](Br)C1C,[H]OC([H])(C([H])([H])OC([H])([H])C([H])([H])[H])C([H])([H])N([H])C1=C([H])N=C([H])[C+](Br)C1([H])C([H])([H])[H],1,True,True
3b762ee766e61db890f427c5443d8035_nuc_11,C[O+]1Cc2ncccc2C(NCCN)c2ccccc21,[H]c1nc2c(c([H])c1[H])C([H])(N([H])C([H])([H])C([H])([H])N([H])[H])c1c([H])c([H])c([H])c([H])c1[O+](C([H])([H])[H])C2([H])[H],1,True,True
1e4a1578506697e8242441873ecb4ef0_nuc_7,CC([N+]Nc1ccccc1)(c1ccccc1O)c1ccccc1O,[H]Oc1c([H])c([H])c([H])c([H])c1C([N+]N([H])c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1O[H])C([H])([H])[H],1,True,True
68762ff89ab489c8edfc38aa3f5ac9a5_nuc_2,Cn1c2c(c[n+]1C)nc(NC1CCCCC1)n1nc(-c3ccco3)nc21,[H]c1oc(-c2nc3c4c(nc(N([H])C5([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])n3n2)c([H])[n+](C([H])([H])[H])n4C([H])([H])[H])c([H])c1[H],1,True,True
5bf3b79ce3e6ccf5ccefb16d0e86a7c8_nuc_18,C[NH2+]c1c(C#N)cnn1C(=O)COc1ccccc1F,[H]c1nn(C(=O)C([H])([H])Oc2c([H])c([H])c([H])c([H])c2F)c([N+]([H])([H])C([H])([H])[H])c1C#N,1,True,True
193658065a17ce50c3e0abfa6c59bb6f_nuc_11,Cc1ccc(NCc2nnc([S+](C)CC(N)=O)o2)c(C)c1,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1N([H])C([H])([H])c1nnc([S+](C([H])([H])[H])C([H])([H])C(=O)N([H])[H])o1,1,True,True
e77a33aa46f4f3bff76e836748f2b385_nuc_3,CC1=N[NH+](C)C(=O)C1CCC(=O)N/N=C/c1ccc(Cl)cc1,[H]/C(=N\N([H])C(=O)C([H])([H])C([H])([H])C1([H])C(=O)[N+]([H])(C([H])([H])[H])N=C1C([H])([H])[H])c1c([H])c([H])c(Cl)c([H])c1[H],1,True,True
fa586fe7907b7f406bc2aeff6f68b0bb_nuc_8,CC1=CSC2=NC=NC(C)(N3CCN(C(S)=Nc4ccc(C(F)(F)F)cc4)CC3)[C+]12,[H]SC(=Nc1c([H])c([H])c(C(F)(F)F)c([H])c1[H])N1C([H])([H])C([H])([H])N(C2(C([H])([H])[H])N=C([H])N=C3SC([H])=C(C([H])([H])[H])[C+]32)C([H])([H])C1([H])[H],1,True,True
f75663d56b44c193b4632fb069a6b8c3_nuc_16,CO[C@H]1CC[C@](C)(N2CCC(N3C(=O)C[C+]4C3=CC(C)=CC4C)CC2)CC1,[H]C1=C2[C+](C([H])([H])C(=O)N2C2([H])C([H])([H])C([H])([H])N([C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])=C1C([H])([H])[H],1,True,True
3e59b7e7b755849057866bbdd2df222d_nuc_24,COC1=CC=C(c2nc(-c3cc4c(c(OC)c3OC)OCO4)no2)C(C)[C+]1O,[H]O[C+]1C(OC([H])([H])[H])=C([H])C([H])=C(c2nc(-c3c([H])c4c(c(OC([H])([H])[H])c3OC([H])([H])[H])OC([H])([H])O4)no2)C1([H])C([H])([H])[H],1,True,True
d1b71be4f01977f7b00390883b1a9f8d_nuc_17,Cc1c(C2=NNC(=O)C3CC23)ccc2nc([C+]3C=CC=CC3C)oc12,[H]C1=C([H])[C+](c2nc3c([H])c([H])c(C4=NN([H])C(=O)C5([H])C([H])([H])C45[H])c(C([H])([H])[H])c3o2)C([H])(C([H])([H])[H])C([H])=C1[H],1,True,True
2861ccff874c53add8bbeb08a20b9813_nuc_11,CCOC(=O)C1=C(C)OC2=NC3(C)CCCC[C+]3C(N)=C2[C@H]1c1ccc(OC)cc1,[H]c1c([H])c([C@]2([H])C3=C(N([H])[H])[C+]4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4(C([H])([H])[H])N=C3OC(C([H])([H])[H])=C2C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])c1OC([H])([H])[H],1,True,True
6e9cebfb5b3f7ff78f382e4329028954_nuc_24,CN(c1ccc(Cl)cc1)S(=O)(=O)c1nnc(NC(=O)c2ccco2)[s+]1C,[H]c1oc(C(=O)N([H])c2nnc(S(=O)(=O)N(c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])[H])[s+]2C([H])([H])[H])c([H])c1[H],1,True,True
0609962873d8eee68d0c8c6ed4d98df8_nuc_0,C[NH2+]c1ccn([C@@H]2C(F)=C(CO)[C@@H](O)[C@H]2O)c(=O)n1,[H]OC([H])([H])C1=C(F)[C@@]([H])(n2c([H])c([H])c([N+]([H])([H])C([H])([H])[H])nc2=O)[C@]([H])(O[H])[C@]1([H])O[H],1,True,True
ab7d9fcf17ff8ec5531193673822e7e7_nuc_16,CN(C)C1CCN(C(=O)c2n[nH]c3c2CC[N+](C)(CC2CCC2)C3)CC1,[H]n1nc(C(=O)N2C([H])([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c2c1C([H])([H])[N+](C([H])([H])[H])(C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],1,True,True
061d4c0bbf72ad414c58d74b794abb81_nuc_22,CC1C=C(NC(=O)COc2ccc(S(=O)(=O)N3CCCCC3)cc2)C(F)=C[CH+]1,[H]C1=C(F)C(N([H])C(=O)C([H])([H])Oc2c([H])c([H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])=C([H])C([H])(C([H])([H])[H])[C+]1[H],1,True,True
c6ac3561391a930379e9d00a36496a3c_nuc_21,C[O+]=[N+]([O-])c1ccc(/C=N/NC(=O)CC2C3CC4CC(C3)CC2C4)o1,[H]/C(=N\N([H])C(=O)C([H])([H])C1([H])C2([H])C([H])([H])C3([H])C([H])([H])C([H])(C2([H])[H])C([H])([H])C1([H])C3([H])[H])c1oc([N+]([O-])=[O+]C([H])([H])[H])c([H])c1[H],1,True,True
31be2a7943333b073984acc7e856615a_nuc_11,CC1(CCl)C=c2cc(C(=O)OCCCN)c(=O)oc2=C[CH+]1,[H]C1=c2oc(=O)c(C(=O)OC([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c2=C([H])C(C([H])([H])[H])(C([H])([H])Cl)[C+]1[H],1,True,True
9df3b5582c4a6383e7f327e54cb659a8_nuc_11,CC1C=CC(C[C@H](NCP(=O)(O)O)c2nnn[nH]2)=C[CH+]1,[H]OP(=O)(O[H])C([H])([H])N([H])[C@]([H])(c1nnnn1[H])C([H])([H])C1=C([H])[C+]([H])C([H])(C([H])([H])[H])C([H])=C1[H],1,True,True
cb04de048a0aac4e7d7471e54508bef7_nuc_20,CCCc1cc(C(=O)N(C)Cc2cnc3ccccc3[n+]2C)n(C)n1,[H]c1nc2c([H])c([H])c([H])c([H])c2[n+](C([H])([H])[H])c1C([H])([H])N(C(=O)c1c([H])c(C([H])([H])C([H])([H])C([H])([H])[H])nn1C([H])([H])[H])C([H])([H])[H],1,True,True
b39ecc484c29f7c80db31e6b8287b72b_nuc_8,COc1cccc2c1[O+](C)C(C)(O)C(C(C)=O)=C2,[H]OC1(C([H])([H])[H])C(C(=O)C([H])([H])[H])=C([H])c2c([H])c([H])c([H])c(OC([H])([H])[H])c2[O+]1C([H])([H])[H],1,False,False
2553133b91abaee19c154089daf2eb05_nuc_10,C=C1C(=O)O[C@H]2C[C@@]3(C)[C@H]([OH+]C)CC[C@@](C)(O)[C@H]3[C@@H](O)[C@H]12,[H]O[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])([O+]([H])C([H])([H])[H])[C@]2(C([H])([H])[H])C([H])([H])[C@]3([H])OC(=O)C(=C([H])[H])[C@@]3([H])[C@]([H])(O[H])[C@]12[H],1,True,True
ec489acad514ab6da52194ad292cc63d_nuc_2,CCOC(=O)[C@H](CC(=O)[O+](C)CC)N1C(=O)[C@H]2COC[C@H]2C1=O,[H]C([H])([H])[O+](C(=O)C([H])([H])[C@@]([H])(C(=O)OC([H])([H])C([H])([H])[H])N1C(=O)[C@@]2([H])C([H])([H])OC([H])([H])[C@@]2([H])C1=O)C([H])([H])C([H])([H])[H],1,True,True
7bc375b33d6f68246acb8949d94b3cce_nuc_28,CCOC(=O)[C+]1C(C)=C(c2ccccc2)N(CC(=O)NCCCN(CC)CC)C1(C)C,[H]c1c([H])c([H])c(C2=C(C([H])([H])[H])[C+](C(=O)OC([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])N2C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1[H],1,True,True
cf99cd84beb8f64320d5fd0f6c8d1dd7_nuc_13,C[NH+](C(=O)COC(=O)c1ccccc1O)c1ccc(OC(F)F)cc1,[H]Oc1c([H])c([H])c([H])c([H])c1C(=O)OC([H])([H])C(=O)[N+]([H])(c1c([H])c([H])c(OC([H])(F)F)c([H])c1[H])C([H])([H])[H],1,True,True
81632c64a95a7d9eaaa4a0be72f37a4f_nuc_8,C[N+]1(Cc2ccc(Br)cc2F)CCC=C(CCC(=O)NO)C1=O,[H]ON([H])C(=O)C([H])([H])C([H])([H])C1=C([H])C([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])c2c([H])c([H])c(Br)c([H])c2F)C1=O,1,True,True
4f3a9385dd227dd20674fcfb8f37826d_nuc_16,Cc1cc2n(c(=O)c1)CCC1=CC(O)=C(O)C(C)[C+]12,[H]OC1=C(O[H])C([H])(C([H])([H])[H])[C+]2C(=C1[H])C([H])([H])C([H])([H])n1c2c([H])c(C([H])([H])[H])c([H])c1=O,1,True,True
6d674ebe8928790ac14b032f88e829cd_nuc_13,CC1C=C2CC(C(O)c3ccc(O)cc3)CCC2=C[CH+]1,[H]Oc1c([H])c([H])c(C([H])(O[H])C2([H])C([H])([H])C3=C([H])C([H])(C([H])([H])[H])[C+]([H])C([H])=C3C([H])([H])C2([H])[H])c([H])c1[H],1,True,True
861742be290ef08319eea0f11f660a63_nuc_15,CC1C=C(C2(N(C)C)CCC(CC3CCCC3)(N(C)C)CC2)C=C[CH+]1,[H]C1=C([H])[C+]([H])C([H])(C([H])([H])[H])C([H])=C1C1(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(N(C([H])([H])[H])C([H])([H])[H])(C([H])([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],1,True,True
1adbc1025c3fae519d975667cec9199a_nuc_20,CCCCN(C(=O)c1cccc(Cl)c1)c1nnc(C2=CC(C)[CH+]N=C2)s1,[H]C1=N[C+]([H])C([H])(C([H])([H])[H])C([H])=C1c1nnc(N(C(=O)c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])s1,1,True,True
aad5dbc6e3778d14f0b1b1c55be251d5_nuc_20,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)N(O)[C+]1C=CC=CC1C,[H]Oc1c([H])c(O[H])c(C(=O)OC([H])([H])[H])c(C([H])([H])C([H])([H])C(=O)N(O[H])[C+]2C([H])=C([H])C([H])=C([H])C2([H])C([H])([H])[H])c1Cl,1,True,True
856b1c6f44d3769d1cca5f1226fec022_nuc_2,COC1=C(OC)C(C)(OC)[CH+]C(/C=C2/C(=O)N(C)c3ccc(O)cc32)=C1,[H]Oc1c([H])c([H])c2c(c1[H])/C(=C(/[H])C1=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])(C([H])([H])[H])[C+]1[H])C(=O)N2C([H])([H])[H],1,True,True
66d6ab3d78a69c49c6b9accfd144e2b2_nuc_16,C/C=C/C(=O)OCC1=CC(O)C(O)C(O)[C+]1OC,[H]OC1([H])C([H])=C(C([H])([H])OC(=O)/C([H])=C(\[H])C([H])([H])[H])[C+](OC([H])([H])[H])C([H])(O[H])C1([H])O[H],1,True,True
32d8929e8c9ed8cdb54e65d819ae8b8f_nuc_2,C[C+]1c2c(oc3c2C(=O)c2ccccc2C3=O)C=C(O)C1C,[H]OC1=C([H])c2oc3c(c2[C+](C([H])([H])[H])C1([H])C([H])([H])[H])C(=O)c1c([H])c([H])c([H])c([H])c1C3=O,1,True,True
ea55f626784974cb2d1f22ec7faa9b13_nuc_23,CCc1nc(CC2CN(c3ncnc4nc(C)cc(C)c34)CC[O+]2C)no1,[H]c1nc(N2C([H])([H])C([H])([H])[O+](C([H])([H])[H])C([H])(C([H])([H])c3noc(C([H])([H])C([H])([H])[H])n3)C2([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc2n1,1,True,True
d1e3aab095b7a16e209142aa595932eb_nuc_0,CC1C=CC(Sc2cc3ccccc3[nH]2)=C[CH+]1,[H]C1=C([H])C([H])(C([H])([H])[H])[C+]([H])C([H])=C1Sc1c([H])c2c([H])c([H])c([H])c([H])c2n1[H],1,True,True
d1e35c9e88befb57996880b586a60986_nuc_4,CO/N=C/C1(C)C(Nc2ccc3c(cnn3Cc3ccc(F)cc3)c2)=NC=N[C+]1N,[H]C1=N[C+](N([H])[H])C(/C([H])=N/OC([H])([H])[H])(C([H])([H])[H])C(N([H])c2c([H])c([H])c3c(c([H])nn3C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c2[H])=N1,1,True,True
7886f8af034f54ff1d777458df2f7f1f_nuc_1,C[O+](C)c1ccc2cc(CNCCCCNCCCCN)ccc2c1,[H]c1c(C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])c([H])c2c([H])c([H])c([O+](C([H])([H])[H])C([H])([H])[H])c([H])c2c1[H],1,True,True
221920ba66a829ed346e627f6cac759e_nuc_8,C#CCNCC1=C[CH+]C(C)N1,[H]C#CC([H])([H])N([H])C([H])([H])C1=C([H])[C+]([H])C([H])(C([H])([H])[H])N1[H],1,True,True
16060e92edabd7780903aa8bcaefec13_nuc_16,CCc1ccc(-c2ccsc2COC2=C[CH+]C(C)(CCC(=O)O)C(C)=C2C)cc1,[H]OC(=O)C([H])([H])C([H])([H])C1(C([H])([H])[H])C(C([H])([H])[H])=C(C([H])([H])[H])C(OC([H])([H])c2sc([H])c([H])c2-c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])=C([H])[C+]1[H],1,True,True
f1ceb0a5bf413e595ced49852cc5dbf7_nuc_6,CC1C(=O)CC[C@@]2(C)[C+]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,[H]OC([H])([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])[C+]4C([H])(C([H])([H])[H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])[C@@]([H])(O[H])C([H])([H])[C@@]21C([H])=O,1,True,True
eaca565908a270dc8b1b3cb282ec5c3f_nuc_5,C[S+](CCCCCCCCCCSc1ccc(Cl)cc1)c1ccc(Cl)cc1,[H]c1c([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[S+](c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])[H])c([H])c([H])c1Cl,1,True,True
4784ca4a260dd49ce25a01562755bccf_nuc_20,CCCCn1c(CN2CC(C)CC(C)C2)nc2cc(C(=[NH+]CC(O)CO)OC)ccc21,[H]OC([H])([H])C([H])(O[H])C([H])([H])[N+]([H])=C(OC([H])([H])[H])c1c([H])c([H])c2c(nc(C([H])([H])N3C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C3([H])[H])n2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1[H],1,True,True
387b8d2c733dcd19d873e8c0157a86e4_nuc_13,C[n+]1cncc2ncn(CC(P(=O)(O)O)P(=O)(O)O)c21,[H]OP(=O)(O[H])C([H])(C([H])([H])n1c([H])nc2c([H])nc([H])[n+](C([H])([H])[H])c21)P(=O)(O[H])O[H],1,True,True
63f3d1ca1671add77ebc45e4c9a9f709_nuc_1,CC(=O)Nc1ccc([O+](C)C)c(S(=O)(=O)Nc2ccon2)c1,[H]c1onc(N([H])S(=O)(=O)c2c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c([H])c2[O+](C([H])([H])[H])C([H])([H])[H])c1[H],1,True,True
547186159811eb0a303aefe23c4fcd15_nuc_0,C[Cl+]c1ccc2c(c1Cl)CN(CCCCCN1CCc3ccc(Cl)c(Cl)c3C1)CC2,[H]c1c([H])c2c(c(Cl)c1Cl)C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])c3c(Cl)c([Cl+]C([H])([H])[H])c([H])c([H])c3C([H])([H])C1([H])[H])C([H])([H])C2([H])[H],1,True,True
e5f88a3bd0a889be416fe1b14ade7a28_nuc_10,CC1[CH+]Oc2cccc(CC(=O)NCC34CCCN3CCC4)c21,[H]c1c([H])c2c(c(C([H])([H])C(=O)N([H])C([H])([H])C34N(C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C4([H])[H])c1[H])C([H])(C([H])([H])[H])[C+]([H])O2,1,True,True
9cd3f51510f3eef4b0ef03573e5df74e_nuc_15,CCCCN(C(=O)C(C)C)c1nc(C2=CC(C)[C+](Cl)C=C2)co1,[H]C1=C([H])[C+](Cl)C([H])(C([H])([H])[H])C([H])=C1c1nc(N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])oc1[H],1,True,True
0932309d74f266c9a1140cf68714a21e_nuc_18,Cc1ccc(/C(=N/O)NCc2ccco2)c(O[C+]2C=NC=CC2C)n1,[H]O/N=C(/c1c(O[C+]2C([H])=NC([H])=C([H])C2([H])C([H])([H])[H])nc(C([H])([H])[H])c([H])c1[H])N([H])C([H])([H])c1oc([H])c([H])c1[H],1,True,True
bf2ac5c1509873dcfa7b90ec53ac9ff6_nuc_4,CCO[C+](OC)c1ccc2c(c1)nc(COc1ccccc1C#N)n2CC,[H]c1c([H])c([H])c(OC([H])([H])c2nc3c([H])c([C+](OC([H])([H])[H])OC([H])([H])C([H])([H])[H])c([H])c([H])c3n2C([H])([H])C([H])([H])[H])c(C#N)c1[H],1,True,True
d4cbc0193586aab055f0a05ea1b0fdf3_nuc_13,CC1c2ccc(C(=O)NCC(=O)N(C)C)nc2C=C[C+]1Oc1ccc(C(F)(F)F)cn1,[H]C1=C([H])[C+](Oc2nc([H])c(C(F)(F)F)c([H])c2[H])C([H])(C([H])([H])[H])c2c1nc(C(=O)N([H])C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H],1,True,True
c2dc5f32ebb47cb483ef9cd404bacc98_nuc_1,CC1(N)[CH+]c2[nH]c(=O)c3cc(Cl)ccc3c2C=C1Cl,[H]C1=C(Cl)C(N([H])[H])(C([H])([H])[H])[C+]([H])c2c1c1c([H])c([H])c(Cl)c([H])c1c(=O)n2[H],1,True,True
0198323259953437c2b2a09b7bfcffc5_nuc_19,C[NH+]1C(O)=Nc2cc(NC(=O)COC(=O)c3c(F)cccc3F)ccc21,[H]OC1=Nc2c([H])c(N([H])C(=O)C([H])([H])OC(=O)c3c(F)c([H])c([H])c([H])c3F)c([H])c([H])c2[N+]1([H])C([H])([H])[H],1,True,True
87a43b3622a4b8eb2ba4675bba6a3c2e_nuc_15,COC(=[NH+]CCCC(=O)OCC(=O)N(CC#N)c1ccccc1)c1ccc(Cl)cc1,[H]c1c([H])c([H])c(N(C(=O)C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[N+]([H])=C(OC([H])([H])[H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])([H])C#N)c([H])c1[H],1,True,True
9ead1410fe66d0d4d0547f06784d8353_nuc_15,CCOCc1ncn2c1CN(C(=O)N[C+]1C(CC)=CC=CC1C)CC2,[H]C1=C(C([H])([H])C([H])([H])[H])[C+](N([H])C(=O)N2C([H])([H])c3c(C([H])([H])OC([H])([H])C([H])([H])[H])nc([H])n3C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])=C1[H],1,True,True
369cb76e91371f4f5a711dfb1401c415_nuc_21,C[C@H]1O[C@@H](n2cc(-c3ccco3)c3c(Nc4ccccc4)[n+](C)cnc32)[C@H](O)[C@@H]1O,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])c(-c3oc([H])c([H])c3[H])c3c(N([H])c4c([H])c([H])c([H])c([H])c4[H])[n+](C([H])([H])[H])c([H])nc32)O[C@]1([H])C([H])([H])[H],1,True,True
998cf4e9654ee186deb1faa2d16be08f_nuc_20,CCCn1c(SCC#N)nc2c(c1=O)C1(CCCC1)CC1(C)[CH+]C=CC=C21,[H]C1=C([H])[C+]([H])C2(C([H])([H])[H])C(=C1[H])c1nc(SC([H])([H])C#N)n(C([H])([H])C([H])([H])C([H])([H])[H])c(=O)c1C1(C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],1,True,True
136f026b3e722782ab0b7a605a823fdc_nuc_7,CC(=O)c1cc([C+]2C=CC=CC2C)n(CCC(=O)NC2CCC(C)CC2)c1C,[H]C1=C([H])[C+](c2c([H])c(C(=O)C([H])([H])[H])c(C([H])([H])[H])n2C([H])([H])C([H])([H])C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])=C1[H],1,True,True
e7a8aec388efd97b44a4b38aaf207d99_nuc_12,CCCN1CCCC2Cc3nc([NH2+]C)sc3CC21,[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])c3nc([N+]([H])([H])C([H])([H])[H])sc3C([H])([H])C12[H],1,True,True
7f785c834b361fcfd66aee43b7c3e9af_nuc_15,COc1ccccc1N1CCN(C(=O)C2=NO[C+](c3ccc(Cl)cc3)C2C)CC1,[H]c1c([H])c([H])c(N2C([H])([H])C([H])([H])N(C(=O)C3=NO[C+](c4c([H])c([H])c(Cl)c([H])c4[H])C3([H])C([H])([H])[H])C([H])([H])C2([H])[H])c(OC([H])([H])[H])c1[H],1,True,True
4507284372c7c6b0ef2c93f4d0c2ac2d_nuc_13,C[N+]1(S(=O)(=O)c2ccccc2)CCN(CCCO)CC1C(=O)NO,[H]ON([H])C(=O)C1([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])O[H])C([H])([H])C([H])([H])[N+]1(C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c([H])c([H])c1[H],1,True,True
1a68dd56495c68f2450e0e2402ea05e0_nuc_16,C[O+]=C1Nc2ccc(Cl)cc2[C@]12N[C@@H](C)Cc1c2[nH]c2ccc(F)cc12,[H]c1c([H])c2c(c([H])c1Cl)[C@]1(C(=[O+]C([H])([H])[H])N2[H])c2c(c3c([H])c(F)c([H])c([H])c3n2[H])C([H])([H])[C@]([H])(C([H])([H])[H])N1[H],1,True,True
