elec_prod_name,elec_prod_smis,smiles_from_dataframe,total_charge,match_with_confs_optimized_by_orca,sanity
f4b58b044985f263b747c430938ca8f6_elec_8,CC1C=C(N2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)N=N[C-]1N1CCCC[C@@H]1C,[H]C1=C(N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])N=N[C-](N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C1([H])C([H])([H])[H],-1,True,True
fdfb2227c4591fea7726e3cd6f7438fe_elec_12,CN1OC2=C(CCC2)[C-]1C(=O)Nc1cc(Cl)ccc1O,[H]Oc1c([H])c([H])c(Cl)c([H])c1N([H])C(=O)[C-]1C2=C(ON1C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H],-1,True,True
8915797f4c1f71dfcbfc4937d1541daa_elec_11,CO[C@@H]1C2C[C@@H](O)CCC2[C@H](C(C)([O-])OCCl)C[C@H]1O,[H]O[C@@]1([H])C([H])([H])C([H])([H])C2([H])C([H])(C1([H])[H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])C([H])([H])[C@@]2([H])C([O-])(OC([H])([H])Cl)C([H])([H])[H],-1,False,False
ecbe282784e2b57486e2dee10a7c576d_elec_7,CO[C-](N)Cc1c(SC)n(Cc2ccccc2)c2ccc(OCCCC(=O)O)cc12,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c2c(c1[H])c(C([H])([H])[C-](OC([H])([H])[H])N([H])[H])c(SC([H])([H])[H])n2C([H])([H])c1c([H])c([H])c([H])c([H])c1[H],-1,True,True
acf9670b20356f7c7a6f228d4ff2d336_elec_3,CC1C=C(F)C=C[C-]1N1CCN(Cc2coc(-c3ccc(Cl)cc3Cl)n2)CC1,[H]C1=C([H])[C-](N2C([H])([H])C([H])([H])N(C([H])([H])c3nc(-c4c([H])c([H])c(Cl)c([H])c4Cl)oc3[H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])=C1F,-1,True,True
f0fe11d563bb5e9e09ac29b1d495fe98_elec_13,COc1cccc(-c2csc(N[C-](Nc3ccccc3)OC)n2)c1,[H]c1sc(N([H])[C-](OC([H])([H])[H])N([H])c2c([H])c([H])c([H])c([H])c2[H])nc1-c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],-1,True,True
bb185498e228cece5e811167995daaf9_elec_1,CC1(C)[CH-]C2=C(CN[C@H]3CCc4cc(O)c(O)cc4[C@H]23)S1,[H]Oc1c([H])c2c(c([H])c1O[H])[C@]1([H])C3=C(SC(C([H])([H])[H])(C([H])([H])[H])[C-]3[H])C([H])([H])N([H])[C@@]1([H])C([H])([H])C2([H])[H],-1,True,True
7436d03c67474ba06d9bcd4390d7df26_elec_5,C=C[C@H]1C[C@@H]2OP(=O)(OCC[CH-]C2C)O1,[H]C([H])=C([H])[C@]1([H])OP2(=O)OC([H])([H])C([H])([H])[C-]([H])C([H])(C([H])([H])[H])[C@@]([H])(O2)C1([H])[H],-1,True,True
7c5e822d2d3e234bfeb2780288052310_elec_8,CC1C(NC(=O)c2ccccc2)=CC=C2CC(=O)N(C(=O)c3cccc(Cl)c3)C[C-]21,[H]C1=C2[C-](C([H])([H])N(C(=O)c3c([H])c([H])c([H])c(Cl)c3[H])C(=O)C2([H])[H])C([H])(C([H])([H])[H])C(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])=C1[H],-1,True,True
04dabfe3263920946f1f56ea61611cee_elec_0,CC[CH-]c1cn(-c2ccc(Cl)c(Cl)c2)nn1,[H]c1c([H])c(-n2nnc([C-]([H])C([H])([H])C([H])([H])[H])c2[H])c([H])c(Cl)c1Cl,-1,True,True
0219c20cf9e5b8e15ebe2928004170e5_elec_10,CC1[CH-]C=C(N2CCC[C@](C)(N)C2)N=C1c1n[nH]c2cnc(-c3cccnc3)cc12,[H]C1=C(N2C([H])([H])C([H])([H])C([H])([H])[C@@](N([H])[H])(C([H])([H])[H])C2([H])[H])N=C(c2nn([H])c3c([H])nc(-c4c([H])nc([H])c([H])c4[H])c([H])c23)C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
9892c891d0eb7adb765391f2372132d7_elec_10,Cc1ccsc1C(=O)NC1=C(C(C)CC(C)C)S[CH-]C1C,[H]c1sc(C(=O)N([H])C2=C(C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S[C-]([H])C2([H])C([H])([H])[H])c(C([H])([H])[H])c1[H],-1,True,True
63ee07a577e665b1bbc8d91fa82be2bd_elec_17,CC1C=C(c2ccc(C(=O)c3ccccc3C(=O)O)cc2)C=C[CH-]1,[H]OC(=O)c1c([H])c([H])c([H])c([H])c1C(=O)c1c([H])c([H])c(C2=C([H])C([H])(C([H])([H])[H])[C-]([H])C([H])=C2[H])c([H])c1[H],-1,True,True
015deaf5d8c2bf665f3f78caa0f5facf_elec_6,CC(C)C1=C[CH-]C(C)(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)C=C1,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])N2C([H])([H])C([H])([H])C([H])(N3C(=O)c4c(C(=O)N([H])[H])c([H])c([H])c([H])c4C3([H])[H])C([H])([H])C2([H])[H])[C-]([H])C([H])=C1C([H])(C([H])([H])[H])C([H])([H])[H],-1,True,True
e1b9c11db3e7472322fe95e7de39e877_elec_27,CC1[N-]C([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3CF)n2)=CN1c1ccc(Cl)cc1,[H]C1=C([C@@]([H])(N([H])c2nc([H])c([H])c(N3C(=O)OC([H])([H])[C@]3([H])C([H])([H])F)n2)C([H])([H])[H])[N-]C([H])(C([H])([H])[H])N1c1c([H])c([H])c(Cl)c([H])c1[H],-1,True,True
1a806a9791748212f811d5ac5981a0cf_elec_4,COC1=CC(C)[CH-]C=C1NC(C#N)c1ccc(Br)cc1,[H]C1=C(N([H])C([H])(C#N)c2c([H])c([H])c(Br)c([H])c2[H])C(OC([H])([H])[H])=C([H])C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
367b561a82fe234abd85fe17a4854bb0_elec_26,CC1C=c2c(nc(C3CCCC(N4CC=C(c5ccccc5)CC4)C3)[nH]c2=O)=C[CH-]1,[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])N(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])(c3nc4c(c(=O)n3[H])=C([H])C([H])(C([H])([H])[H])[C-]([H])C=4[H])C2([H])[H])C1([H])[H],-1,True,True
df0d87abf39de5f631d0c095c997b46f_elec_7,CC1C=NC(CCN(C)Cc2coc(-c3ccc(Br)cc3)n2)=C[CH-]1,[H]C1=NC(C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])c2nc(-c3c([H])c([H])c(Br)c([H])c3[H])oc2[H])=C([H])[C-]([H])C1([H])C([H])([H])[H],-1,True,True
d25f38b768b4bda718d1b843f16746bc_elec_8,Cc1cccc(C#CC2(C)C=C(c3ccccc3)C=N[CH-]2)n1,[H]C1=N[C-]([H])C(C#Cc2nc(C([H])([H])[H])c([H])c([H])c2[H])(C([H])([H])[H])C([H])=C1c1c([H])c([H])c([H])c([H])c1[H],-1,True,True
fb9d97cc299bdb95057fac15fc3c489a_elec_15,CCCCCS(=O)(=O)NC(=O)c1ccc2c(c1)N(Cc1ccc(Cl)cc1Cl)[C-](C)N2C,[H]c1c([H])c(C([H])([H])N2c3c([H])c(C(=O)N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c3N(C([H])([H])[H])[C-]2C([H])([H])[H])c(Cl)c([H])c1Cl,-1,True,True
ee407f1d69ef249a17ae068753491f73_elec_4,CC1C=CC=C(C2NC(=S)N3CCCCN23)[C-]1[N+](=O)[O-],[H]C1=C(C2([H])N([H])C(=S)N3N2C([H])([H])C([H])([H])C([H])([H])C3([H])[H])[C-]([N+](=O)[O-])C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
e96e76c201e93dac026a39b0f1795844_elec_5,CO[S-](=O)(NC(C)C)c1ccc(NC(=O)Cc2n[nH]c(=O)c3ccccc23)cc1,[H]c1c([H])c([S-](=O)(OC([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])c1nn([H])c(=O)c2c([H])c([H])c([H])c([H])c12,-1,False,False
04195b114e3215eb829b37a98b4f1842_elec_15,Cc1nnc2n1N(C)[C-](c1cccc(N)c1)C=C2,[H]C1=C([H])[C-](c2c([H])c([H])c([H])c(N([H])[H])c2[H])N(C([H])([H])[H])n2c1nnc2C([H])([H])[H],-1,True,True
cb74112adf44c90fe61963332fe7fbb8_elec_9,CN=[C-]c1c(N)sc2c1CC(C)(C)N(C)C2,[H]N([H])c1sc2c(c1[C-]=NC([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N(C([H])([H])[H])C2([H])[H],-1,True,True
f3f0c55b07eebeb69e08725d070e5152_elec_2,CN1c2ccccc2C(c2ccc(C(=O)O)cc2)=NC2=CC(C(C)(C)C)=C[CH-]C21C,[H]OC(=O)c1c([H])c([H])c(C2=NC3=C([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C([H])[C-]([H])C3(C([H])([H])[H])N(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],-1,True,True
c7543dcc860983307182e9157ef1035b_elec_4,CN1C=C(C#N)C(Nc2ccc(F)c(Cl)c2)=C2C=C(NCc3c[nH]cn3)C=C(F)[C-]21,[H]C1=C(F)[C-]2C(=C(N([H])c3c([H])c([H])c(F)c(Cl)c3[H])C(C#N)=C([H])N2C([H])([H])[H])C([H])=C1N([H])C([H])([H])c1nc([H])n([H])c1[H],-1,True,True
00a1b42d33edb4a0e21d60c71caeef7d_elec_3,CC1(C(=O)O)c2cccc(C(F)(F)F)c2N=C(C2(c3cccc(Cl)c3)CC2)[C-]1O,[H]OC(=O)C1(C([H])([H])[H])c2c([H])c([H])c([H])c(C(F)(F)F)c2N=C(C2(c3c([H])c([H])c([H])c(Cl)c3[H])C([H])([H])C2([H])[H])[C-]1O[H],-1,True,True
7b771190144333d07263cba3b8f66bfd_elec_4,COCC1=CC(C)[C-](COC)C=C1,[H]C1=C([H])[C-](C([H])([H])OC([H])([H])[H])C([H])(C([H])([H])[H])C([H])=C1C([H])([H])OC([H])([H])[H],-1,True,True
f06c34c5449bdc44fa3fc6177198c85b_elec_11,CC1C=C(NC(=O)C2CCCC(N)C2)C=C2C=NN[C-]21,[H]C1=NN([H])[C-]2C1=C([H])C(N([H])C(=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C1([H])[H])=C([H])C2([H])C([H])([H])[H],-1,True,True
c886be5e3d3c338d32b0612cbf1243e2_elec_0,CO[C-](Nc1ccc(Cl)cc1)N1CCOCC1,[H]c1c([H])c(N([H])[C-](OC([H])([H])[H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([H])c1Cl,-1,True,True
a8a21dc314a5d13d86d56b933b92c928_elec_0,CN=[C-][C@@H]1CCCN1C(=O)[C@@H]1CC(C2C3CC4CC(C3)CC2C4)CN1,[H]N1C([H])([H])C([H])(C2([H])C3([H])C([H])([H])C4([H])C([H])([H])C([H])(C3([H])[H])C([H])([H])C2([H])C4([H])[H])C([H])([H])[C@@]1([H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C-]=NC([H])([H])[H],-1,True,True
1e4ce47a7169d16a5a9e346622fe836b_elec_18,CCN1C[C@@H]2[C@@H]3C(=O)N(C)C(=O)[C@@H]3[C@](C)(C1=O)N2C(C)([O-])c1ccc(Cl)c(Cl)c1,[H]c1c([H])c(C([O-])(N2[C@]3([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C(=O)[C@@]2(C([H])([H])[H])[C@@]2([H])C(=O)N(C([H])([H])[H])C(=O)[C@]23[H])C([H])([H])[H])c([H])c(Cl)c1Cl,-1,True,True
de2f2035196e9ce25bb2120e2f2ffb73_elec_6,CC(=O)NCCC1(C)[CH-]C=Cc2ccc(OC3CCCCC3)cc21,[H]C1=C([H])[C-]([H])C(C([H])([H])[H])(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c2c([H])c(OC3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c21,-1,True,True
c291a2b8d046fdde15d5feb391944348_elec_12,CC(C)(O)/C=C/c1cccc2c1=NC1=C(C#N)C=C[CH-]C1(C)N=2,[H]OC(/C([H])=C(\[H])c1c([H])c([H])c([H])c2c1=NC1=C(C#N)C([H])=C([H])[C-]([H])C1(C([H])([H])[H])N=2)(C([H])([H])[H])C([H])([H])[H],-1,True,True
7d93fb047ddfa25b3574444dd77234d0_elec_19,COc1ccc(CN2N=Nc3c(C(N)=O)ncn3[C-]2OC)c(OC)c1,[H]c1c([H])c(C([H])([H])N2N=Nc3c(C(=O)N([H])[H])nc([H])n3[C-]2OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1OC([H])([H])[H],-1,True,True
0ffd80932db3e593067b8e16448fe733_elec_6,CC(C)=CC[C-]1C(=O)OC(C)=CC1(C)O,[H]OC1(C([H])([H])[H])C([H])=C(C([H])([H])[H])OC(=O)[C-]1C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-1,True,True
7483380af8ee797d7b1301f9d01c0b6f_elec_4,COC1=CC(C)[C-](OCCc2sc(C3(O)CCCNCC3)nc2C)C=C1,[H]OC1(c2nc(C([H])([H])[H])c(C([H])([H])C([H])([H])O[C-]3C([H])=C([H])C(OC([H])([H])[H])=C([H])C3([H])C([H])([H])[H])s2)C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C1([H])[H],-1,True,True
ddf2f262339d4cc82366fa6f9a127d7a_elec_12,CC1C=C(CN2C[C@H](OCCN(C)C)[C@H]3COC[C@H]32)O[CH-]1,[H]C1=C(C([H])([H])N2C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])C([H])([H])OC([H])([H])[C@@]23[H])O[C-]([H])C1([H])C([H])([H])[H],-1,True,True
d00a59497ff24d334472e94341c9a459_elec_20,CN1[N-]C(C(=O)NCCNC(=N)N)=CN1c1cc(C(C)(C)C)cc(C(C)(C)C)c1,[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])N([H])C(=O)C1=C([H])N(c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])N(C([H])([H])[H])[N-]1,-1,True,True
938b803447ef92fca1d1245a702c5023_elec_6,CC1C=CC(c2ccccc2)=C[C-]1OP(=O)(O)O,[H]OP(=O)(O[H])O[C-]1C([H])=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])=C([H])C1([H])C([H])([H])[H],-1,True,True
f6473ff0fa57e08ea64bd341e5d47a91_elec_4,CCOC(=O)c1nnn(CCC[C-](OC)OCC)c1C(=O)OCC,[H]C([H])([H])O[C-](OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])n1nnc(C(=O)OC([H])([H])C([H])([H])[H])c1C(=O)OC([H])([H])C([H])([H])[H],-1,True,True
39197ce5a502eccf3d0f7129397c2ca7_elec_18,CO[S-](=O)(ON1C(=O)c2cccc3c(C(=O)O)ccc(c23)C1=O)c1ccccc1,[H]OC(=O)c1c([H])c([H])c2c3c(c([H])c([H])c([H])c13)C(=O)N(O[S-](=O)(OC([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])C2=O,-1,False,False
e1f2768eba0526331e334043b6666af9_elec_5,CC1C=C2NC(=O)C(Cc3cccc(CC4C(=O)Nc5cccc(F)c54)n3)C2=C(F)[CH-]1,[H]C1=C2C(=C(F)[C-]([H])C1([H])C([H])([H])[H])C([H])(C([H])([H])c1nc(C([H])([H])C3([H])C(=O)N([H])c4c([H])c([H])c([H])c(F)c43)c([H])c([H])c1[H])C(=O)N2[H],-1,True,True
b7df1c9d874318ba5d90f8f1abd821aa_elec_0,CO[C-](Nc1ccc(C(F)(F)F)cc1)C1CCN(c2cnccn2)CC1,[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])([C-](OC([H])([H])[H])N([H])c3c([H])c([H])c(C(F)(F)F)c([H])c3[H])C([H])([H])C2([H])[H])nc1[H],-1,True,True
1ce44000ac5c2a21a5f41cc9c50fefcf_elec_10,CC1=NN(c2ccccc2)C(C)(C)[C-]1c1ccnc(N2CCCNCC2)n1,[H]c1nc(N2C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C2([H])[H])nc([C-]2C(C([H])([H])[H])=NN(c3c([H])c([H])c([H])c([H])c3[H])C2(C([H])([H])[H])C([H])([H])[H])c1[H],-1,True,True
896038ee15cd4179b378b067bf3c455e_elec_2,COC1(C)C=CC(N2CCN(C(=O)C(C)(C)Oc3ccc(Cl)cc3)CC2)=C[CH-]1,[H]C1=C([H])C(OC([H])([H])[H])(C([H])([H])[H])[C-]([H])C([H])=C1N1C([H])([H])C([H])([H])N(C(=O)C(Oc2c([H])c([H])c(Cl)c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H],-1,True,True
53f3b4140d5f61f88e5d18f9b1bcfffa_elec_1,CC([O-])(O)c1cc(Cl)c(Cl)cc1C(=O)N1CCOCC1,[H]OC([O-])(c1c([H])c(Cl)c(Cl)c([H])c1C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H],-1,True,True
5e25715f6ecd806a715bc41b805b4b78_elec_6,CC12C=CC=C3C(=O)C(Cc4ccncc4)(Cc4ccncc4)C(=C31)C=C[CH-]2,[H]C1=C2C(=O)C(C([H])([H])c3c([H])c([H])nc([H])c3[H])(C([H])([H])c3c([H])c([H])nc([H])c3[H])C3=C2C(C([H])([H])[H])(C([H])=C1[H])[C-]([H])C([H])=C3[H],-1,True,True
4d86deaeec9939d460e52d7ff1276262_elec_3,CS[C-](SC)N1CC(C)(C)CS/C1=N\c1ccccc1-c1ccccc1,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2/N=C2\SC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N2[C-](SC([H])([H])[H])SC([H])([H])[H])c([H])c1[H],-1,True,True
a49ea2637d968906ae6924cf6a19f3b1_elec_20,COc1cccc(C2SCC(=O)N2/N=C2\C(=O)NC3=CC(C)[C-](Cl)C=C32)c1,[H]C1=C2C(=C([H])C([H])(C([H])([H])[H])[C-]1Cl)N([H])C(=O)/C2=N\N1C(=O)C([H])([H])SC1([H])c1c([H])c([H])c([H])c(OC([H])([H])[H])c1[H],-1,True,True
8efda57a22dffc56f05860ff0916fe34_elec_10,CC1(O)C=CC(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)=C[CH-]1,[H]OC1(C([H])([H])[H])C([H])=C([H])C(C([H])([H])C([H])([H])N([H])c2nc(N([H])[H])c3nc(-c4c([H])c([H])c([H])c([H])c4[H])sc3n2)=C([H])[C-]1[H],-1,True,True
b2053a3a310340999fdffaacf6237bec_elec_18,CCCN1CCCC(COC2=Nc3ccsc3N3C2=C[CH-]C3C)C1,[H]C1=C2C(OC([H])([H])C3([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C3([H])[H])=Nc3c(sc([H])c3[H])N2C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
d34becd3d50bb5c0543af1b5cb626ee4_elec_5,CC1C(CNCC(F)(F)F)=C(F)C=C(F)[C-]1[C@]12CO[C@@H](CF)C[C@H]1CSC(N)=N2,[H]C1=C(F)[C-]([C@@]23N=C(N([H])[H])SC([H])([H])[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])F)OC3([H])[H])C([H])(C([H])([H])[H])C(C([H])([H])N([H])C([H])([H])C(F)(F)F)=C1F,-1,True,True
79a1d41416adb9ee245adea917287af6_elec_5,Cc1c(C)c(C2(C)C=CC(O)=C[CH-]2)c(O)c(O)c1-c1ccc(O)cc1,[H]OC1=C([H])[C-]([H])C(c2c(O[H])c(O[H])c(-c3c([H])c([H])c(O[H])c([H])c3[H])c(C([H])([H])[H])c2C([H])([H])[H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
18dfb010b24c9ceee43ee9e22aa41e52_elec_4,CC1=C[CH-]C(C)C=C1N/C(=N/S(=O)(=O)c1ccccc1)c1ccc(F)cc1,[H]C1=C(C([H])([H])[H])C(N([H])/C(=N/S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(F)c([H])c2[H])=C([H])C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
0c891c1a623e6008ee3831e96bf6d758_elec_25,CO[c-]1c2c(O)ccc(O)c2c(=O)c2c(NCCCN(C)C)ccc(Cl)c21,[H]Oc1c([H])c([H])c(O[H])c2c1c(=O)c1c(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c(Cl)c1[c-]2OC([H])([H])[H],-1,True,True
74cb90f91da25a6081816908cda14505_elec_4,COC1=CC(C)[CH-]C2=C1[C@@]1(O)C2CCC[C@H]1O,[H]O[C@]12C3=C([C-]([H])C([H])(C([H])([H])[H])C([H])=C3OC([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])O[H],-1,True,True
51affa23f4944969a33766cd7775b34e_elec_19,Cc1cc(-c2cccc(C(F)(F)F)c2)c(OC2=C[CH-]C(C)C=C2Br)nn1,[H]C1=C(Oc2nnc(C([H])([H])[H])c([H])c2-c2c([H])c([H])c([H])c(C(F)(F)F)c2[H])C(Br)=C([H])C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
0b0edd8874bdbc9f718f9d20e09d0c6a_elec_3,CO[C-]1C(C(C)(C)C)=CC(C(C)(C)C)=CC1(C)C(=O)c1ccc([N+](=O)[O-])cc1,[H]C1=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C-](OC([H])([H])[H])C(C(=O)c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])(C([H])([H])[H])C([H])=C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1,True,True
a20e539d8572815499cbef93b61bdeac_elec_24,CC1C=CC(Cn2c(-c3ccccc3)nc3c(O)c(O)c(O)cc3c2=O)=C[CH-]1,[H]Oc1c(O[H])c([H])c2c(=O)n(C([H])([H])C3=C([H])[C-]([H])C([H])(C([H])([H])[H])C([H])=C3[H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc2c1O[H],-1,True,True
809ba3c82a20d80c8b095fb169f7b68f_elec_2,CC1=C(C(O)c2nc(-c3ccccc3C(F)(F)F)c[nH]2)[C-](C)C(C)C=C1,[H]OC([H])(C1=C(C([H])([H])[H])C([H])=C([H])C([H])(C([H])([H])[H])[C-]1C([H])([H])[H])c1nc(-c2c([H])c([H])c([H])c([H])c2C(F)(F)F)c([H])n1[H],-1,True,True
ae9243476e4d1a5e2d6b0d5be0044d88_elec_3,CCC1=C(NCCCN(C)C)n2c(nc3ccccc32)[C-](C#N)C1(C)C,[H]c1c([H])c([H])c2c(nc3n2C(N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C(C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[C-]3C#N)c1[H],-1,True,True
31c435fe28a1e6c6986ef4bd12f714f7_elec_3,CC(CC1(C)C=CC=C[CH-]1)NC(C)c1ccccc1,[H]C1=C([H])[C-]([H])C(C([H])([H])[H])(C([H])([H])C([H])(N([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])C([H])=C1[H],-1,True,True
3fb0ae657ab8fdcdb79dffe5975ebbca_elec_15,Cc1ccc(C)c(C(O)c2nc(C3=C[CH-]C(C)C=C3Cl)c[nH]2)c1,[H]OC([H])(c1c([H])c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])c1nc(C2=C([H])[C-]([H])C([H])(C([H])([H])[H])C([H])=C2Cl)c([H])n1[H],-1,True,True
5908831df84b13ef45cf052cb1948664_elec_20,CC1C=CC(CN(C)C(=O)C(C)OC(=O)c2cccc(O)c2)=C[CH-]1,[H]Oc1c([H])c([H])c([H])c(C(=O)OC([H])(C(=O)N(C([H])([H])[H])C([H])([H])C2=C([H])[C-]([H])C([H])(C([H])([H])[H])C([H])=C2[H])C([H])([H])[H])c1[H],-1,True,True
8fd220f602e2f4f9915d74566b1537bf_elec_21,COc1ccc2cc(-c3cc(O)cc(O)c3)oc2c1C[CH-]C(C)(C)CCC=C(C)C,[H]Oc1c([H])c(O[H])c([H])c(-c2oc3c(C([H])([H])[C-]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c([H])c3c2[H])c1[H],-1,True,True
856671696ecbaf63ee5d3782795e4797_elec_8,CCCNC(=O)CNC1(C)[CH-]C=C(C(=O)N2CCCCC2C)C=C1C,[H]C1=C(C([H])([H])[H])C(N([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])[C-]([H])C([H])=C1C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-1,True,True
70b0bd94d74cd5501186dd3e5fc78fc1_elec_11,CC(=O)c1cc(OCC2=C[CH-]C(C)C(C(F)(F)F)=C2)ccc1OCCCC#N,[H]C1=C(C(F)(F)F)C([H])(C([H])([H])[H])[C-]([H])C([H])=C1C([H])([H])Oc1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C#N)c(C(=O)C([H])([H])[H])c1[H],-1,True,True
83ece6bb300a3ff81305106cd0988af3_elec_19,CC1C=CC(Cl)=C[C-]1CSCc1ccc(C(=O)NCc2ccc(F)cc2)o1,[H]C1=C([H])C([H])(C([H])([H])[H])[C-](C([H])([H])SC([H])([H])c2oc(C(=O)N([H])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c2[H])C([H])=C1Cl,-1,True,True
4ec90d7d7091aa10da2495534d82f881_elec_7,COCCOC1=CC(C)[C-](CNC(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)C=C1,[H]C1=C([H])[C-](C([H])([H])N([H])C(=O)c2nc(Cl)c(Cl)c(Cl)c2Cl)C([H])(C([H])([H])[H])C([H])=C1OC([H])([H])C([H])([H])OC([H])([H])[H],-1,True,True
90c7c526587ee4f45c6832b9b1467272_elec_10,CC1C=CC(c2ccoc2C(=O)N2C3CCC2C(COc2ccc(F)cn2)C3)=C[CH-]1,[H]C1=C([H])C([H])(C([H])([H])[H])[C-]([H])C([H])=C1c1c(C(=O)N2C3([H])C([H])([H])C([H])([H])C2([H])C([H])(C([H])([H])Oc2nc([H])c(F)c([H])c2[H])C3([H])[H])oc([H])c1[H],-1,True,True
