elec_prod_name,elec_prod_smis,smiles_from_dataframe,total_charge,match_with_confs_optimized_by_orca,sanity
068ee46a701024c5834ffc377e63a14f_elec_8,CCN1CCC2=C1[CH-]C(C)C(CC(C)N)=C2C,[H][C-]1C2=C(C(C([H])([H])[H])=C(C([H])([H])C([H])(N([H])[H])C([H])([H])[H])C1([H])C([H])([H])[H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[H],-1,True,True
dd0f9263db388cdb6685011a65d7948f_elec_4,CC1=C[CH-]C(C)C=C1CCNC(=O)c1ccc2c(c1)nc1n2CCC(C)C1,[H]C1=C(C([H])([H])[H])C(C([H])([H])C([H])([H])N([H])C(=O)c2c([H])c([H])c3c(nc4n3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C4([H])[H])c2[H])=C([H])C([H])(C([H])([H])[H])[C-]1[H],-1,True,True
27738b08e05cb896da4a7f7fa680140d_elec_5,CC1(Nc2ncc3c(n2)CCCC3)C=CC=C(Cl)[CH-]1,[H]C1=C(Cl)[C-]([H])C(N([H])c2nc([H])c3c(n2)C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
236b0487db4f983822d253be328ebd26_elec_9,Cc1cccc(N[C-](S)N(C)CCN2CCOCC2)c1,[H]S[C-](N([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1[H])N(C([H])([H])[H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],-1,True,True
409b9b412a29525b3efecc06cfc12527_elec_13,CC1C=CC=C[C-]1C(CNCc1coc(-c2ccc(F)cc2)n1)c1ccccc1,[H]C1=C([H])[C-](C([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N([H])C([H])([H])c2nc(-c3c([H])c([H])c(F)c([H])c3[H])oc2[H])C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
b0eebabc6afe82171c0da50523e04248_elec_12,Cc1csc(NC(=O)C2CO[C-]3C(=CC=CC3C)O2)n1,[H]C1=C2OC([H])(C(=O)N([H])c3nc(C([H])([H])[H])c([H])s3)C([H])([H])O[C-]2C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
f1668c6df61973ec8a1f529ff34ad718_elec_20,Cc1oc(-c2ccco2)nc1CN(C)C[C@@H]1CC2=C[CH-]C(C)C=C2O1,[H]C1=C2C(=C([H])C([H])(C([H])([H])[H])[C-]1[H])O[C@]([H])(C([H])([H])N(C([H])([H])[H])C([H])([H])c1nc(-c3oc([H])c([H])c3[H])oc1C([H])([H])[H])C2([H])[H],-1,True,True
fe3ce7677f2ba275078d2e3149464bcd_elec_15,COC1=CC(NC(=O)c2ccccn2)=CC(C)[C-]1I,[H]C1=C(OC([H])([H])[H])[C-](I)C([H])(C([H])([H])[H])C([H])=C1N([H])C(=O)c1nc([H])c([H])c([H])c1[H],-1,True,True
961a2ed8b1205df6b54c73fc7d747a8e_elec_11,CC1C(Cl)=CC=C2NC(=S)[C@H](C)N=C(c3ccccc3)[C-]21,[H]C1=C2[C-](C(c3c([H])c([H])c([H])c([H])c3[H])=N[C@@]([H])(C([H])([H])[H])C(=S)N2[H])C([H])(C([H])([H])[H])C(Cl)=C1[H],-1,True,True
8af4a506d14f9273b799e9752cb374a6_elec_8,CC1N=C(SCC(=O)N(C)C2CCS(=O)(=O)C2)c2ccsc2[N-]1,[H]c1sc2c(c1[H])C(SC([H])([H])C(=O)N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])S(=O)(=O)C1([H])[H])=NC([H])(C([H])([H])[H])[N-]2,-1,True,True
7593fbe557e02e34b9a4d7044c4824cb_elec_29,CCCC1=CC(=O)OC2=CC(C)=C[C-](OC(C)C(=O)NCCCN3CCOCC3)C12C,[H]C1=C2OC(=O)C([H])=C(C([H])([H])C([H])([H])C([H])([H])[H])C2(C([H])([H])[H])[C-](OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])C([H])=C1C([H])([H])[H],-1,True,True
bfe56c57c2e2034ce47cba77c6b2531b_elec_3,CC1=CC(C)([O-])Oc2cc3c(cc21)OCCO3,[H]C1=C(C([H])([H])[H])c2c([H])c3c(c([H])c2OC1([O-])C([H])([H])[H])OC([H])([H])C([H])([H])O3,-1,False,False
466a12356a550d3b9cc19662eaedc871_elec_4,CC1=N[C-]2C(=CC=CC2C)C(=O)N1NC(=O)C1CCCCC1,[H]C1=C2C(=O)N(N([H])C(=O)C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C(C([H])([H])[H])=N[C-]2C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
e7090adc3ba2e37cb977b6d6d00c2000_elec_12,CCN(CC)CCCC(C)N[C-](N/N=C(\C)c1ccccn1)SC,[H]c1nc(/C(=N/N([H])[C-](SC([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],-1,True,True
c483f12829a3fb1304dbb961e80d5598_elec_8,CC1C=NC(P(c2ccccc2)c2ccccn2)=C[CH-]1,[H]C1=NC(P(c2nc([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])=C([H])[C-]([H])C1([H])C([H])([H])[H],-1,True,True
814f2df2270e0bc13d26bf5c66b225ed_elec_1,CC([O-])(NC12CC3CC(CC(C3)C1)C2)C12CCCC3CC(CCC31)C2,[H]N(C([O-])(C([H])([H])[H])C12C([H])([H])C([H])([H])C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C31[H])C2([H])[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C3([H])[H])C1([H])[H])C2([H])[H],-1,True,True
f856a8781fff73313541d4b941dabc32_elec_17,CCCCCn1c2c(c(=O)n(C)c1=O)N[C-](C#N)N2C,[H]N1c2c(n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(=O)n(C([H])([H])[H])c2=O)N(C([H])([H])[H])[C-]1C#N,-1,True,True
7c8593bb5c02f01af5b87b2bea2619fc_elec_14,CCCCN(C)C(=O)C1=CN(CC)[C-]2C(=CC=C(C)N2C)C1=O,[H]C1=C2C(=O)C(C(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=C([H])N(C([H])([H])C([H])([H])[H])[C-]2N(C([H])([H])[H])C(C([H])([H])[H])=C1[H],-1,True,True
a0908ca3b12716506e017d7c7ad86c3e_elec_14,CC1C=C(c2noc(CCNC(=O)C(C)(C)C)n2)C=C[CH-]1,[H]C1=C([H])[C-]([H])C([H])(C([H])([H])[H])C([H])=C1c1noc(C([H])([H])C([H])([H])N([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n1,-1,True,True
bea65729cec5aa569cf5e83a426a6760_elec_11,CC1[N-]C=CC=C1c1ccc(CO)s1,[H]OC([H])([H])c1sc(C2=C([H])C([H])=C([H])[N-]C2([H])C([H])([H])[H])c([H])c1[H],-1,True,True
499b4cc2e961c04d33f73abc0f1c16ac_elec_9,CCN(CC)CC1=C[CH-]C(C)(Cc2cc3cnc(C#N)nc3n2CC(C)(C)C)C=C1,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])c2c([H])c3c([H])nc(C#N)nc3n2C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C-]([H])C([H])=C1C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1,True,True
08f4129fa62135d4acf07e5ae6c08daa_elec_13,CO[C-](CN(C)CC(=O)Nc1ccc(C)cc1)Nc1ccc2c(c1)OCO2,[H]c1c([H])c(N([H])[C-](OC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C(=O)N([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c([H])c2c1OC([H])([H])O2,-1,True,True
5b93e15f6628362f74da4901bb8c6ace_elec_4,CC1=C[CH-]C(C)(NC(C)C(=O)N(C)Cc2cccc(F)c2)C=C1C(N)=O,[H]C1=C(C([H])([H])[H])C(C(=O)N([H])[H])=C([H])C(N([H])C([H])(C(=O)N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])C([H])([H])[H])(C([H])([H])[H])[C-]1[H],-1,True,True
5c6904f0b2850dd363677e7466ba6730_elec_12,C[C@@H](NC1=C(Nc2ccccc2)C(C)([O-])c2ccccc2C1=O)c1ccccc1,[H]c1c([H])c([H])c(N([H])C2=C(N([H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])C(=O)c3c([H])c([H])c([H])c([H])c3C2([O-])C([H])([H])[H])c([H])c1[H],-1,True,True
b077a47b660383cdd0bcc14a4a52f3de_elec_2,COC(C)([O-])c1c(C)cccc1C1CN=NC12Cc1cccc(C)c1C2=O,[H]c1c([H])c(C([H])([H])[H])c2c(c1[H])C([H])([H])C1(N=NC([H])([H])C1([H])c1c([H])c([H])c([H])c(C([H])([H])[H])c1C([O-])(OC([H])([H])[H])C([H])([H])[H])C2=O,-1,True,True
f9a319fc750a9bd4ee8f8b41d486ceb8_elec_5,CSC1=C[CH-]C(C)(C(c2ccc(OCCN(C(C)C)C(C)C)cc2)c2cccs2)C=C1,[H]C1=C([H])C(C([H])([H])[H])(C([H])(c2sc([H])c([H])c2[H])c2c([H])c([H])c(OC([H])([H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])[C-]([H])C([H])=C1SC([H])([H])[H],-1,True,True
b837be355520f6d73b87a141822cc4d2_elec_17,CC1[CH-]C=Cc2cc(S(=O)(=O)NCCCN3CCOCC3)ccc21,[H]C1=C([H])[C-]([H])C([H])(C([H])([H])[H])c2c([H])c([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c21,-1,True,True
e17f8234ca0e74cc96422c412095c30e_elec_4,CCO[C-]1C(C(=O)NCC2(N3CCN(C(C)C)CC3)CCCCC2)=CC=CC1C,[H]C1=C(C(=O)N([H])C([H])([H])C2(N3C([H])([H])C([H])([H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])[C-](OC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
a7d18b7d638fbc8023d252e120d56c35_elec_14,COC(=O)c1cccc(C(=O)C2=C[CH-]C(C)(c3ccccc3)S2)c1,[H]C1=C(C(=O)c2c([H])c([H])c([H])c(C(=O)OC([H])([H])[H])c2[H])SC(c2c([H])c([H])c([H])c([H])c2[H])(C([H])([H])[H])[C-]1[H],-1,True,True
f96f6e3cd1b7d4e6ce484e0c788592db_elec_5,CO[S-](=O)(CS(=O)(=O)c1ccc(Br)cc1)C(F)(F)F,[H]c1c([H])c(S(=O)(=O)C([H])([H])[S-](=O)(OC([H])([H])[H])C(F)(F)F)c([H])c([H])c1Br,-1,True,True
162539dc035b2ac672f8286e16b144b4_elec_6,Cc1ccc(NC(C)([O-])CSc2nnc(CNC(=O)c3ccco3)n2C)cc1,[H]c1oc(C(=O)N([H])C([H])([H])c2nnc(SC([H])([H])C([O-])(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])[H])n2C([H])([H])[H])c([H])c1[H],-1,True,True
306f14b148686b0d0b870df8cbfbd58e_elec_11,CC(OC(=O)Cc1coc2c1=C[C-]1CCCC1(C)C=2)C(=O)NC(N)=O,[H]C1=c2oc([H])c(C([H])([H])C(=O)OC([H])(C(=O)N([H])C(=O)N([H])[H])C([H])([H])[H])c2=C([H])[C-]2C([H])([H])C([H])([H])C([H])([H])C12C([H])([H])[H],-1,True,True
60442b593dcb506a02dd529ad5f0472f_elec_16,CN1C(C(=O)NCC(C)(C)c2ccc(F)cc2)=CN=C2C=CC=C[C-]21,[H]C1=C(C(=O)N([H])C([H])([H])C(c2c([H])c([H])c(F)c([H])c2[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])[C-]2C(=N1)C([H])=C([H])C([H])=C2[H],-1,True,True
f9268115d790e96fa20920ebd83100ce_elec_17,CCCC(=O)NCC1CCc2cccc3c2[C-]1C(C)(OC)C=C3,[H]C1=C([H])C(OC([H])([H])[H])(C([H])([H])[H])[C-]2c3c1c([H])c([H])c([H])c3C([H])([H])C([H])([H])C2([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],-1,True,True
06227d481f73be8bdbb5399af915aedf_elec_18,CCC(C)[C@H](NC[C@@H](N)CS)C(=O)NCC1=C[CH-]C(C)(C)C=C1C,[H]SC([H])([H])[C@]([H])(N([H])[H])C([H])([H])N([H])[C@]([H])(C(=O)N([H])C([H])([H])C1=C([H])[C-]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])=C1C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1,True,True
4f9cda3937a3aeb4e0dd3b8ec1fa5a39_elec_6,CC(C)(C)C1=CC(C)(c2noc(N=C(N)N)n2)[CH-]C(C(C)(C)C)=C1O,[H]OC1=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C-]([H])C(c2noc(N=C(N([H])[H])N([H])[H])n2)(C([H])([H])[H])C([H])=C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-1,True,True
dfd411594a44d7c99c4b19628dac56fe_elec_27,COc1ccc(OC)c(CNC(=O)NC2=CN(CC(C)C)C(=O)C3=CC=CC(C)[C-]23)c1,[H]C1=C2C(=O)N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C(N([H])C(=O)N([H])C([H])([H])c3c([H])c(OC([H])([H])[H])c([H])c([H])c3OC([H])([H])[H])[C-]2C([H])(C([H])([H])[H])C([H])=C1[H],-1,True,True
9e73304f9aeab17b829e7da0f7fdefa2_elec_18,CC1C=C(C2C(C#N)=C(N)Nc3nc4ccccc4n32)C=C[CH-]1,[H]C1=C([H])[C-]([H])C([H])(C([H])([H])[H])C([H])=C1C1([H])C(C#N)=C(N([H])[H])N([H])c2nc3c([H])c([H])c([H])c([H])c3n21,-1,True,True
14e325f483d06c3efe3dd22f3fa0db00_elec_3,CC[C-]1C=CC(NC(=O)Cc2c(C(=O)O)c(C)cn2C)=CC1C,[H]OC(=O)c1c(C([H])([H])[H])c([H])n(C([H])([H])[H])c1C([H])([H])C(=O)N([H])C1=C([H])C([H])(C([H])([H])[H])[C-](C([H])([H])C([H])([H])[H])C([H])=C1[H],-1,True,True
baaba0cf5fabf7fa5d5b92117c2c430b_elec_9,CCCCCn1c(C)c(C(C)([O-])c2ccc(CC)c3ccccc23)c2ccccc21,[H]c1c([H])c([H])c2c(C([O-])(c3c(C([H])([H])[H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])[H])c([H])c([H])c(C([H])([H])C([H])([H])[H])c2c1[H],-1,True,True
7029c13850bf9dd6f0d22a03372fbc2d_elec_4,COC1=CC(C)(CN(C)C(=O)Cc2c(C)nn(C)c2C)[CH-]C=C1OC(F)F,[H]C1=C(OC([H])(F)F)C(OC([H])([H])[H])=C([H])C(C([H])([H])[H])(C([H])([H])N(C(=O)C([H])([H])c2c(C([H])([H])[H])nn(C([H])([H])[H])c2C([H])([H])[H])C([H])([H])[H])[C-]1[H],-1,True,True
58d9131bdbc708ad358ef090045bfc32_elec_5,C#CCO[C-]1C(OC)=CC(CCNC(=O)C(OCC#C)c2cccc(Br)c2)=CC1C,[H]C#CC([H])([H])O[C-]1C(OC([H])([H])[H])=C([H])C(C([H])([H])C([H])([H])N([H])C(=O)C([H])(OC([H])([H])C#C[H])c2c([H])c([H])c([H])c(Br)c2[H])=C([H])C1([H])C([H])([H])[H],-1,True,True
f2febc1d8715d3eadc5ad7ddca58a5bd_elec_27,COCCNC(=O)CN1C=Nc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2C1(C)[O-],[H]C1=Nc2sc(C([H])([H])[H])c(S(=O)(=O)N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c2C([O-])(C([H])([H])[H])N1C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])OC([H])([H])[H],-1,True,True
d8ad63ea68ca4ed10280f1f8ebac8a56_elec_14,CCOP(=O)(/C=C/C1=CC=C(F)[C-](Br)C1C)OCC,[H]C1=C(F)[C-](Br)C([H])(C([H])([H])[H])C(/C([H])=C(\[H])P(=O)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])=C1[H],-1,True,True
67aac3d63698f679593c9415713c2fcd_elec_7,CC(=O)N1N=C([C-]2C=CC(N)=CC2C)CC1c1ccc(-c2ccc(Cl)c(Cl)c2)o1,[H]C1=C([H])[C-](C2=NN(C(=O)C([H])([H])[H])C([H])(c3oc(-c4c([H])c([H])c(Cl)c(Cl)c4[H])c([H])c3[H])C2([H])[H])C([H])(C([H])([H])[H])C([H])=C1N([H])[H],-1,True,True
7ce9d901b542a0a0e4ddc663f722b30a_elec_8,C/N=C1\S/C(=C\C2=C(C)N(Cc3ccc(F)cc3F)C(C)(C)[CH-]2)C(=O)N1C,[H]/C(C1=C(C([H])([H])[H])N(C([H])([H])c2c([H])c([H])c(F)c([H])c2F)C(C([H])([H])[H])(C([H])([H])[H])[C-]1[H])=C1/S/C(=N\C([H])([H])[H])N(C([H])([H])[H])C1=O,-1,True,True
0c84e602e4a25df2394152782ce68bc2_elec_10,CC(=O)N1CCN(C(=O)CC2(C)C=CC=C[CH-]2)[C@@H](CN2CC[C@@H](O)C2)C1,[H]O[C@@]1([H])C([H])([H])N(C([H])([H])[C@]2([H])N(C(=O)C([H])([H])C3(C([H])([H])[H])C([H])=C([H])C([H])=C([H])[C-]3[H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C2([H])[H])C([H])([H])C1([H])[H],-1,True,True
27b0358657435b86baf0d669a594912f_elec_24,CCCS(=O)(=O)NC1=CC=C(F)[C-](C(=O)Nc2cnc(N)c(Br)c2)C1(C)F,[H]C1=C(F)[C-](C(=O)N([H])c2c([H])nc(N([H])[H])c(Br)c2[H])C(F)(C([H])([H])[H])C(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])[H])=C1[H],-1,False,False
31f1796b70baf41a3ea29f96e5cd09f1_elec_6,CC(c1c(F)c(F)c(F)c(F)c1F)[c-]1sc(=O)[nH]c1=O,[H]n1c(=O)s[c-](C([H])(c2c(F)c(F)c(F)c(F)c2F)C([H])([H])[H])c1=O,-1,True,True
c1a7f44d967c72906e96d8184e9f56e6_elec_4,CC1(C)CC(=O)C2=C(C1)OC1=C(C2c2ccccc2Cl)C(C)([O-])CC(C)(C)C1,[H]c1c([H])c([H])c(C2([H])C3=C(OC4=C2C([O-])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C4([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C3=O)c(Cl)c1[H],-1,True,True
27124883e8cc39cbf1f582dcc415ff90_elec_4,CCO[C-](CCc1c(C)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2oc1=O)OC,[H]c1c([H])c(C([H])([H])Oc2c([H])c([H])c3c(C([H])([H])[H])c(C([H])([H])C([H])([H])[C-](OC([H])([H])[H])OC([H])([H])C([H])([H])[H])c(=O)oc3c2[H])c([H])c([H])c1[N+](=O)[O-],-1,True,True
13b7f12dc8cad475c6962ac5d02d2406_elec_1,CC1(C)C=CN(Cc2c(F)cccc2F)c2nc(-c3c(F)cccc3F)n[c-]21,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])[c-]2nc(-c3c(F)c([H])c([H])c([H])c3F)nc2N1C([H])([H])c1c(F)c([H])c([H])c([H])c1F,-1,True,True
dc227ce71ab1076dd9278333319e1aae_elec_1,CC([O-])c1cccc(OC(=O)c2ccc(Cl)cc2Cl)c1,[H]c1c([H])c(OC(=O)c2c([H])c([H])c(Cl)c([H])c2Cl)c([H])c(C([H])([O-])C([H])([H])[H])c1[H],-1,True,True
202e6172a8cdb8561519ca9be4599962_elec_14,COc1ccc(N(C(=O)N(C)C)C2=NN(C)[C-](c3ccccc3)S2)cc1OC,[H]c1c([H])c([H])c([C-]2SC(N(C(=O)N(C([H])([H])[H])C([H])([H])[H])c3c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c3[H])=NN2C([H])([H])[H])c([H])c1[H],-1,True,True
e7815dec5e9f4fb4c0a3d271d6c7bc08_elec_3,CC1N=C(N)n2nc(-c3ccco3)nc2[C-]1C(=O)NCCc1ccccc1,[H]c1oc(-c2nc3n(n2)C(N([H])[H])=NC([H])(C([H])([H])[H])[C-]3C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],-1,True,True
940bfa5e850916c76c6c816e546dfee9_elec_16,COCO[C@H]([C@@H](C)C=C(Br)Br)[C@@H](C)COCC1(C)C=CC(OC)=C[CH-]1,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])OC([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(OC([H])([H])OC([H])([H])[H])[C@]([H])(C([H])=C(Br)Br)C([H])([H])[H])[C-]([H])C([H])=C1OC([H])([H])[H],-1,True,True
89b668be878565bf848ee9cfdb8e1e21_elec_5,CC1N=C(NC(=O)C2COc3ccccc3C2)S[C-]1Cc1ccccc1,[H]c1c([H])c([H])c(C([H])([H])[C-]2SC(N([H])C(=O)C3([H])C([H])([H])Oc4c([H])c([H])c([H])c([H])c4C3([H])[H])=NC2([H])C([H])([H])[H])c([H])c1[H],-1,True,True
1d58d70fc065c3a8f5c7985ec1058869_elec_0,CC1C=c2ncn(-c3ccc(-c4ccnc5ncnn45)cc3)c2=C[CH-]1,[H]C1=c2nc([H])n(-c3c([H])c([H])c(-c4c([H])c([H])nc5nc([H])nn45)c([H])c3[H])c2=C([H])[C-]([H])C1([H])C([H])([H])[H],-1,True,True
1b1bab31e58d6ca8b2bb51f7d61a043a_elec_15,CC1C=C(Br)C=C[C-]1NC(=O)C(=O)NCc1ccc(Cl)cc1,[H]C1=C([H])[C-](N([H])C(=O)C(=O)N([H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])C([H])(C([H])([H])[H])C([H])=C1Br,-1,True,True
47ef194aad83fd0cf5fd64441cc2def1_elec_4,CCO[C-]1C(CNCCCSc2nnnn2C)=CC(Cl)=CC1C,[H]C1=C(C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])Sc2nnnn2C([H])([H])[H])[C-](OC([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])=C1Cl,-1,True,True
407b18b4a62baf69ca93a9bc9a85b8d1_elec_16,CCC(C)(C)C1=CC=C(OCC(=O)N(C)C)C(C)(C(C)(C)CC)[CH-]1,[H]C1=C(OC([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C-]([H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])=C1[H],-1,True,True
11433f418054f4bbb20d328698dc6531_elec_19,CC(C)S(=O)(=O)Nc1ccc(N(C)S(=O)(=O)C2=C[CH-]C(C)(F)C=C2)cc1,[H]C1=C([H])C(F)(C([H])([H])[H])[C-]([H])C([H])=C1S(=O)(=O)N(c1c([H])c([H])c(N([H])S(=O)(=O)C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H])C([H])([H])[H],-1,False,False
cf1b6d0d40e4b8539cb78853315b6859_elec_20,COC1=C2C=C(C(=O)c3ccc(OC)nc3)N[C-]2C(C)C(OC)=C1OC,[H]C1=C(C(=O)c2c([H])nc(OC([H])([H])[H])c([H])c2[H])N([H])[C-]2C1=C(OC([H])([H])[H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C2([H])C([H])([H])[H],-1,True,True
5bdc7ffcf8715150d3480b2c249047d3_elec_7,CO[C-](CCC(=O)N1CCCC1=O)N1CCCC1=O,[H]C([H])([H])O[C-](N1C(=O)C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])C(=O)N1C(=O)C([H])([H])C([H])([H])C1([H])[H],-1,True,True
57ed74104604863642f761f36854fac9_elec_5,CC12[CH-]C3=C(C=C1C(=O)CCC2)CC1(C3)Cc2ccc3c(c2C1)C(=O)CCC3,[H]C1=C2C(=O)C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])[C-]([H])C2=C1C([H])([H])C1(C2([H])[H])C([H])([H])c2c([H])c([H])c3c(c2C1([H])[H])C(=O)C([H])([H])C([H])([H])C3([H])[H],-1,True,True
c7f5884901a80fa9520b849eb609f1a4_elec_2,C[C-]1C=C(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)N=CC1C,[H]OC(=O)C([H])([H])c1c(C(=O)C2=C([H])[C-](C([H])([H])[H])C([H])(C([H])([H])[H])C([H])=N2)n([H])c2c([H])c(F)c([H])c([H])c12,-1,True,True
c7265a44345ff029ac232ef531d824d9_elec_12,CCc1ccc(CCC2=N[C-](O)C(C)C(O)=N2)cc1,[H]OC1=NC(C([H])([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])[H])c([H])c2[H])=N[C-](O[H])C1([H])C([H])([H])[H],-1,True,True
d7909658153c80d05e81f97d5dbe45b5_elec_11,CCCC1NC(=S)N(C2=C[CH-]C(C)C=C2)N1,[H]C1=C([H])C([H])(C([H])([H])[H])[C-]([H])C([H])=C1N1C(=S)N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])N1[H],-1,True,True
34f89786f26d4203ef0c65d8ec3993e7_elec_10,CC1(c2c3ccc(=O)cc-3oc3cc(O)ccc23)[CH-]C(C(=O)O)=CC=C1C(=O)O,[H]OC(=O)C1=C([H])C([H])=C(C(=O)O[H])C(c2c3c([H])c([H])c(=O)c([H])c-3oc3c([H])c(O[H])c([H])c([H])c23)(C([H])([H])[H])[C-]1[H],-1,True,True
e4ab969eb873c2a91d0063d46231aa44_elec_10,CO[C-](Nc1c(C)cccc1C)c1sc2nc3c(cc2c1N)C(=O)CCC3,[H]c1c([H])c(C([H])([H])[H])c(N([H])[C-](OC([H])([H])[H])c2sc3nc4c(c([H])c3c2N([H])[H])C(=O)C([H])([H])C([H])([H])C4([H])[H])c(C([H])([H])[H])c1[H],-1,True,True
acb107a4619e97682127349d88703564_elec_12,CC1C=CC=C(c2cn3c(O)nc4c(c3n2)CNCC4)[C-]1F,[H]Oc1nc2c(c3nc(C4=C([H])C([H])=C([H])C([H])(C([H])([H])[H])[C-]4F)c([H])n13)C([H])([H])N([H])C([H])([H])C2([H])[H],-1,True,True
fc215a89690930a6365fa272870da513_elec_7,Cn1cc(NC(=O)C2(C)C=NN3C=CC(N[C@@H]4CCCC[C@@H]4N)=N[C-]32)cn1,[H]C1=NN2C([H])=C([H])C(N([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]3([H])N([H])[H])=N[C-]2C1(C(=O)N([H])c1c([H])nn(C([H])([H])[H])c1[H])C([H])([H])[H],-1,True,True
