name,success,total_energy_kjmol,heat_of_formation_kcalmol,charge,method,solvent_model,dielectric_constant,source_out,n_atoms,sdf_path,elec_sites,MAA Values [kJ/mol],split
224f666b2b3fcb01fcbaedbf1a9af772,True,-918.10135,-219.43149,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/224f666b2b3fcb01fcbaedbf1a9af772_elec_1.out,34,./mopac_optimized/mopac_opt/parsed_sdf/224f666b2b3fcb01fcbaedbf1a9af772_elec_1.sdf,1,76.87637000000007,train
227136af5892d60f879eec22471f8fd4,True,-239.61769,-57.27,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/227136af5892d60f879eec22471f8fd4_elec_24.out,55,./mopac_optimized/mopac_opt/parsed_sdf/227136af5892d60f879eec22471f8fd4_elec_24.sdf,24,125.76052,train
227d1da5feec4c2b5923655e798be6dc,True,-482.11566,-115.22841,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/227d1da5feec4c2b5923655e798be6dc_elec_5.out,43,./mopac_optimized/mopac_opt/parsed_sdf/227d1da5feec4c2b5923655e798be6dc_elec_5.sdf,5,153.34100999999998,train
22978cb4645cf9962c99355b1276ff78,True,-859.7187,-205.4777,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22978cb4645cf9962c99355b1276ff78_elec_8.out,52,./mopac_optimized/mopac_opt/parsed_sdf/22978cb4645cf9962c99355b1276ff78_elec_8.sdf,8,147.0640400000001,train
22b64aa2410ec1db1efcdfe0c943e8da,True,-1022.56893,-244.39984,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22b64aa2410ec1db1efcdfe0c943e8da_elec_20.out,41,./mopac_optimized/mopac_opt/parsed_sdf/22b64aa2410ec1db1efcdfe0c943e8da_elec_20.sdf,20,296.55932999999993,train
22c85ec3ef177b78ee504f244c92095c,True,-611.65313,-146.18861,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22c85ec3ef177b78ee504f244c92095c_elec_13.out,61,./mopac_optimized/mopac_opt/parsed_sdf/22c85ec3ef177b78ee504f244c92095c_elec_13.sdf,13,46.45573999999999,train
22cd734c7a1a1b70ee047e1b9102aa22,True,-546.66937,-130.65712,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22cd734c7a1a1b70ee047e1b9102aa22_elec_17.out,49,./mopac_optimized/mopac_opt/parsed_sdf/22cd734c7a1a1b70ee047e1b9102aa22_elec_17.sdf,17,106.83873999999996,train
22d4638d2ef28373e4505b6d97a8d444,True,-747.58748,-178.6777,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22d4638d2ef28373e4505b6d97a8d444_elec_16.out,55,./mopac_optimized/mopac_opt/parsed_sdf/22d4638d2ef28373e4505b6d97a8d444_elec_16.sdf,16,123.92483000000004,test
22e005107639b60fd6a4cf750043ce15,True,-569.24432,-136.05266,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/22e005107639b60fd6a4cf750043ce15_elec_17.out,55,./mopac_optimized/mopac_opt/parsed_sdf/22e005107639b60fd6a4cf750043ce15_elec_17.sdf,17,124.85522000000005,val
231a5b56a1b4ce3674e03df90b03c4ff,True,-955.94392,-228.47608,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/231a5b56a1b4ce3674e03df90b03c4ff_elec_9.out,60,./mopac_optimized/mopac_opt/parsed_sdf/231a5b56a1b4ce3674e03df90b03c4ff_elec_9.sdf,9,168.5772700000001,train
232c05f50190f31cf86c630b8fd753e1,True,-388.66089,-92.89218,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/232c05f50190f31cf86c630b8fd753e1_elec_3.out,43,./mopac_optimized/mopac_opt/parsed_sdf/232c05f50190f31cf86c630b8fd753e1_elec_3.sdf,3,135.3764,train
233317c6049c2d502424450f3c4f7407,True,-41.95681,-10.02792,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/233317c6049c2d502424450f3c4f7407_elec_28.out,59,./mopac_optimized/mopac_opt/parsed_sdf/233317c6049c2d502424450f3c4f7407_elec_28.sdf,28,233.8398,train
233cf10fabe543f38c362c8407369401,True,-624.64187,-149.29299,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/233cf10fabe543f38c362c8407369401_elec_2.out,62,./mopac_optimized/mopac_opt/parsed_sdf/233cf10fabe543f38c362c8407369401_elec_2.sdf,2,108.81663000000005,train
234c714145fea000ef62235be1398935,True,-167.44048,-40.01923,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/234c714145fea000ef62235be1398935_elec_9.out,43,./mopac_optimized/mopac_opt/parsed_sdf/234c714145fea000ef62235be1398935_elec_9.sdf,9,174.53038,train
2362302af60e95a2a86b03d210b4e498,True,-234.92315,-56.14798,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2362302af60e95a2a86b03d210b4e498_elec_6.out,51,./mopac_optimized/mopac_opt/parsed_sdf/2362302af60e95a2a86b03d210b4e498_elec_6.sdf,6,83.98066,train
2366e9584e57a175ae0e05d0289ef155,True,-257.8258,-61.62185,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2366e9584e57a175ae0e05d0289ef155_elec_11.out,48,./mopac_optimized/mopac_opt/parsed_sdf/2366e9584e57a175ae0e05d0289ef155_elec_11.sdf,11,106.45105,train
2391e316af34f68344f82e76d66f80e5,True,144.45752,34.52618,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2391e316af34f68344f82e76d66f80e5_elec_3.out,53,./mopac_optimized/mopac_opt/parsed_sdf/2391e316af34f68344f82e76d66f80e5_elec_3.sdf,3,198.27763000000004,test
239a6e600cfd64c84c9303db995dd2b8,True,-537.15659,-128.38351,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/239a6e600cfd64c84c9303db995dd2b8_elec_16.out,55,./mopac_optimized/mopac_opt/parsed_sdf/239a6e600cfd64c84c9303db995dd2b8_elec_16.sdf,16,182.39028000000008,test
239e944ebbaa7288acefbca92579906c,True,-531.22941,-126.96688,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/239e944ebbaa7288acefbca92579906c_elec_16.out,62,./mopac_optimized/mopac_opt/parsed_sdf/239e944ebbaa7288acefbca92579906c_elec_16.sdf,16,71.28173000000004,train
23ca2fb890e692dc3911c5e3db7e022f,True,-172.35176,-41.19306,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/23ca2fb890e692dc3911c5e3db7e022f_elec_0.out,45,./mopac_optimized/mopac_opt/parsed_sdf/23ca2fb890e692dc3911c5e3db7e022f_elec_0.sdf,0,-41.01873999999998,val
23d4709d6757624c83a68cdc223c8923,True,-711.00378,-169.93398,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/23d4709d6757624c83a68cdc223c8923_elec_7.out,50,./mopac_optimized/mopac_opt/parsed_sdf/23d4709d6757624c83a68cdc223c8923_elec_7.sdf,7,205.28854,train
23e8d1660f4fbdfb7ddfc1230b3ac5d9,True,-738.1558,-176.42347,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/23e8d1660f4fbdfb7ddfc1230b3ac5d9_elec_10.out,44,./mopac_optimized/mopac_opt/parsed_sdf/23e8d1660f4fbdfb7ddfc1230b3ac5d9_elec_10.sdf,10,281.16298,train
23f26ca7c87cb7c921a0e0123d14ce6b,True,-1832.76631,-438.04166,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/23f26ca7c87cb7c921a0e0123d14ce6b_elec_7.out,54,./mopac_optimized/mopac_opt/parsed_sdf/23f26ca7c87cb7c921a0e0123d14ce6b_elec_7.sdf,7,114.00522999999998,test
23f73d2f067bca3e7fce725520a57a06,True,24.55682,5.86922,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/23f73d2f067bca3e7fce725520a57a06_elec_11.out,55,./mopac_optimized/mopac_opt/parsed_sdf/23f73d2f067bca3e7fce725520a57a06_elec_11.sdf,11,100.06622,train
2419d43ba00dc46c04054947d1ce874c,True,-744.60901,-177.96583,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2419d43ba00dc46c04054947d1ce874c_elec_21.out,54,./mopac_optimized/mopac_opt/parsed_sdf/2419d43ba00dc46c04054947d1ce874c_elec_21.sdf,21,129.64512000000002,test
241fd15f13add45819886cc6b55a8eaa,True,-820.12076,-196.01357,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/241fd15f13add45819886cc6b55a8eaa_elec_5.out,51,./mopac_optimized/mopac_opt/parsed_sdf/241fd15f13add45819886cc6b55a8eaa_elec_5.sdf,5,184.25133000000005,train
2425846c1afec4f3b9225bdc2691455d,True,-798.63545,-190.87845,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2425846c1afec4f3b9225bdc2691455d_elec_20.out,42,./mopac_optimized/mopac_opt/parsed_sdf/2425846c1afec4f3b9225bdc2691455d_elec_20.sdf,20,283.70596,train
242b9b210f8b24206a3d4e9c4d701154,True,-453.47051,-108.38205,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/242b9b210f8b24206a3d4e9c4d701154_elec_18.out,36,./mopac_optimized/mopac_opt/parsed_sdf/242b9b210f8b24206a3d4e9c4d701154_elec_18.sdf,18,219.81895,train
243a233c420474128e54d7ae1171a294,True,-447.15546,-106.87272,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/243a233c420474128e54d7ae1171a294_elec_11.out,51,./mopac_optimized/mopac_opt/parsed_sdf/243a233c420474128e54d7ae1171a294_elec_11.sdf,11,282.72678,train
24555155125829ecfaa1c1466e813671,True,-296.29365,-70.81588,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24555155125829ecfaa1c1466e813671_elec_9.out,38,./mopac_optimized/mopac_opt/parsed_sdf/24555155125829ecfaa1c1466e813671_elec_9.sdf,9,177.82306,train
245c4cb96c8ad9ea1fea07f19ea4d035,True,-917.189,-219.21343,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/245c4cb96c8ad9ea1fea07f19ea4d035_elec_26.out,63,./mopac_optimized/mopac_opt/parsed_sdf/245c4cb96c8ad9ea1fea07f19ea4d035_elec_26.sdf,26,128.84519999999986,train
2469e4c358a8c1e47c38f415ed8bdda2,True,-332.53245,-79.47716,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2469e4c358a8c1e47c38f415ed8bdda2_elec_8.out,70,./mopac_optimized/mopac_opt/parsed_sdf/2469e4c358a8c1e47c38f415ed8bdda2_elec_8.sdf,8,62.154330000000016,train
246d6fdf068298000288400d171807ab,True,-784.43016,-187.48331,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/246d6fdf068298000288400d171807ab_elec_5.out,28,./mopac_optimized/mopac_opt/parsed_sdf/246d6fdf068298000288400d171807ab_elec_5.sdf,5,203.63567,train
247b9f531642ecd17c62e7bbdf3999ce,True,-319.81943,-76.43868,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/247b9f531642ecd17c62e7bbdf3999ce_elec_16.out,54,./mopac_optimized/mopac_opt/parsed_sdf/247b9f531642ecd17c62e7bbdf3999ce_elec_16.sdf,16,100.86086,train
2483acdf769bd2d14b96857dab9c4fc6,True,-593.59318,-141.87217,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2483acdf769bd2d14b96857dab9c4fc6_elec_3.out,52,./mopac_optimized/mopac_opt/parsed_sdf/2483acdf769bd2d14b96857dab9c4fc6_elec_3.sdf,3,118.85600999999996,test
248c57823d3c95dfe34dc4d67de4824d,True,-233.20482,-55.73729,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/248c57823d3c95dfe34dc4d67de4824d_elec_20.out,44,./mopac_optimized/mopac_opt/parsed_sdf/248c57823d3c95dfe34dc4d67de4824d_elec_20.sdf,20,73.25474,train
2497c8a898082784b04342e83ced579a,True,-726.15555,-173.55534,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2497c8a898082784b04342e83ced579a_elec_15.out,50,./mopac_optimized/mopac_opt/parsed_sdf/2497c8a898082784b04342e83ced579a_elec_15.sdf,15,269.82688999999993,train
24a0a4fa3fc7e84ceecf8416a16f220d,True,-457.64217,-109.3791,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24a0a4fa3fc7e84ceecf8416a16f220d_elec_4.out,43,./mopac_optimized/mopac_opt/parsed_sdf/24a0a4fa3fc7e84ceecf8416a16f220d_elec_4.sdf,4,8.731020000000001,train
24a933490871f424cd2bfc00554457b1,True,-850.09895,-203.17853,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24a933490871f424cd2bfc00554457b1_elec_18.out,48,./mopac_optimized/mopac_opt/parsed_sdf/24a933490871f424cd2bfc00554457b1_elec_18.sdf,18,156.4598299999999,train
24dcd6110bfa737ccfd3980e9d8a0f44,True,-150.08122,-35.87027,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24dcd6110bfa737ccfd3980e9d8a0f44_elec_12.out,38,./mopac_optimized/mopac_opt/parsed_sdf/24dcd6110bfa737ccfd3980e9d8a0f44_elec_12.sdf,12,124.03743,train
24e0c5d26c02b231ec469562c6d962d0,True,-598.99808,-143.16398,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24e0c5d26c02b231ec469562c6d962d0_elec_2.out,61,./mopac_optimized/mopac_opt/parsed_sdf/24e0c5d26c02b231ec469562c6d962d0_elec_2.sdf,2,119.52961999999997,train
24f4ef1ed640c9f90f21faab53ecbb90,True,-298.60052,-71.36724,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24f4ef1ed640c9f90f21faab53ecbb90_elec_13.out,41,./mopac_optimized/mopac_opt/parsed_sdf/24f4ef1ed640c9f90f21faab53ecbb90_elec_13.sdf,13,205.43567,train
24f6c3ca0aa3d35e7a3400268523b945,True,-402.1727,-96.12158,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24f6c3ca0aa3d35e7a3400268523b945_elec_13.out,68,./mopac_optimized/mopac_opt/parsed_sdf/24f6c3ca0aa3d35e7a3400268523b945_elec_13.sdf,13,86.67036000000002,train
24f74911d6a1c59e32fffdc5f2262836,True,-984.7678,-235.36515,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24f74911d6a1c59e32fffdc5f2262836_elec_15.out,41,./mopac_optimized/mopac_opt/parsed_sdf/24f74911d6a1c59e32fffdc5f2262836_elec_15.sdf,15,156.25164000000007,train
24ff9c515d5f86e90a1c0a51bdd673f3,True,-395.90508,-94.62359,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/24ff9c515d5f86e90a1c0a51bdd673f3_elec_22.out,52,./mopac_optimized/mopac_opt/parsed_sdf/24ff9c515d5f86e90a1c0a51bdd673f3_elec_22.sdf,22,152.8636,train
251135f6fd08f8e45c4ec89f3ffda697,True,-1197.35137,-286.17385,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/251135f6fd08f8e45c4ec89f3ffda697_elec_25.out,55,./mopac_optimized/mopac_opt/parsed_sdf/251135f6fd08f8e45c4ec89f3ffda697_elec_25.sdf,25,121.27562000000012,train
25154a5aea5eab2d79adb523f20132fc,True,-979.11259,-234.01353,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25154a5aea5eab2d79adb523f20132fc_elec_18.out,47,./mopac_optimized/mopac_opt/parsed_sdf/25154a5aea5eab2d79adb523f20132fc_elec_18.sdf,18,160.37187999999992,train
251771b845d20ac1fe6a97190f37c6d8,True,-879.69926,-210.25317,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/251771b845d20ac1fe6a97190f37c6d8_elec_6.out,70,./mopac_optimized/mopac_opt/parsed_sdf/251771b845d20ac1fe6a97190f37c6d8_elec_6.sdf,6,26.37406999999996,train
252078d5bd48f2fe40a71bf652de9a70,True,-415.90549,-99.4038,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/252078d5bd48f2fe40a71bf652de9a70_elec_20.out,44,./mopac_optimized/mopac_opt/parsed_sdf/252078d5bd48f2fe40a71bf652de9a70_elec_20.sdf,20,138.5401,train
252255974bf38643ee75da8a991dff42,True,-413.26103,-98.77176,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/252255974bf38643ee75da8a991dff42_elec_15.out,51,./mopac_optimized/mopac_opt/parsed_sdf/252255974bf38643ee75da8a991dff42_elec_15.sdf,15,126.62749000000002,train
25393188dab735bcf667ba6beb188480,True,-155.65011,-37.20127,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25393188dab735bcf667ba6beb188480_elec_10.out,42,./mopac_optimized/mopac_opt/parsed_sdf/25393188dab735bcf667ba6beb188480_elec_10.sdf,10,143.42673000000002,train
258025b470746051903075cd27e52840,True,-595.70034,-142.3758,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/258025b470746051903075cd27e52840_elec_22.out,49,./mopac_optimized/mopac_opt/parsed_sdf/258025b470746051903075cd27e52840_elec_22.sdf,22,105.57151,train
258d8bcefed30f7aef69e4c78f613cfb,True,-1376.54943,-329.00321,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/258d8bcefed30f7aef69e4c78f613cfb_elec_5.out,41,./mopac_optimized/mopac_opt/parsed_sdf/258d8bcefed30f7aef69e4c78f613cfb_elec_5.sdf,5,211.5831000000001,train
25923d6fb513bcce5a64293670b590c8,True,-991.512,-236.97706,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25923d6fb513bcce5a64293670b590c8_elec_4.out,47,./mopac_optimized/mopac_opt/parsed_sdf/25923d6fb513bcce5a64293670b590c8_elec_4.sdf,4,285.5584899999999,train
259aa007b68c1a3e24b2c38a3202e72a,True,121.94338,29.14517,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/259aa007b68c1a3e24b2c38a3202e72a_elec_3.out,47,./mopac_optimized/mopac_opt/parsed_sdf/259aa007b68c1a3e24b2c38a3202e72a_elec_3.sdf,3,133.94283,train
25a1ee88687c3983643ca6e0d89b08d3,True,-1139.78951,-272.41623,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25a1ee88687c3983643ca6e0d89b08d3_elec_9.out,60,./mopac_optimized/mopac_opt/parsed_sdf/25a1ee88687c3983643ca6e0d89b08d3_elec_9.sdf,9,160.20023000000015,train
25aceaca7c33b08bc56fc58430e26b23,True,-1079.18498,-257.9314,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25aceaca7c33b08bc56fc58430e26b23_elec_19.out,51,./mopac_optimized/mopac_opt/parsed_sdf/25aceaca7c33b08bc56fc58430e26b23_elec_19.sdf,19,60.23046,train
25b6ac8de48179d0e3729d7bf92c27e4,True,-448.53671,-107.20285,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25b6ac8de48179d0e3729d7bf92c27e4_elec_3.out,49,./mopac_optimized/mopac_opt/parsed_sdf/25b6ac8de48179d0e3729d7bf92c27e4_elec_3.sdf,3,248.40533,train
25c496a08c9861504d041d4078a16456,True,-569.76111,-136.17617,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25c496a08c9861504d041d4078a16456_elec_24.out,63,./mopac_optimized/mopac_opt/parsed_sdf/25c496a08c9861504d041d4078a16456_elec_24.sdf,24,-35.37330999999995,train
25c4b5b151869f40656bf2dd3eab8917,True,-792.42447,-189.39399,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25c4b5b151869f40656bf2dd3eab8917_elec_2.out,49,./mopac_optimized/mopac_opt/parsed_sdf/25c4b5b151869f40656bf2dd3eab8917_elec_2.sdf,2,130.04768,train
25c6975c61edafd7c8acd814e0316b32,True,-249.75747,-59.69347,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25c6975c61edafd7c8acd814e0316b32_elec_12.out,57,./mopac_optimized/mopac_opt/parsed_sdf/25c6975c61edafd7c8acd814e0316b32_elec_12.sdf,12,65.60102,train
25cfea63b376d4158d85f3856f87ee90,True,-468.73093,-112.02938,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25cfea63b376d4158d85f3856f87ee90_elec_4.out,48,./mopac_optimized/mopac_opt/parsed_sdf/25cfea63b376d4158d85f3856f87ee90_elec_4.sdf,4,45.43553000000003,train
25d668c0a9b619962a98421819fadb81,True,-859.49635,-205.42456,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25d668c0a9b619962a98421819fadb81_elec_19.out,41,./mopac_optimized/mopac_opt/parsed_sdf/25d668c0a9b619962a98421819fadb81_elec_19.sdf,19,220.00963,val
25dfa2831723bc15fabe6e10480b6ee6,True,-1266.85585,-302.78581,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25dfa2831723bc15fabe6e10480b6ee6_elec_6.out,52,./mopac_optimized/mopac_opt/parsed_sdf/25dfa2831723bc15fabe6e10480b6ee6_elec_6.sdf,6,-70.57639000000017,train
25edc5a257e282f14c5778d8fce7eecf,True,-700.33092,-167.38311,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25edc5a257e282f14c5778d8fce7eecf_elec_1.out,45,./mopac_optimized/mopac_opt/parsed_sdf/25edc5a257e282f14c5778d8fce7eecf_elec_1.sdf,1,200.92541,train
25f8e6068df156b409f48fabe3f354c4,True,-153.97628,-36.80121,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/25f8e6068df156b409f48fabe3f354c4_elec_8.out,33,./mopac_optimized/mopac_opt/parsed_sdf/25f8e6068df156b409f48fabe3f354c4_elec_8.sdf,8,105.7347,train
2604c321d30940280b45ccc60b1513cf,True,-512.11575,-122.3986,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2604c321d30940280b45ccc60b1513cf_elec_15.out,46,./mopac_optimized/mopac_opt/parsed_sdf/2604c321d30940280b45ccc60b1513cf_elec_15.sdf,15,81.97461000000004,train
260520e46e3225b9ef85c05acb148d52,True,245.51667,58.67989,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/260520e46e3225b9ef85c05acb148d52_elec_0.out,50,./mopac_optimized/mopac_opt/parsed_sdf/260520e46e3225b9ef85c05acb148d52_elec_0.sdf,0,129.97760999999994,train
26193c7127bf1bbc5458e033c561a9c4,True,-676.67893,-161.73015,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/26193c7127bf1bbc5458e033c561a9c4_elec_8.out,48,./mopac_optimized/mopac_opt/parsed_sdf/26193c7127bf1bbc5458e033c561a9c4_elec_8.sdf,8,144.38679000000002,train
262333dbc8599d3db683254f039b3e48,True,-335.33086,-80.146,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/262333dbc8599d3db683254f039b3e48_elec_9.out,50,./mopac_optimized/mopac_opt/parsed_sdf/262333dbc8599d3db683254f039b3e48_elec_9.sdf,9,204.41219,train
262423eaf8e197cdbd2d6599ef087b89,True,-662.49601,-158.34035,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/262423eaf8e197cdbd2d6599ef087b89_elec_14.out,34,./mopac_optimized/mopac_opt/parsed_sdf/262423eaf8e197cdbd2d6599ef087b89_elec_14.sdf,14,143.86568,train
265091b48c706cc6765ee99051ffe7b3,True,-846.69921,-202.36597,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/265091b48c706cc6765ee99051ffe7b3_elec_19.out,53,./mopac_optimized/mopac_opt/parsed_sdf/265091b48c706cc6765ee99051ffe7b3_elec_19.sdf,19,138.81699000000003,train
265f7cc9a11ecf593d2b0194a78cbfc7,True,-438.09213,-104.70653,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/265f7cc9a11ecf593d2b0194a78cbfc7_elec_11.out,50,./mopac_optimized/mopac_opt/parsed_sdf/265f7cc9a11ecf593d2b0194a78cbfc7_elec_11.sdf,11,109.71056999999996,test
266383684498eb7f4aab6769a92132b2,True,-322.2559,-77.02101,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/266383684498eb7f4aab6769a92132b2_elec_8.out,35,./mopac_optimized/mopac_opt/parsed_sdf/266383684498eb7f4aab6769a92132b2_elec_8.sdf,8,281.76376,train
267deff0370aecacad7e9ca3cbc3bd43,True,-791.23252,-189.10911,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/267deff0370aecacad7e9ca3cbc3bd43_elec_3.out,42,./mopac_optimized/mopac_opt/parsed_sdf/267deff0370aecacad7e9ca3cbc3bd43_elec_3.sdf,3,115.00626,train
2696d0a9b0d1b047e59a4a9cf6e7cc70,True,-901.19875,-215.39167,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/2696d0a9b0d1b047e59a4a9cf6e7cc70_elec_1.out,52,./mopac_optimized/mopac_opt/parsed_sdf/2696d0a9b0d1b047e59a4a9cf6e7cc70_elec_1.sdf,1,183.92634,train
269b69b2a95bc9d02740c5e3c405084f,True,-83.10787,-19.86326,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/269b69b2a95bc9d02740c5e3c405084f_elec_6.out,41,./mopac_optimized/mopac_opt/parsed_sdf/269b69b2a95bc9d02740c5e3c405084f_elec_6.sdf,6,329.7453,val
269f5671139911c5eb9b0203386c4201,True,-865.41059,-206.83809,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/269f5671139911c5eb9b0203386c4201_elec_14.out,56,./mopac_optimized/mopac_opt/parsed_sdf/269f5671139911c5eb9b0203386c4201_elec_14.sdf,14,176.07840999999996,train
26a2f16a0c1a843d2a977db7cd0efeb9,True,-544.22427,-130.07272,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/26a2f16a0c1a843d2a977db7cd0efeb9_elec_14.out,41,./mopac_optimized/mopac_opt/parsed_sdf/26a2f16a0c1a843d2a977db7cd0efeb9_elec_14.sdf,14,120.66486000000008,train
26a2f7eab95756e53a029bcd54cf0064,True,-1062.60052,-253.96762,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/26a2f7eab95756e53a029bcd54cf0064_elec_17.out,46,./mopac_optimized/mopac_opt/parsed_sdf/26a2f7eab95756e53a029bcd54cf0064_elec_17.sdf,17,135.28675999999996,train
26af1863ace7b91a6c6bab6a4e7fd925,True,-425.96423,-101.80789,-1.0,PM7,COSMO,46.826,./mopac_optimized/mopac_opt/mopac_input/26af1863ace7b91a6c6bab6a4e7fd925_elec_8.out,46,./mopac_optimized/mopac_opt/parsed_sdf/26af1863ace7b91a6c6bab6a4e7fd925_elec_8.sdf,8,147.35710999999998,train
