name,success,total_energy_kjmol,basis_set,functional,solvent_model,solvent_name,multiplicity,charge,nuc_sites,MCA Values [kJ/mol]
da357294a99fc740ff0de08aa34be40e,True,-2714193.450988713,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,220.34958545304835
874506693393220d9da5b5656fa6a832,True,-2732103.2484740806,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,201.32335444679484
71427c39044b23e80c404ad8aac82c1a,True,-2869210.4205615288,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,267.9209613846615
afa56e0c03c2eacd33d6ea2140712e9a,True,-3302466.0338645354,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,279.0003593219444
3e1207463271e946af43ab24201f7634,True,-3590890.4770297594,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,164.42374402238056
6f53169dfd34b97e327948061eed5ef5,True,-3057631.7161835274,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,236.02988512115553
05bb20ef08c714f0f7880ec3dd1b97f3,True,-3605894.388632565,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,343.0901678823866
f9bce8532ea2c0b9d5d242466707dc51,True,-3107382.753120526,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,-23.194924319162965
07682cc445fa56986f2783f5d00ef502,True,-4280667.809127146,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,13,344.32746078725904
fb556dbc4777059c094593cd4efcc803,True,-2962428.821530218,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,319.27717603510246
2c2640033319848ffa47100a4631373f,True,-4523595.127892488,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,23,278.8594487635419
727bb8a66e089dddb559dab66a3ac370,True,-3400235.527949897,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,238.2308413698338
2bd1d3d3e00505d5d23ece05e7e7e0d9,True,-10718195.207339242,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,355.93941504880786
5ad621a3fb36e412539d30bd334b4a75,True,-3896868.7685496416,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,222.63159349747002
679964fdd9cc9c7bdb1b9b5e142519b8,True,-2759602.510174787,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,266.53905596677214
1ff6de2720a82a847ec2149e9a84cc1f,True,-4271598.690587675,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,291.03730318974704
9a2f87a42c5f71fcac538612e2701dc2,True,-4465520.621500028,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,451.2561272578314
ce8d312d57c40e7d4887ce6707167c5c,True,-5604435.660098781,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,21,401.9047440420836
d316a75d37d2b4d143ccd17fee6b3324,True,-2823879.161778808,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,299.7253436539322
6b8a9b9c54cfb4a368fb370ed8d0c17c,True,-5727365.758041624,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,393.67863396462053
55b8368e4cf915eae9f13595d51e6d09,True,-3321439.9818286626,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,230.50832835352048
3374fc51843879aef734ce64c5d560ff,True,-4202985.8265146185,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,245.13228192087263
42196b279e5c31f564e0eeb7ad184a63,True,-4626853.055574239,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,189.44564712513238
82dac60bce213db8c27a4c80404159d5,True,-3593316.444021697,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,272.1078717247583
a123dbe556c6832971ffc6625ac386d6,True,-4282306.447020142,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,240.3806791426614
de8481a32d028697ca8b7dc6e04be35f,True,-3505879.4362658863,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,275.2258624471724
1adbc1025c3fae519d975667cec9199a,True,-4958323.401861343,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,211.38285084068775
13405597ac90f81d7bef01eefdffa09e,True,-6346293.901372368,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,215.83806097880006
232c05f50190f31cf86c630b8fd753e1,True,-2418851.8248149417,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,268.06460246350616
e10e4faa54e6d5d256ee50c73c1c0c02,True,-2671205.0547079355,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,257.7638410422951
b63e7bfb615003b157648b0cc472f72b,True,-2005723.3584864647,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,323.5927148486953
4c352561fd409a7c68ec904284f89c03,True,-3524863.2820744016,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,442.7886550091207
89cfb134f4dd1910563352c48892bd50,True,-5796761.746318612,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,26,216.02174092456698
c92c5a83b866418115b76cae6845ac28,True,-5618573.535299248,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,21,295.13316120766103
85a858952ffb4d67609361e466715cc5,True,-1967141.939878828,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,333.88519544317387
d12bf9fe71cd74db81d0d1cd02a2ce04,True,-3658077.064270586,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,268.2801297181286
0ddf51b85d1bdfcb205eae959ef39bb4,True,-3293824.6146055204,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,22,373.0820628120564
ff0466e331e04487651d0c1d2ac1ff79,True,-3102347.982579392,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,173.4932958218269
1ba1c87de0891c5347e24927bf1c40f7,True,-3709936.738854015,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,29,199.1271240976639
5a34eccc056139e1df4b8eec8fbee071,True,-4782973.856375371,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,262.6872906405479
75afcf7ab5579d2c236c47b1afed9964,True,-3667120.545122298,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,168.51991710066795
cab19609bec4e1b8dbc275364fed68f8,True,-3855022.485354336,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,290.0503254085779
67d87695ec954ef26d9b31f6dce7a3c6,True,-3211284.4002759256,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,23,178.27887256303802
d9e723f6bad7b2aab9ea4d98d3f1c8cb,True,-5199156.931939129,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,277.3646468669176
5bde8ca7a856e2e0f2906002a122ed5d,True,-3689113.581082776,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,248.72840235801414
60d2de29acc52ec53441fcc144c0ad47,True,-3075141.7119749114,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,244.12309241341427
ebd9ef3214201d9b162fde890896923f,True,-2372761.888324293,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,258.8676246702671
81a6baea0c8d252d4881aacf12f219cb,True,-3175469.5042929584,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,199.70623052679002
e388b7a23181d2dec20281fa961246e7,True,-4108806.5287957056,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,29,227.83646251168102
6449443fada19a691ffd9985c0cbb897,True,-4423258.113244823,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,27,190.64185096137226
6d98f3b4f6931adb6b8d73cae403322c,True,-3122774.5384316784,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,254.80391326919198
cded22af2e339320480290dc5e918ab5,True,-3717823.3439878025,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,318.1619688584469
0792a6620c2c46110643d380fd86546e,True,-3592267.61406778,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,286.97938364045694
fdc422545bc5c7b5e09649ed5c09a353,True,-3387295.9194935528,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,21,256.0122469123453
c8c9bc112ea41e9a773cc81d5ce004f2,True,-2240037.394363193,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,184.66474114684388
41b3b368220a050f349e20b74e1ae226,True,-2175845.643035704,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,94.69191552652046
830d9e99b153875407d0ae90e01b6199,True,-3864730.280780566,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,177.84868446644396
e7881a005a27f9df5a6591c1bc5a9c4e,True,-4277848.878055883,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,246.56241776421666
26e6e8b3baa712925a991df7712992f2,True,-2434748.8262165715,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,432.1757794553414
8f2ba886302f3edbaf825df86dce9fda,True,-5160421.954706577,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,272.16943968925625
00e5ef222712e93368b7ed4c91dae6f0,True,-5058419.472842691,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,247.4952052347362
c405377626645cefea3abdf495132e74,True,-4322439.34968086,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,384.792945895344
347123cb8dbe2055e7f60e1ef2a6cc41,True,-4337241.72917444,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,303.4589352477342
e49de724cf502eaea4b79a43963b9f56,True,-10149458.205737442,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,14,210.13392697274685
f2cefe63a1bc658173540567eaf9111b,True,-2966841.595193089,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,249.41948634153232
8ed76bd88304b4288a7d4260efe16f72,True,-1263283.6406611584,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,191.6877633293625
951e1bcaf4a5d78892575aaa21d2e965,True,-3439044.662101351,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,14,153.56160617014393
9a1208926ef8790a95a16948df14bb97,True,-3078242.8774971203,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,453.8147027962841
bd05c7835b1d3c41b6e224cfce1104c0,True,-5431779.6162777,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,240.48239099420607
b8326e924fd38fd82d00d2cd2950c5a0,True,-9799721.107793048,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,23,439.6760990731418
f230faee3beb1ae659356e1a29fda5b4,True,-3744113.586421139,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,202.0503027541563
29abdb668b057dae1f41a4d377eee133,True,-3329897.306679853,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,341.70666091004387
d1e7512082099a03c7e2461191676a1b,True,-2827011.1582793384,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,227.6366357426159
8229a6b1d81740a0265d5096e6977418,True,-2103104.079362093,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,422.96433253446594
9a34a03a1cecbee7afa4dc3ab700681e,True,-3657320.643234632,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,247.6977100111544
a4ec93aa05e8232d41dcd2c5e41a78d8,True,-2360669.987364079,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,301.3899182267487
482ecf330ef033b569fa6470a405d288,True,-2666796.3833093,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,341.0050959326327
fa365a21a79b96b515ae8e31895b71e7,True,-4599387.475094134,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,239.61219543218613
5102a5a8a21571f237da507572dca968,True,-5179953.70306636,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,271.35059889871627
0a3f5df02b25c1bf8e1ac4282cc3173d,True,-3918712.522781916,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,379.85075810784474
aa62ac0a351f0140832f367a256c4493,True,-2651143.489182762,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,285.1539237080142
38e4822f0c2053a9167f87ece44452a6,True,-3201264.3314548708,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,330.85176943661645
c9f64983cd51fa36f118dcb7deb21084,True,-5975082.701149719,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,259.5090972157195
d04e8b581740d6e898cdcfb6f11fc695,True,-2018707.4025875183,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,1,381.43992833350785
c1c4ef35c3d019321ff03545132f25f5,True,-2816357.308603032,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,13,231.3994754012674
86ca33c35a8c5469a3f6b0c05aaa1fd1,True,-10725752.316851543,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,261.54294041730464
155ff4be0bc78b365cc7c3075cf6f4ae,True,-4028266.006353553,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,267.28291249182075
d854b7eba5b54b2890463142a89d0aee,True,-2635314.765930931,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,280.5064849983901
027ba35c9053ffb999836394726618dc,True,-5434906.640397199,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,199.50438212510198
51ecfef1bd9eabd011a35cb024309b9d,True,-3893502.5186019074,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,10,265.23953872406855
6f0ef013839b95a6182c2f810a1805be,True,-2856090.840965593,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,13,310.3128280006349
2d838b86ec4762095c03b21395ab9c91,True,-3557252.26444693,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,315.1095106052235
152690465918ee8ff15b2d7eeaa6c76f,True,-3858268.447017585,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,257.5585086015053
7b912599d72a7f4b53a20e61b803e7bb,True,-5256569.816206828,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,354.974386443384
5cb08f58de524ec5b6f6a59bf7dfb594,True,-2256262.755731738,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,309.2204863000661
9e73304f9aeab17b829e7da0f7fdefa2,True,-2544717.2540244223,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,416.80628116894513
c916ff60ba8ef2f2bf0eb0c3eaba6482,True,-3500085.229092557,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,353.50670595653355
abb090538e4c76bbd6385d4a8b399200,True,-3578476.446869829,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,21,295.8662531832233
850bbb91cdcdc70fc5c12196e2f152ee,True,-3765908.360122005,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,260.34195817355067
8120d85fad81a2c0a958733328803337,True,-4221389.262595884,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,23,381.7207176303491
bcebc029ac428830288eec25807d63db,True,-3558905.8865382806,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,25,384.4876528112218
ff85edb3a4816bd58bd9a555e3c724ec,True,-3897765.803909762,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,284.6772931497544
9b372bd18808181150d727f0312949ee,True,-2516291.6448209924,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,285.42637179326266
831e638b0d94212dd337e4d9b9e58a36,True,-3324942.440932448,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,23,260.3514624820091
1eaddb405bc45a52d6a405960c73a24d,True,-3505963.7669429216,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,22,436.84184608375654
81442bf311d0de8939af46d70438ad15,True,-3234349.705311038,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,326.41829843679443
5fa2b9e1f24fbe852f461bcddf272180,True,-3700184.073037112,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,301.5298232194036
e1cefd066b3d4757a8abde9a357181e6,True,-2751612.196864751,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,270.2982986904681
d8aa4f354bca217e1d4b9ed49a2ce250,True,-2929155.461593307,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,275.98555073328316
a1869c8bcb762ef66b0371ee63c4ec92,True,-1515181.1282949368,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,332.003431674093
e778e192f3485787dae4522db1e33dd9,True,-2980083.119422395,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,216.7362968735397
1b6fbbec69f9d8449c4a13c1bbe448dd,True,-2305546.6432205946,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,352.0021844599396
088e978cd1fbdbea101f14b48aaea58a,True,-3496625.246659023,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,18,406.74004774400964
493ea920731261b6fb3e2de1117fa9c1,True,-3133219.5925018243,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,274.3313285042532
4106e5a3543c3f7e07c6fb684ac73fec,True,-3217832.7326171524,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,25,299.06345522403717
67d6187441654f77b7ee3c2d45294100,True,-3222711.187218022,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,251.6616891878657
45731bfe9131baf31fbfe9297c4c35f7,True,-2219174.683397041,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,267.7056993045844
47985fa58d8a2a72504eeff49c31ea2d,True,-5447083.765644214,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,232.68037785217166
4a96cbef03374d52131227f86d72c92e,True,-2030516.022026575,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,265.3812920686323
6357838062511362e1a935c393d50bec,True,-3456796.642753397,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,12,345.4734388170764
617429bcccd6e36b71b5f5a63096ea98,True,-3638257.440180313,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,268.42127657309175
5291add402587badd33121ccf1182f14,True,-4656917.251641456,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,261.65339518431574
7ca6d8d7990a5d240c355985d67f1dc9,True,-3725991.354072216,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,179.29005744867027
01779621b8ada6aa291fd8315f3482f4,True,-4111610.687283877,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,253.97745853010565
1d58d70fc065c3a8f5c7985ec1058869,True,-2786696.263710812,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,230.3898920705542
d3a54f65d339f3776eb581bf392e7120,True,-2666817.7184072104,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,267.0892005106434
aa55cc50ee3ba6a026ba5f4869cf1eb5,True,-4546138.299076517,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,194.39694539736956
6d035f8824192148b889e4f824c67ab8,True,-3170960.6804058207,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,311.7835803232156
6c76b16a75d91d76a1a64f3b1e62ef79,True,-4193716.885564953,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,26,299.57676663575694
d33f3723a64342a2e6e1d22634c54978,True,-3068545.2924284874,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,285.2662452030927
8b95dbdf740e7279e2b2e3e02afcf5d3,True,-3714610.881729315,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,216.7547803898342
8f7f1e018a4da1d5c91c834c839f6bb7,True,-2277702.8245865046,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,274.20738654816523
5ba18160bf63185ebc298339b12427f0,True,-4206696.884942219,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,13,295.39088024105877
5af77041e123e7c05e2ea6d112f02817,True,-2776967.851575852,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,451.5090941363014
5cba61673be85bbd9a4c11f26eb3cb57,True,-3407170.1532387184,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,225.7103330004029
72c47e8c961abab52a34289714eaabe9,True,-6654213.105280206,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,209.1519113862887
28bc3d0493913928e1a92f43e56889fa,True,-2219267.251917512,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,401.3006769879721
4760805ea34503ba39d475a3463a1192,True,-3509921.87203673,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,2,288.2592358915135
f99b993e4ca35589c5bf905fe18b921a,True,-3814183.6126525896,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,3,301.7477134237997
198c12945c7ec3a5dc4b09d399bf6a31,True,-3174471.637883984,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,270.8347932626493
58446f086f5b2751834143e717906695,True,-4854415.395010965,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,198.10829900950193
724e7fe6c70be5bd94777553d8382f71,True,-4080163.95145198,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,24,265.940520840697
51affa23f4944969a33766cd7775b34e,True,-9954185.428777875,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,14,147.94944341480732
3f67be86387b654433a44fab47590d6e,True,-9900093.631612845,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,229.15273044258356
f3d8f4b2f8fa3c463f3a16ce44a25841,True,-5421394.525518518,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,176.51873768493533
7ae2a9d37ddae896b57fd583c0e3da6c,True,-2758236.085594891,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,240.4593916181475
bec7e46cfd138faef8045b9185fc4d93,True,-2949245.935601033,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,16,359.394231101498
8ac1b2695f458ccc58dc4fd91624d577,True,-2404238.757757205,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,6,433.3271528878249
2d9e9889c083115d5b3af27785d6619c,True,-3793962.219161462,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,355.53737230598927
c8341ea95dbf06fde725a8c46a1b17a0,True,-2323677.0692284224,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,104.90570727502927
7719dc131896dd73f7721fc24acf029d,True,-3619029.850872792,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,17,263.44490478141233
eea6c2c62159e48169e229f2abc2c77c,True,-5591385.825663629,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,151.7670509936288
ecad31e07dca25a8a05c0d749c939051,True,-4446829.728140387,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,9,233.17956407740712
51f144e5ca1102a3a42b96bd570b07b2,True,-6572911.9524437385,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,241.16302549093962
3c3bc113ec116cefd0e91d5552a26bd8,True,-3263985.286218546,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,4,323.5494676204398
dfc1fb78080c94242d0e1afd0af5a4b8,True,-3151759.221434789,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,385.85096969176084
d5bf6f92d786d65e5a0b80ea6db779d9,True,-3149387.537721898,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,97.57046594191343
fe3e1e41e2ee6d943382adb426590f5e,True,-8478906.852913694,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,174.55956368893385
6be4c67769876bbdeb271b4f387681f6,True,-4723040.452003803,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,225.17281448282301
1721be7ccb34421b95879d67f740739b,True,-3494620.5834670044,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,22,351.7434467333369
29a8f1fec4e7b0f3639f20e523cdb1f6,True,-3161400.5070245294,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,0,311.37161319330335
b7d32ca00f26a95338c6c8f8b20aa834,True,-4102785.0633460567,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,7,250.64312664838508
81d16c1ac3c814fac43c95d74f37a31c,True,-9899374.494822994,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,20,108.55826020240784
cf800ae22dfae6159254aba546b3d8cf,True,-2035535.1448347373,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,278.2092595594004
86851e41552b8dc01434749a825e5de2,True,-3974637.2888603583,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,8,217.77426185412332
ad1d70e561c6f2c6a9601d3c203aecab,True,-2917495.388963131,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,5,282.58203951315954
0f4f756ca6510e31c31d9da4349dab6a,True,-4419818.80633121,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,11,6.564666413702071
37dd4cb0ef2fb1a54d0a1d895a75211e,True,-2376620.6863903296,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,15,321.47072049835697
c941dfee04af39217e64df4196219d6e,True,-5476889.000528397,def2TZVP,wB97XD,SMD-IEFPCM,dimethylsulfoxide,1,1,25,291.42558831349015
